"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_TranscriptID","Cvirginica_GeneID","Cvirginica_Protein_name","Annotation_GO_ID","Cvirginica_length","Cvirginica_KEGGID","Airradians_TranscriptID"
"11","crg:105341412","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105341412",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022442550.1","LOC111107343"," 40S ribosomal protein S10-like","",161,"cvn:111107343","rna-XM_069278028.1"
"12","crg:105317506","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105317506",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022452387.1","LOC111114067"," 40S ribosomal protein S11-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",197,"cvn:111114067","rna-XM_069276258.1"
"13","crg:105348494","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105348494",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022457605.1","LOC111118248"," 40S ribosomal protein S12-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",137,"cvn:111118248","rna-XM_069271689.1"
"14","crg:105338085","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105338085",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022432795.1","LOC111100708"," 40S ribosomal protein S13-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",152,"cvn:111100708","rna-XM_069277756.1"
"15","crg:105332215","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105332215",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022474258.1","LOC111128580"," 40S ribosomal protein S15-like","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",151,"cvn:111128580","rna-XM_069280578.1"
"16","crg:105331157","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105331157",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022457754.1","LOC111118348"," 40S ribosomal protein S15Aa","GO:0003735;GO:0005840;GO:0006412;GO:0042254",130,"cvn:111118348","rna-XM_069267807.1"
"17","crg:105344628","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105344628",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022472901.1","LOC111127638"," 40S ribosomal protein S16","GO:0003735;GO:0005840;GO:0006412;GO:0042254",149,"cvn:111127638","rna-XM_069276653.1"
"18","crg:105344628","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105344628",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022487467.1","LOC111136522"," 40S ribosomal protein S16-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",149,"cvn:111136522",NA
"19","crg:105347800","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105347800",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022470798.1","LOC111126281"," 40S ribosomal protein S18","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",152,"cvn:111126281","rna-XM_069266006.1"
"20","crg:105332191","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105332191",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022458848.1","LOC111119040"," 40S ribosomal protein S2","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",281,"cvn:111119040","rna-XM_069267558.1"
"21","crg:105332191","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105332191",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022462052.1","LOC111120976"," 40S ribosomal protein S2","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",281,"cvn:111120976",NA
"22","crg:105340582","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105340582",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022458026.1","LOC111118510"," 40S ribosomal protein S20","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",118,"cvn:111118510","rna-XM_069270927.1"
"23","crg:105340582","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105340582",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022458026.1","LOC111118510"," 40S ribosomal protein S20","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",118,"cvn:111118510","rna-XM_069270928.1"
"24","crg:105344033","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105344033",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022462214.1","LOC111121088"," 40S ribosomal protein S21-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",83,"cvn:111121088",NA
"25","crg:105344033","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105344033",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022464259.1","LOC111122453"," 40S ribosomal protein S21-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",83,"cvn:111122453","rna-XM_069271130.1"
"26","crg:105348430","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105348430",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022442456.1","LOC111107317"," 40S ribosomal protein S23","GO:0003735;GO:0005840;GO:0006412;GO:0042254",142,"cvn:111107317",NA
"27","crg:105348430","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105348430",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022441163.1","LOC111106468"," 40S ribosomal protein S23","GO:0003735;GO:0005840;GO:0006412;GO:0042254",142,"cvn:111106468","rna-XM_069286533.1"
"28","crg:105339104","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105339104",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022466508.1","LOC111123867"," 40S ribosomal protein S25-like","",120,"cvn:111123867","rna-XM_069259310.1"
"29","crg:105318789","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105318789",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022468821.1","LOC111125240"," 40S ribosomal protein S26-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",133,"cvn:111125240",NA
"30","crg:105318789","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105318789",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022468823.1","LOC111125240"," 40S ribosomal protein S26-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",133,"cvn:111125240","rna-XM_069251700.1"
"31","crg:105318789","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105318789",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022468822.1","LOC111125240"," 40S ribosomal protein S26-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",133,"cvn:111125240",NA
"32","crg:105323167","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105323167",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022454936.1","LOC111115985"," 40S ribosomal protein S27-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",84,"cvn:111115985","rna-XM_069245653.1"
"33","crg:105323167","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105323167",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022453248.1","LOC111114778"," 40S ribosomal protein S27-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",84,"cvn:111114778",NA
"34","crg:105335873","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105335873",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022470475.1","LOC111126078"," 40S ribosomal protein S3","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",240,"cvn:111126078","rna-XM_069273459.1"
"35","crg:105335873","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105335873",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022471167.1","LOC111126482"," 40S ribosomal protein S3","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",240,"cvn:111126482",NA
"36","crg:105324356","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105324356",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022470538.1","LOC111126128"," 40S ribosomal protein S3a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",262,"cvn:111126128","rna-XM_069274961.1"
"37","crg:105332495","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105332495",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022435081.1","LOC111102380"," 40S ribosomal protein S4-like","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",262,"cvn:111102380","rna-XM_069271952.1"
"38","crg:105332495","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105332495",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022438304.1","LOC111104388"," 40S ribosomal protein S4-like","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",262,"cvn:111104388",NA
"39","crg:105347828","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105347828",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022469477.1","LOC111125548"," 40S ribosomal protein S5","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",204,"cvn:111125548","rna-XM_069265214.1"
"40","crg:105341326","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105341326",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022477001.1","LOC111130218"," 40S ribosomal protein S6-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",241,"cvn:111130218",NA
"41","crg:105341326","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105341326",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022478004.1","LOC111130771"," 40S ribosomal protein S6-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",241,"cvn:111130771","rna-XM_069282367.1"
"42","crg:105319797","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319797",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022463302.1","LOC111121848"," 40S ribosomal protein S7-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",192,"cvn:111121848","rna-XM_069270416.1"
"43","crg:105319797","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319797",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022458716.1","LOC111118983"," 40S ribosomal protein S7-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",192,"cvn:111118983",NA
"44","crg:105340032","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105340032",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022484792.1","LOC111135077"," 40S ribosomal protein S8-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",210,"cvn:111135077","rna-XM_069249895.1"
"45","crg:105341101","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105341101",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022457442.1","LOC111118126"," 40S ribosomal protein S9","GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0042254",188,"cvn:111118126","rna-XM_069267019.1"
"46","crg:105341101","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105341101",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022457442.1","LOC111118126"," 40S ribosomal protein S9","GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0042254",188,"cvn:111118126","rna-XM_069253791.1"
"47","crg:105335782","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105335782",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022458054.1","LOC111118540"," 40S ribosomal protein SA-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",335,"cvn:111118540","rna-XM_069267284.1"
"48","crg:105319364","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319364",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022455477.1","LOC111116477"," 60S acidic ribosomal protein P0-like","GO:0005622;GO:0042254",314,"cvn:111116477",NA
"49","crg:105319364","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319364",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022476705.1","LOC111130039"," 60S acidic ribosomal protein P0-like","GO:0005622;GO:0042254",314,"cvn:111130039","rna-XM_069249421.1"
"50","crg:105329912","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105329912",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022453199.1","LOC111114718"," 60S acidic ribosomal protein P1-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113,"cvn:111114718","rna-XM_069249524.1"
"51","crg:105336480","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105336480",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022460201.1","LOC111119745"," 60S ribosomal protein L10-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",215,"cvn:111119745","rna-XM_069268569.1"
"52","crg:105336480","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105336480",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022460564.1","LOC111119970"," 60S ribosomal protein L10-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",215,"cvn:111119970",NA
"53","crg:105338035","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105338035",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022475787.1","LOC111129410"," 60S ribosomal protein L11-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",183,"cvn:111129410","rna-XM_069250545.1"
"54","crg:105337746","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105337746",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022486262.1","LOC111135849"," 60S ribosomal protein L13-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",212,"cvn:111135849","rna-XM_069256550.1"
"55","crg:105332844","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105332844",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022486934.1","LOC111136230"," 60S ribosomal protein L14-like","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",151,"cvn:111136230","rna-XM_069257804.1"
"56","crg:105332844","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105332844",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022482338.1","LOC111133720"," 60S ribosomal protein L14-like","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",151,"cvn:111133720",NA
"57","crg:105319021","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319021",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022480126.1","LOC111132297"," 60S ribosomal protein L15-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",204,"cvn:111132297","rna-XM_069275893.1"
"58","crg:105319021","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319021",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022480126.1","LOC111132297"," 60S ribosomal protein L15-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",204,"cvn:111132297","rna-XM_069275895.1"
"59","crg:105326463","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105326463",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022441035.1","LOC111106383"," 60S ribosomal protein L18a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",176,"cvn:111106383",NA
"60","crg:105326463","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105326463",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022440951.1","LOC111106322"," 60S ribosomal protein L18a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",176,"cvn:111106322","rna-XM_069245192.1"
"61","crg:105321315","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105321315",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022468134.1","LOC111124874"," 60S ribosomal protein L19-like","GO:0003723;GO:0003735;GO:0005829;GO:0005840;GO:0006412;GO:0042254",198,"cvn:111124874","rna-XM_069250468.1"
"62","crg:105326418","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105326418",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022457419.1","LOC111118104"," 60S ribosomal protein L23","GO:0003735;GO:0005840;GO:0006412;GO:0042254",140,"cvn:111118104","rna-XM_069265403.1"
"63","crg:105346731","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105346731",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022480834.1","LOC111132903"," 60S ribosomal protein L23a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",172,"cvn:111132903","rna-XM_069279118.1"
"64","crg:105342603","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105342603",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022435687.1","LOC111102811"," 60S ribosomal protein L24-like","",156,"cvn:111102811",NA
"65","crg:105342603","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105342603",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022436199.1","LOC111103150"," 60S ribosomal protein L24-like","",156,"cvn:111103150","rna-XM_069281417.1"
"66","crg:105325638","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105325638",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022487266.1","LOC111136425"," 60S ribosomal protein L26-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",143,"cvn:111136425","rna-XM_069283504.1"
"67","crg:105347733","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105347733",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022448430.1","LOC111111438"," 60S ribosomal protein L27","GO:0003735;GO:0005840;GO:0006412;GO:0042254",136,"cvn:111111438","rna-XM_069255234.1"
"68","crg:105347733","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105347733",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022448430.1","LOC111111438"," 60S ribosomal protein L27","GO:0003735;GO:0005840;GO:0006412;GO:0042254",136,"cvn:111111438","rna-XM_069255233.1"
"69","crg:105324627","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105324627",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022460725.1","LOC111120067"," 60S ribosomal protein L27a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",147,"cvn:111120067","rna-XM_069275662.1"
"70","crg:105330605","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105330605",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022485315.1","LOC111135345"," 60S ribosomal protein L30-like","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",115,"cvn:111135345","rna-XM_069250955.1"
"71","crg:105337115","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105337115",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022434060.1","LOC111101507"," 60S ribosomal protein L32-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",134,"cvn:111101507","rna-XM_069277577.1"
"72","crg:105319282","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319282",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022460338.1","LOC111119826"," 60S ribosomal protein L34-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113,"cvn:111119826",NA
"73","crg:105319282","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319282",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022458870.1","LOC111119059"," 60S ribosomal protein L34-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113,"cvn:111119059",NA
"74","crg:105319282","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319282",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022458872.1","LOC111119059"," 60S ribosomal protein L34-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113,"cvn:111119059","rna-XM_069268119.1"
"75","crg:105319282","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319282",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022460339.1","LOC111119826"," 60S ribosomal protein L34-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113,"cvn:111119826",NA
"76","crg:105338614","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105338614",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022472613.1","LOC111127437"," 60S ribosomal protein L35-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",123,"cvn:111127437","rna-XM_069265108.1"
"77","crg:105333469","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105333469",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022434493.1","LOC111101860"," 60S ribosomal protein L35a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",123,"cvn:111101860","rna-XM_069248726.1"
"78","crg:105319573","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319573",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022452991.1","LOC111114610"," 60S ribosomal protein L37a","GO:0003735;GO:0005840;GO:0006412;GO:0042254",92,"cvn:111114610",NA
"79","crg:105319573","Day14","red","crg03010","Ribosome - Magallana gigas (Pacific oyster)",106,56,"105319573",0.528301886792453,5.07311720112981e-66,65.2947251043264,2.38436508453101e-64,"XM_022453757.1","LOC111115132"," 60S ribosomal protein L37a","GO:0003735;GO:0005840;GO:0006412;GO:0042254",92,"cvn:111115132","rna-XM_069255230.1"
