"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"19"," amyloid beta A4 protein-like","rna-XM_069265357.1",12.2667992691875,12.3220374367153,12.3186766818248,12.3240299450376,1.00450306280519,0.995949740562912,"costly activation","XM_022487208.1","LOC111136389","crg:105342828","GO:0030234",300
"20"," angiomotin-like","rna-XM_069248719.1",11.2917434711886,11.5636202563295,11.4777663578843,11.6635705803442,1.02407748509649,0.992296189783974,"costly activation","XM_022485196.1","LOC111135275","crg:105333766","",733
"21"," angiopoietin-related protein 2-like","rna-XM_069267002.1",11.4327865800891,11.5535103903851,11.4835041128486,11.5514407321665,1.01055943880787,0.995405098967233,"costly activation","XM_022440546.1","LOC111106031","crg:105317261","",239
"22"," ankyrin-3-like","rna-XM_069266003.1",11.2755878234824,11.5078594089564,11.2681618795993,11.3305221685783,1.02059951011958,0.985238766500217,"costly activation","XM_022481987.1","LOC111133522","crg:105340761","GO:0003674",526
"23"," ankyrin repeat and protein kinase domain-containing protein 1-like","rna-XM_069245113.1",12.0327175726821,12.3096548432892,12.3123028622743,12.3942266109525,1.02301535533717,0.984006551573265,"costly activation","XM_022441029.1","LOC111106377","crg:105326883","GO:0003674",230
"24"," AP-4 complex subunit epsilon-1-like","rna-XM_069245744.1",11.5813102217591,11.6217042301475,11.57898953612,11.6161547832429,1.00348786170259,0.999722819264363,"costly activation","XM_022452756.1","LOC111114456","crg:105329029","GO:0005737;GO:0016192;GO:0032991",963
"25"," AP-4 complex subunit sigma-1-like","rna-XM_069260058.1",11.3661224861642,11.4140862192669,11.3434145450613,11.3894711457186,1.00421988529167,0.999840991780671,"costly activation","XM_022474615.1","LOC111128770","crg:105340100","GO:0005737;GO:0016192;GO:0032991",139
"26"," apoptogenic protein 1, mitochondrial-like","rna-XM_069260666.1",11.4514124485352,11.4626201857353,11.4679639781812,11.4599064233489,1.00097872094386,0.998320308761869,"costly activation","XM_022455409.1","LOC111116418","crg:105322061","GO:0007165;GO:0008219",180
"27"," apoptosis regulatory protein Siva-like","rna-XM_069262232.1",11.572187645291,11.621208864291,11.6032113984293,11.6359096219155,1.0042361237566,0.998587890326975,"costly activation","XM_022473289.1","LOC111127960","crg:105340131","",190
"28"," arginase, hepatic-like","rna-XM_069262421.1",13.0722937447329,13.692742620325,13.5730668437219,13.8234205897427,1.04746289271859,0.972296869546542,"costly activation","XM_022478277.1","LOC111130969","crg:105339545","GO:0006520;GO:0009056;GO:0016810;GO:0043167",381
"29"," ATP-dependent zinc metalloprotease FtsH-like","rna-XM_069265622.1",11.9533833622164,11.9569835189728,12.0218550118185,11.9960191650863,1.00030118307489,0.99755048145269,"costly activation","XM_022456373.1","LOC111117309","crg:105335008","GO:0005575;GO:0008233;GO:0043167",710
"30"," ATP synthase mitochondrial F1 complex assembly factor 2-like","rna-XM_069269541.1",11.4851357660406,11.5162550770228,11.488272511653,11.5043701958446,1.00270952922248,0.998695233651514,"costly activation","XM_022463007.1","LOC111121651","crg:105345924","GO:0065003",283
"31"," autophagy protein 5-like","rna-XM_069267657.1",11.6477108749797,11.705155375106,11.6387528398417,11.6196818359036,1.00493182744171,0.993461839672274,"costly activation","XM_022435793.1","LOC111102871","crg:105334768","GO:0005737;GO:0006914",272
"32"," B-box type zinc finger protein ncl-1-like","rna-XM_069274344.1",12.1999765423718,12.3182310379848,12.3057996426273,12.3770772948246,1.00969301008099,0.996136637490718,"costly activation","XM_022470455.1","LOC111126064","crg:105320609","GO:0005622;GO:0043167",766
"33"," baculoviral IAP repeat-containing protein 2-like","rna-XM_069275216.1",11.9246515150717,12.077443364522,11.9578824079308,12.096005723365,1.01281310814468,0.99875367844542,"costly activation","XM_022435775.1","LOC111102858","crg:105348033","",437
"34"," baculoviral IAP repeat-containing protein 2-like","rna-XM_069279461.1",11.9971411214862,12.160235274005,12.0743232130933,12.1684194740639,1.01359441810906,0.994276477650574,"costly activation","XM_022435775.1","LOC111102858","crg:105348033","",437
"35"," baculoviral IAP repeat-containing protein 3-like","rna-XM_069245131.1",12.1428729477691,12.2880461974652,12.2090894845288,12.1836931076552,1.01195542853166,0.986130269576,"costly activation","XM_022436400.1","LOC111103270","crg:105332528","",386
"36"," baculoviral IAP repeat-containing protein 3-like","rna-XM_069253774.1",11.3370081587105,11.4970100322386,11.4962793009351,11.4184521105947,1.0141132361632,0.979407616947634,"costly activation","XM_022434498.1","LOC111101864","crg:105323879","",588
"37"," baculoviral IAP repeat-containing protein 3-like","rna-XM_069272857.1",11.7684853037742,11.9096745503579,11.8321395226369,11.9396415813769,1.01199723183905,0.997122883222488,"costly activation","XM_022432394.1","LOC111100471","crg:105334814","",858
"38"," baculoviral IAP repeat-containing protein 3-like","rna-XM_069275212.1",11.5145953752722,11.579102872474,11.6252621041472,11.6389670914506,1.00560223742993,0.995601302178543,"costly activation","XM_022434498.1","LOC111101864","crg:105323879","",588
"39"," beclin-1-like","rna-XM_069266143.1",11.532967225835,11.5876514283535,11.5778950944801,11.5864397706211,1.00474155535585,0.996015354434361,"costly activation","XM_022472453.1","LOC111127325","crg:105329824","GO:0006914;GO:0007049;GO:0016192;GO:0051301",442
"40"," beta-1,3-galactosyltransferase 1-like","rna-XM_069259009.1",11.8133174302538,11.909098291787,11.9558928325455,11.9708495655989,1.00810787165406,0.993198268478144,"costly activation","XM_022464515.1","LOC111122660","crg:105319742","GO:0005575;GO:0006464;GO:0009058;GO:0016757",404
"41"," beta-1,3-galactosyltransferase 1-like","rna-XM_069273629.1",11.7594036936497,11.8503127191931,11.8361782285864,11.8780034673749,1.00773075131288,0.995835123984938,"costly activation","XM_022468827.1","LOC111125242","crg:105317388","GO:0005575;GO:0006464;GO:0009058;GO:0016757",404
"42"," beta-1,3-galactosyltransferase 1-like","rna-XM_069273630.1",11.8418521930848,11.9203581770304,11.8898027869154,11.882402043613,1.00662953587543,0.992795780178301,"costly activation","XM_022468827.1","LOC111125242","crg:105317388","GO:0005575;GO:0006464;GO:0009058;GO:0016757",404
"43"," biogenesis of lysosome-related organelles complex 1 subunit 1-like","rna-XM_069254769.1",11.4274910045975,11.5079810806052,11.4689697958529,11.5179755576516,1.00704354752722,0.997248731231203,"costly activation","XM_022451379.1","LOC111113266","crg:105332711","GO:0005829;GO:0032991",119
"44"," biotin--protein ligase-like","rna-XM_069283727.1",11.6045502044388,11.6585985231061,11.615324393026,11.640319522009,1.00465751086558,0.997506014577358,"costly activation","XM_022485513.1","LOC111135439","crg:105332906","GO:0006464;GO:0006790;GO:0016874;GO:0034641;GO:0044281;GO:0051186",856
"45"," BMP and activin membrane-bound inhibitor homolog","rna-XM_069254403.1",11.6813173840553,11.7060791817516,11.6761044685185,11.6876383823841,1.00211977783688,0.998870438667611,"costly activation","XM_022450892.1","LOC111112989","crg:105343871","GO:0007165;GO:0007267",281
"46"," bone morphogenetic protein 2-like","rna-XM_069260340.1",11.8502506050864,11.9280610410291,11.8942145941075,11.9649263137559,1.00656614265265,0.999382960528723,"costly activation","XM_022477988.1","LOC111130759","crg:105333366","GO:0003674;GO:0007165;GO:0008283;GO:0040007",423
"47"," branched-chain-amino-acid aminotransferase, cytosolic-like","rna-XM_069277984.1",11.7495961112215,12.0514395686186,12.2276427712281,12.1014196151122,1.02568968792968,0.964889518392524,"costly activation","XM_022447254.1","LOC111110658","crg:105326858","GO:0003674;GO:0006520;GO:0009056;GO:0009058;GO:0034641;GO:0051186",393
"48"," BTB/POZ domain-containing protein 1-like","rna-XM_069245877.1",11.4272422074676,11.8939586036298,11.6105733060906,11.7723369135335,1.04084243491901,0.974145946831966,"costly activation","XM_022432160.1","LOC111100375","crg:105347258","GO:0003674",454
"49"," BTB/POZ domain-containing protein 10-like","rna-XM_069253307.1",11.8445426357727,11.8935516318583,11.8955021285955,11.9349694402582,1.00413768581807,0.999183527351178,"costly activation","XM_022437408.1","LOC111103855","crg:105320714","GO:0003674",444
"50"," BTB/POZ domain-containing protein 6-like","rna-XM_069246726.1",11.1904130220754,11.4452010989035,11.3134773775065,11.4322092476763,1.02276842475121,0.987999535138456,"costly activation","XM_022443320.1","LOC111107911","crg:105333878","GO:0003674",514
"51"," calcium-binding protein P-like","rna-XM_069257663.1",11.2121160656679,11.7048656051233,11.4161985197841,11.6113787605816,1.04394795206983,0.974279204755835,"costly activation","XM_022488337.1","LOC111137086","crg:105335015","GO:0005575",347
"52"," calcium and integrin-binding protein 1-like","rna-XM_069272180.1",12.0210848969937,12.1273285648734,11.9883463043403,11.8357841423375,1.00883810977046,0.978624933295141,"costly activation","XM_022457443.1","LOC111118127","crg:105331416","GO:0043167",184
"53"," calmodulin-like protein 4","rna-XM_069250026.1",11.8986104302446,12.2108334005677,12.0921962206139,12.2356942866797,1.02624028849028,0.985994224898706,"costly activation","XM_022455030.1","LOC111116046","crg:105325248","GO:0043167",150
"54"," cAMP-regulated D2 protein-like","rna-XM_069256577.1",11.2428362674522,11.390678578475,11.4140541427952,11.3303535525252,1.01314991230912,0.979782825135756,"costly activation","XM_022479419.1","LOC111131748","crg:105324424","",533
"55"," caprin-1-like","rna-XM_069276304.1",11.8967436904911,11.9585916013137,11.9889389274241,11.9165908271324,1.00519872600702,0.988824800035929,"costly activation","XM_022479490.1","LOC111131784","crg:105340513","",611
"56"," carbohydrate sulfotransferase 11-like","rna-XM_069285618.1",11.3924066393678,11.4480603409724,11.399691169865,11.3998536806009,1.00488515757613,0.99515277758309,"costly activation","XM_022440295.1","LOC111105847","crg:105327028","GO:0003674;GO:0005575;GO:0005975;GO:0009058",433
"57"," carbohydrate sulfotransferase 8-like","rna-XM_069254590.1",11.5608017093792,11.5854252486484,11.5592151957471,11.5461354094821,1.00212991623663,0.996745469420551,"costly activation","XM_022442786.1","LOC111107540","crg:105323612","GO:0003674;GO:0005575;GO:0005975;GO:0009058",438
"58"," carbonyl reductase [NADPH] 1-like","rna-XM_069272937.1",11.1946064986756,11.4768835906289,11.5622113626754,11.4619045489077,1.02521545460188,0.966942699791366,"costly activation","XM_022486944.1","LOC111136237","crg:105323458","GO:0016491",286
"59"," carnitine O-palmitoyltransferase 1, liver isoform-like","rna-XM_069261463.1",11.2554912333548,11.4039587260788,11.4322611858351,11.4335716241041,1.01319067197032,0.987094190668086,"costly activation","XM_022474408.1","LOC111128659","crg:105319102","GO:0016746",713
"60"," casein kinase I-like","rna-XM_069267083.1",12.2504808874877,12.3315962763775,12.2411302032235,12.2768222787022,1.00662140446852,0.996318720777423,"costly activation","XM_022460053.1","LOC111119650","crg:105329615","GO:0006464;GO:0016301;GO:0043167",426
"61"," caspase-8-like","rna-XM_069282608.1",11.297536926443,11.5881647607889,11.3911987218787,11.579319211765,1.02572488465744,0.991020655232579,"costly activation","XM_022465665.1","LOC111123372","crg:105340890","GO:0008219;GO:0008233",723
"62"," catalase-like","rna-XM_069245508.1",11.8686080000427,11.9406138193448,11.8819293789681,11.9422937781667,1.00606691360115,0.999019388986851,"costly activation","XM_022483137.1","LOC111134248","crg:105339902","GO:0006520;GO:0006950;GO:0009056;GO:0016491;GO:0034641;GO:0051186",511
"63"," catenin delta-2-like","rna-XM_069278072.1",12.1947808049799,12.2520062702013,12.2499217607841,12.2530326018983,1.00469261941945,0.995582060126335,"costly activation","XM_022455574.1","LOC111116519","crg:105321198","GO:0003674;GO:0005575;GO:0007010;GO:0007155;GO:0009790",1321
"64"," cathepsin L1-like","rna-XM_069275566.1",12.7395047921323,13.1720472999784,13.1838864092533,13.500205554208,1.03395285098626,0.990367074603857,"costly activation","XM_022450957.1","LOC111113026","crg:105331753","GO:0008233",331
"65"," cation-dependent mannose-6-phosphate receptor-like","rna-XM_069265883.1",11.2674605558576,11.3248204251714,11.3818232265785,11.3504960255767,1.00509075394845,0.992196582684621,"costly activation","XM_022487817.1","LOC111136731","crg:105318065","GO:0003674;GO:0005768;GO:0005794;GO:0006605;GO:0007034",273
"66"," CCR4-NOT transcription complex subunit 11-like","rna-XM_069276313.1",11.6473485800529,11.7449526067694,11.666855487769,11.7034311868844,1.00837993523123,0.994798660839153,"costly activation","XM_022449333.1","LOC111112029","crg:105337787","GO:0005622;GO:0032991",465
"67"," CCR4-NOT transcription complex subunit 4-like","rna-XM_069275983.1",11.6219448239139,11.7946287982757,11.7849202974106,11.7686131553595,1.01485844038826,0.983995630072939,"costly activation","XM_022486704.1","LOC111136085","crg:105322221","GO:0005622;GO:0006464;GO:0032991;GO:0043167",675
"68"," CD82 antigen-like","rna-XM_069269877.1",11.9162822820891,11.9736432462013,11.9704102647194,11.9753796663548,1.00481366274769,0.995622549284727,"costly activation","XM_022462210.1","LOC111121085","crg:105339179","GO:0005575",290
"69"," cdc42 homolog","rna-XM_069261150.1",11.6059814715914,11.7471881352782,11.6463575379346,11.7245639934089,1.01216671455425,0.994613916385201,"costly activation","XM_022477837.1","LOC111130659","crg:105328474","GO:0003924;GO:0005575;GO:0007165;GO:0043167",189
"70"," cell adhesion molecule-related/down-regulated by oncogenes-like","rna-XM_069259314.1",11.6817390468042,11.8162423223821,11.807897064959,11.8126100320225,1.01151397707474,0.989011679069507,"costly activation","XM_022466418.1","LOC111123813","crg:105328272","GO:0003674",1038
"71"," cell death-inducing p53-target protein 1-like","rna-XM_069267776.1",11.8754004425718,12.0094641276328,12.2793666472293,12.1955541383052,1.01128919279054,0.982087549410547,"costly activation","XM_022457411.1","LOC111118102","crg:105340322","",161
"72"," cell death-inducing p53-target protein 1-like","rna-XM_069267777.1",11.8491650992972,12.0470373066604,12.354071428116,12.149441255798,1.01669925312923,0.967283307072969,"costly activation","XM_022457411.1","LOC111118102","crg:105340322","",161
"73"," cell division control protein 42-like","rna-XM_069261102.1",11.8361397599812,11.8961015726666,11.888457851232,11.9017268018325,1.00506599397281,0.996070035625582,"costly activation","XM_022479284.1","LOC111131657","crg:105337849","GO:0003924;GO:0005622;GO:0007165;GO:0043167",202
"74"," cell division cycle protein 123 homolog","rna-XM_069285358.1",11.6153502325839,11.733689845654,11.8035192732728,11.7381460972332,1.01018820876689,0.984431953878765,"costly activation","XM_022441220.1","LOC111106508","crg:105342379","",344
"75"," centrosomal protein of 55 kDa-like","rna-XM_069283843.1",12.2630237164051,12.3322059016115,12.372784277795,12.3406303434454,1.00564152747367,0.991805936531293,"costly activation","XM_022485072.1","LOC111135213","crg:105319637","GO:0000278;GO:0003674;GO:0007165;GO:0051301",609
"76"," centrosomal protein of 70 kDa-like","rna-XM_069264606.1",11.5268803084674,11.6065511118007,11.6822599697887,11.723403016337,1.00691174031493,0.99663336863267,"costly activation","XM_022486166.1","LOC111135793","crg:105341395","GO:0005815;GO:0007010;GO:0008092;GO:0022607;GO:0032991",642
"77"," ceramide glucosyltransferase-like","rna-XM_069279762.1",12.4768071405941,12.5253684403595,12.517662201643,12.5253989375016,1.00389212554288,0.99673863366116,"costly activation","XM_022484998.1","LOC111135173","crg:105332650","GO:0016757",413
"78"," chaperone protein DnaJ-like","rna-XM_069279796.1",11.184975948391,11.3324616974572,11.3887738085601,11.2591747596809,1.01318605866895,0.97575410545108,"costly activation","XM_022487374.1","LOC111136491","crg:105323738;crg:105343774","",151
"79"," chondroitin sulfate N-acetylgalactosaminyltransferase 1-like","rna-XM_069268805.1",11.3345558673904,11.5447759953329,11.2379313299436,11.4015823137265,1.01854683415936,0.996088095488986,"costly activation","XM_022462936.1","LOC111121591","crg:105325571","GO:0005794;GO:0016757",507
"80"," coadhesin-like","rna-XM_069245472.1",11.2335286224133,11.3594524795994,11.3402359671179,11.4141701299677,1.0112096440414,0.995361978314791,"costly activation","XM_022440100.1","LOC111105725","crg:105335454","",481
"81"," coiled-coil domain-containing protein 83-like","rna-XM_069273061.1",11.1842755447966,11.5487442895902,11.3217476690469,11.6382989112793,1.0325876042068,0.995518026609655,"costly activation","XM_022435537.1","LOC111102688","crg:105318754","",432
"82"," cold shock domain-containing protein E1-like","rna-XM_069268889.1",13.0029745527409,13.1160996008731,13.0004365796806,13.1038766653552,1.0086999361318,0.999263136987611,"costly activation","XM_022435847.1","LOC111102906","crg:105320075","GO:0003674",810
"83"," complement C1q-like protein 4","rna-XM_069281245.1",11.0699442854019,11.2857453890093,11.2916479564637,11.2278778511875,1.01949432608184,0.97533887948642,"costly activation","XM_022450483.1","LOC111112735","crg:105321726","GO:0003674",195
"84"," core-binding factor subunit beta-like","rna-XM_069256539.1",11.4212913176822,11.6686848519951,11.5029775198647,11.6293210349195,1.02166073234906,0.989549188688048,"costly activation","XM_022487571.1","LOC111136602","crg:105329409","GO:0003674;GO:0005634;GO:0009058;GO:0032991;GO:0034641",256
"85"," corticotropin-releasing factor-binding protein-like","rna-XM_069246589.1",11.5520756630163,11.7266531648926,11.6200048342605,11.7453659634767,1.01511221939406,0.995740539243098,"costly activation","XM_022453611.1","LOC111115042","crg:105323168","GO:0003674",311
"86"," CREB-regulated transcription coactivator 1-like","rna-XM_069282456.1",11.228404423809,11.5909504069562,11.3422018183546,11.4181175718721,1.03228829043407,0.975205493117659,"costly activation","XM_022473969.1","LOC111128383","crg:105334573","GO:0005634;GO:0005737;GO:0009058;GO:0034641",360
"87"," CTD small phosphatase-like protein 2","rna-XM_069246754.1",12.3280061039919,12.4348010537408,12.3889192008034,12.4738307811622,1.00866279176438,0.998206577051566,"costly activation","XM_022452780.1","LOC111114471","crg:105331764","GO:0016791",469
"88"," cyclin-dependent kinase-like 5","rna-XM_069273734.1",11.8186361458774,11.9209795884805,11.9353501594467,11.9559025165075,1.00865949686071,0.993122036374958,"costly activation","XM_022468930.1","LOC111125306","crg:105331325","GO:0006464;GO:0016301;GO:0043167",1061
"89"," cysteine and histidine-rich protein 1-like","rna-XM_069255919.1",12.3340447932798,12.6294745656281,12.32189926928,12.5689809654284,1.02395238360974,0.996191090058952,"costly activation","XM_022485085.1","LOC111135221","crg:105336022","GO:0003674",345
"90"," cytochrome b5-like","rna-XM_069258083.1",11.4120647318374,11.5807453423046,11.5246489133848,11.6253027217683,1.01478090200423,0.99404096315867,"costly activation","XM_022478207.1","LOC111130921","crg:105334553","GO:0003674",107
"91"," cytochrome c oxidase assembly protein ctaG-like","rna-XM_069266623.1",11.2980272234852,11.3967765384822,11.5234086408927,11.4735168709652,1.0087404033504,0.987043242213936,"costly activation","XM_022459401.1","LOC111119332","crg:105335080","GO:0043167",277
"92"," D-aspartate oxidase-like","rna-XM_069258308.1",11.1999756819672,11.2765724031993,11.2764228141881,11.3047613038751,1.00683900781637,0.9957034507344,"costly activation","XM_022486939.1","LOC111136234","crg:105324179","GO:0006520;GO:0016491;GO:0043167",363
"93"," DAZ-associated protein 1-like","rna-XM_069282686.1",11.595133152803,11.9942091719671,11.7868957291225,12.1487584046527,1.03441754518081,0.996406554606924,"costly activation","XM_022474513.1","LOC111128721","crg:105326545","GO:0003674",550
"94"," DAZ-associated protein 2-like","rna-XM_069264074.1",12.2745721264389,12.3147851628821,12.3117555787922,12.31674088167,1.00327612531247,0.997138172570312,"costly activation","XM_022434982.1","LOC111102276","crg:105338353","",153
"95"," deleted in malignant brain tumors 1 protein-like","rna-XM_069256266.1",11.4315333679572,11.7460174709911,11.5335761644441,11.7364861016973,1.02751022919773,0.990348268882929,"costly activation","XM_022470230.1","LOC111125945","crg:105332379","GO:0003674;GO:0005575;GO:0007165",2581
"96"," deleted in malignant brain tumors 1 protein-like","rna-XM_069273424.1",11.4475083612328,11.6282460363135,11.7065443535662,11.6225105972313,1.01578838550516,0.977390229125917,"costly activation","XM_022465419.1","LOC111123228","crg:105333168","",460
"97"," derlin-2-like","rna-XM_069279862.1",11.696267830194,11.7776063208407,11.6748055636893,11.7168180117151,1.00695422606831,0.996667505402039,"costly activation","XM_022481225.1","LOC111133126","crg:105333927","",249
"98"," dihydroxyacetone phosphate acyltransferase-like","rna-XM_069260648.1",11.7142337860107,11.808196374492,11.6603226191595,11.662668724449,1.008021232135,0.992242199135569,"costly activation","XM_022478089.1","LOC111130842","crg:105348074","GO:0006629;GO:0016746",693
"99"," dipeptidyl peptidase 1-like","rna-XM_069285769.1",11.9742942220903,12.0698330804651,12.035640156731,11.9381101569638,1.00797866300951,0.984045202265295,"costly activation","XM_022442212.1","LOC111107171","crg:105339566","GO:0008233",449
"100"," DNA-binding protein inhibitor ID-2-A-like","rna-XM_069269848.1",12.5097955593053,12.7016635285192,12.5451583232418,12.7299311483454,1.01533741844976,0.999400394390896,"costly activation","XM_022463025.1","LOC111121660","crg:105344816","GO:0003674;GO:0005634;GO:0005737;GO:0009058;GO:0034641",152
"101"," DNA-binding protein RFX2-like","rna-XM_069271613.1",11.3138610120134,11.5990282928888,11.5445091829517,11.676001348175,1.02520512498542,0.986524543394447,"costly activation","XM_022459991.1","LOC111119625","crg:105334783","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641",1000
"102"," DNA-directed RNA polymerase II subunit RPB4-like","rna-XM_069277439.1",11.6109770063839,11.639100198203,11.5728308137906,11.5919650684249,1.00242212105007,0.999233113643872,"costly activation","XM_022480598.1","LOC111132777","crg:105317502","GO:0003674;GO:0005622;GO:0009058;GO:0032991;GO:0034641",149
"103"," DNA-directed RNA polymerase II subunit RPB9-like","rna-XM_069261647.1",11.615498389663,11.6713086723953,11.6601590699018,11.6747332476797,1.00480481171449,0.996462099662266,"costly activation","XM_022475058.1","LOC111129014","crg:105329337","GO:0009058;GO:0034641;GO:0043167",127
"104"," dnaJ homolog subfamily B member 4-like","rna-XM_069270546.1",11.9752836532936,12.0378865182045,11.9755089261982,11.9929805733824,1.00522767282374,0.996250874576702,"costly activation","XM_022463270.1","LOC111121832","crg:105323151","GO:0006457;GO:0051082",355
"105"," dnaJ homolog subfamily C member 9-like","rna-XM_069264281.1",11.6085005163419,11.7054166835178,11.726682962713,11.7017906008656,1.0083487240268,0.989615264018235,"costly activation","XM_022460038.1","LOC111119641","crg:105318854","",255
"106"," docking protein 5-like","rna-XM_069257035.1",11.1813520410536,11.2794418593113,11.3065555662409,11.3416639730756,1.00877262587722,0.994381797757103,"costly activation","XM_022482129.1","LOC111133606","crg:105338816","",265
"107"," dual specificity protein phosphatase 1-like","rna-XM_069283407.1",11.3137493492071,11.4176610995156,11.3525391421065,11.3495647325312,1.00918455474849,0.990639414160648,"costly activation","XM_022479954.1","LOC111132183","crg:105344429","GO:0006464;GO:0006520;GO:0016791",378
