"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"40"," guanine nucleotide-binding protein G(i) subunit alpha","evm.model.Contig448.12",10.7985750442938,10.8788243189698,10.758946069137,10.895083068018,1.00743146890649,1.00518338773636,"activated","XM_022444473.1","LOC111108521","crg:105342518","GO:0003924;GO:0007165;GO:0043167",357
"41"," heat shock protein 70 B2-like","evm.model.Contig134.84",14.8177041241058,14.8847500731251,14.767745052058,14.8546701566938,1.00452471911018,1.00135529464139,"activated","XM_022444014.1","LOC111108251","crg:105334234;crg:105348304;crg:105334510;crg:105348305","",631
"42"," hemicentin-2-like","evm.model.Contig1690.1",10.1275471960794,10.3756616240505,9.9682723059779,10.3074666344594,1.02449896536322,1.00930057411608,"activated","XM_022437243.1","LOC111103779","crg:105340716","GO:0043167",638
"43"," histone H1-delta-like","evm.model.Contig728.4",11.1415841147867,11.1738905905046,11.2521966812765,11.297849783876,1.00289963037437,1.00115428397005,"activated","XM_022479259.1","LOC111131637","crg:105323921","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003",192
"44"," jupiter microtubule associated homolog 1-like","evm.model.Contig722.29",11.3018685152561,11.4044984608156,11.2081516898484,11.4213729122845,1.00908079450941,1.00985349105416,"activated","XM_022467499.1","LOC111124552","crg:105327752","",249
"45"," laccase-2-like","evm.model.Contig344.23",10.081232682628,10.3981455166096,10.5010997165698,10.8388258820776,1.03143592097895,1.00070300766036,"activated","XM_022444387.1","LOC111108474","crg:105322367;crg:105322366","GO:0016491;GO:0043167",708
"46"," leucine-rich repeat-containing protein 71-like","evm.model.Contig980.5",11.4151841485182,11.4866693697464,11.2643543456483,11.4056258567685,1.00626229242543,1.00624009574491,"activated","XM_022450145.1","LOC111112588","crg:105336913","GO:0003674",629
"47"," leucine-rich repeat and coiled-coil domain-containing protein 1-like","evm.model.Contig58.152",10.1860027797714,10.2108625260201,10.1632294557293,10.2266366772519,1.00244057917382,1.00378905849813,"activated","XM_022484017.1","LOC111134709","crg:105326087","GO:0003674",1020
"48"," leukotriene A-4 hydrolase-like","evm.model.Contig227.69",10.6643732730442,10.7748245587106,10.571888940198,10.8332059773552,1.01035703485226,1.01421385451791,"activated","XM_022441433.1","LOC111106667","crg:105339965","GO:0008233;GO:0043167",613
"49"," lisH domain-containing protein FOPNL-like","evm.model.Contig247.81",10.2852665183031,10.3316716334359,10.2505464499359,10.3326652412686,1.00451180482783,1.00348363997423,"activated","XM_022458060.1","LOC111118542","crg:105325580","GO:0003674;GO:0005815;GO:0007010",154
"50"," methionine aminopeptidase 2-like","evm.model.Contig106.107",11.0406720700849,11.1309133682806,10.9724743558725,11.1526483155366,1.00817353306237,1.0081801467485,"activated","XM_022447202.1","LOC111110628","crg:105318593","GO:0008233",466
"51"," methyltransferase-like 26","evm.model.Contig348.44",9.96191044472532,10.0797797611359,9.92138945051712,10.0769617317697,1.01183199919981,1.00380349123994,"activated","XM_022462261.1","LOC111121128","crg:105333919","",205
"52"," MICOS complex subunit MIC60-like","evm.model.Contig1525.27",11.1197483629435,11.2575211732838,11.1114577539032,11.4161463564716,1.01238992159206,1.01484724100717,"activated","XM_022481146.1","LOC111133070","crg:105323085","",692
"53"," peroxisomal membrane protein PMP34-like","evm.model.Contig1252.5",10.1724785089345,10.2522806905427,10.1080560191908,10.1898413934851,1.00784491031739,1.00024428145236,"activated","XM_022462977.1","LOC111121623","crg:105324552","GO:0022857",322
"54"," phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like","evm.model.Contig362.66",9.68452047178139,9.84238833453511,9.61038347577438,9.8056019735476,1.01630105106533,1.00394788337248,"activated","XM_022469649.1","LOC111125643","crg:105326124","GO:0006464;GO:0006520;GO:0016791",550
"55"," phosphatidylinositol 4-kinase type 2-alpha-like","evm.model.Contig1110.10",9.71444460481225,9.88191245225654,9.61324101452001,9.88002641528833,1.01723905526841,1.01033465359563,"activated","XM_022483670.1","LOC111134544","crg:105322651","GO:0016301",432
"56"," phosphoenolpyruvate phosphomutase","evm.model.Contig176.84",9.85631782697413,9.94589646248844,9.86769492611751,10.028279364473,1.0090884483523,1.00712059038592,"activated","XM_022430592.1","LOC111099182","crg:105327128","GO:0016853",326
"57"," piRNA biogenesis protein EXD1-like","evm.model.Contig421.12",9.92446428440967,9.99664041494025,9.89597285641095,10.0049281676315,1.00727254675539,1.00371053390381,"activated","XM_022479132.1","LOC111131539","crg:105343817","GO:0004518",251
"58"," pre-mRNA 3'-end-processing factor FIP1-like","evm.model.Contig519.25",10.926934738238,10.9651850646199,10.9448638986834,11.1186080612123,1.0035005541168,1.01233077408386,"activated","XM_022464900.1","LOC111122880","crg:105318324","GO:0005654;GO:0006397;GO:0032991",479
"59"," protein Red-like","evm.model.Contig471.54",11.0631055437966,11.1057955061641,11.0908768949177,11.2331445214775,1.00385876842614,1.00893420274353,"activated","XM_022471276.1","LOC111126553","crg:105331327","GO:0005634;GO:0007059;GO:0051276;GO:0140014",600
"60"," putative gamma-glutamyltransferase YwrD","evm.model.Contig118.125",10.2002662622306,10.2394279255566,10.2097079424358,10.2742489502564,1.00383927853639,1.00247276105498,"activated","XM_022463930.1","LOC111122278","crg:105331781","GO:0006790;GO:0008233;GO:0009056;GO:0034641;GO:0051186",561
"61"," putative peptidyl-prolyl cis-trans isomerase dodo","evm.model.Contig505.19",10.0124090358692,10.0335513944164,10.0144665661031,10.0582553839964,1.00211161554342,1.00225617648125,"activated","XM_022465296.1","LOC111123149","crg:105339815","GO:0016853",153
"62"," pyridoxal kinase-like","evm.model.Contig0.75",9.77124159598827,9.87214254420006,9.77428244521056,9.93108595959054,1.01032631802423,1.00565771647062,"activated","XM_022440017.1","LOC111105636","crg:105338409","GO:0009058;GO:0016301;GO:0034641;GO:0044281;GO:0051186",301
"63"," RNA-binding motif protein, X-linked 2-like","evm.model.Contig1248.32",10.1037982211694,10.1545149932241,10.0901971427938,10.1700380014489,1.00501957491079,1.00287869071864,"activated","XM_022487241.1","LOC111136408","crg:105339380","GO:0003674",350
"64"," S-adenosylmethionine decarboxylase proenzyme-like","evm.model.Contig1253.12",9.91319215352214,9.95659207319209,9.88354498149493,9.95435051143062,1.00437799641103,1.00277384087289,"activated","XM_022436731.1","LOC111103445","crg:105326929","GO:0006520;GO:0009058;GO:0016829;GO:0034641",336
"65"," spermatogenesis-associated protein 6-like","evm.model.Contig420.26",11.2267147344138,11.2854458764663,11.208612928116,11.3668282473732,1.0052313738651,1.00883790455201,"activated","XM_022463255.1","LOC111121822","crg:105341244","",511
"66"," src substrate cortactin-like","evm.model.Contig1541.15",10.7557529531697,10.8892213211185,10.6685655538699,10.8925549063501,1.01240902134235,1.00848100192764,"activated","XM_022437694.1","LOC111104007","crg:105335494","GO:0016491",832
"67"," SWI/SNF complex subunit SMARCC2-like","evm.model.Contig231.49",10.7671013509089,10.8950842538879,10.7794264598904,11.0198659813807,1.01188647703853,1.01029654285309,"activated","XM_022488366.1","LOC111137104","crg:105323254","GO:0000228;GO:0003677;GO:0032991;GO:0051276",1072
"68"," testis-expressed protein 9-like","evm.model.Contig424.29",10.2866157259758,10.2928118225104,10.2762225789938,10.3453245584065,1.00060234548463,1.00611842246766,"activated","XM_022456256.1","LOC111117177","crg:105328125","",420
"69"," tetratricopeptide repeat protein 30A-like","evm.model.Contig108.60",10.671991497931,10.6824404690923,10.5864687773646,10.6828455006052,1.00097910227564,1.00811671556465,"activated","XM_022461792.1","LOC111120813","crg:105318631","GO:0003674",663
"70"," THO complex subunit 5 homolog","evm.model.Contig2056.1",9.96512127997517,9.99754303450596,9.94244176275019,10.0315780648505,1.003253523326,1.00569318626768,"activated","XM_022485719.1","LOC111135555","crg:105332689;crg:105347490","",695
"71"," transcriptional regulator ATRX-like","evm.model.Contig229.121",11.7554254850175,12.0560929822406,11.7043701935112,12.0041476542474,1.02557691319692,1.0000346392503,"activated","XM_022468361.1","LOC111124987","crg:105339136","GO:0043167",2021
"72"," tryptophan--tRNA ligase, mitochondrial-like","evm.model.Contig222.61",10.1154632847217,10.1529663190569,10.1697754479419,10.2133066008495,1.00370749547298,1.00057083203317,"activated","XM_022433961.1","LOC111101460","crg:105320800","GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167",366
"73"," tubulin beta chain-like","evm.model.Contig449.60",15.465775603263,15.6665184254188,15.3378624505323,15.7099177904642,1.01297980956826,1.01113299984742,"activated","XM_022466303.1","LOC111123746","crg:105338583;crg:105343071","GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167",445
"74"," tubulin polyglutamylase complex subunit 2-like","evm.model.Contig467.55.1",10.310822406041,10.3517001546105,10.2670109588881,10.3261226102337,1.00396454782749,1.00178580755552,"activated","XM_022448751.1","LOC111111651","crg:105330398","GO:0006464",290
"75"," ubiquitin-conjugating enzyme E2-22 kDa-like","evm.model.Contig362.103",10.7824649801764,10.8375758245848,10.7676091247605,10.8441769266015,1.00511115450035,1.00198961436117,"activated","XM_022466311.1","LOC111123751","crg:105329848","GO:0003674",199
"76"," uncharacterized","evm.model.Contig118.120_evm.model.Contig118.121",11.0475989246429,11.1870285374104,11.0425416222222,11.1997261985669,1.0126208069028,1.00159353768232,"activated","XM_022444752.1","LOC111108715","crg:105328791;crg:105328792","GO:0006464;GO:0016301;GO:0043167",994
"77"," uncharacterized","evm.model.Contig172.104",9.83033646416243,9.83300383323292,9.81664076339705,9.85053483585269,1.00027134056705,1.00318051241314,"activated","XM_022462148.1","LOC111121047","crg:105328200","GO:0009058;GO:0016829;GO:0034641;GO:0051186",764
"78"," uncharacterized","evm.model.Contig277.56",9.90093427588615,9.91125330283073,9.60782840907246,10.0157659100902,1.00104222759762,1.04137351799305,"activated","XM_022435823.1","LOC111102889","crg:105339624","",585
"79"," uncharacterized","evm.model.Contig417.8",9.83168131895972,9.9465956282858,9.81647114816535,10.0391805561185,1.01168816457715,1.01087207931822,"activated","XM_022445404.1","LOC111109321","crg:105337124","GO:0003674;GO:0006464",415
"80"," uncharacterized","evm.model.Contig52.110.1",10.6574847215036,10.6758022889658,10.5681232427624,10.7216901426903,1.00171875146349,1.01279040704485,"activated","XM_022462771.1","LOC111121472","crg:105317056;crg:105317055","GO:0003674",2593
"81",NA,"evm.model.Contig0.77",10.5481897198763,10.5496203566052,10.6019803545065,10.7443982040102,1.00013562864974,1.01329570459362,"activated",NA,NA,NA,NA,NA
"82",NA,"evm.model.Contig127.57",9.80166807583103,9.85808732479736,9.74112352727331,9.86925278319558,1.0057560864671,1.00735501456624,"activated",NA,NA,NA,NA,NA
"83",NA,"evm.model.Contig133.11",10.0389560878832,10.1029416278488,10.0302881537281,10.1231505109833,1.00637372445954,1.00286620152579,"activated",NA,NA,NA,NA,NA
"84",NA,"evm.model.Contig176.116",11.0806691673994,11.2525227152866,11.0392724457741,11.3037707092958,1.01550931133228,1.00832138475193,"activated",NA,NA,NA,NA,NA
"85",NA,"evm.model.Contig247.17",9.79746769347522,9.97984150101105,9.71808145001223,9.94796690734736,1.01861438212828,1.00494893290889,"activated",NA,NA,NA,NA,NA
"86",NA,"evm.model.Contig6.72",9.97490270620154,9.9896348518902,9.95143147029923,10.0025125028894,1.0014769212415,1.00365072058047,"activated",NA,NA,NA,NA,NA
"87",NA,"evm.model.Contig786.50",9.82022492396506,10.0337406043736,9.78943112237908,10.1561073196772,1.02174244297476,1.01537950260798,"activated",NA,NA,NA,NA,NA
