"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"11"," 5-demethoxyubiquinone hydroxylase, mitochondrial-like","rna-XM_069269205.1",11.541941853529,11.6128518038346,11.5622110688881,11.6061106984333,1.00614367592607,0.997667473952825,"costly activation","XM_022462396.1","LOC111121226","crg:105319133","GO:0009058;GO:0044281;GO:0051186",195
"12"," 5-hydroxyisourate hydrolase-like","rna-XM_069274005.1",11.4531160403704,11.495530311319,11.5017031943074,11.4185380480592,1.00370329531274,0.989106366074749,"costly activation","XM_022468113.1","LOC111124868","crg:105338742","GO:0016810;GO:0034641;GO:0044281",159
"13"," 5-hydroxytryptamine receptor 4-like","rna-XM_069279306.1",11.3789303389435,11.4898642513673,11.4861649351908,11.5311582147189,1.00974906332312,0.994224414861393,"costly activation","XM_022433842.1","LOC111101373","crg:105328996","GO:0003674;GO:0005575;GO:0007165",303
"14"," 5-hydroxytryptamine receptor 4-like","rna-XM_069283945.1",11.2724032597239,11.349273340279,11.2329005929263,11.2354565972519,1.00681931605744,0.993452877085772,"costly activation","XM_022485359.1","LOC111135363","crg:105330597","GO:0003674;GO:0005886;GO:0007165;GO:0007267",379
"15"," 60 kDa SS-A/Ro ribonucleoprotein-like","rna-XM_069286498.1",12.3796983619302,12.501937952696,12.459224869987,12.4945438804605,1.0098741978352,0.993029399136943,"costly activation","XM_022459905.1","LOC111119592","crg:105348950","GO:0003723",577
"16"," 60S acidic ribosomal protein P1-like","rna-XM_069249524.1",13.870433236413,14.0245474743482,13.8847007045293,14.0180455640011,1.0111109894917,0.998509299543939,"costly activation","XM_022453199.1","LOC111114718","crg:105329912","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113
"17"," 60S ribosomal protein L15-like","rna-XM_069275893.1",13.0094110403383,13.1909657472871,13.1635802743826,13.3332026572378,1.01395564383244,0.998944815112733,"costly activation","XM_022480126.1","LOC111132297","crg:105319021","GO:0003735;GO:0005840;GO:0006412;GO:0042254",204
"18"," 60S ribosomal protein L34-like","rna-XM_069268119.1",13.1767209638726,13.3863143621759,13.2176301994627,13.4211560249018,1.01590633958767,0.999499675905455,"costly activation","XM_022458872.1","LOC111119059","crg:105319282","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113
"19"," 60S ribosomal protein L44-like","rna-XM_069274837.1",13.1821326374124,13.2583157038329,13.1578299065693,13.2138775550705,1.00577926717292,0.998489106955438,"costly activation","XM_022439983.1","LOC111105616","crg:105348141","GO:0003735;GO:0005840;GO:0006412;GO:0042254",106
"20"," adhesion G-protein coupled receptor G6-like","rna-XM_069252695.1",11.7257610042643,11.8732313290648,11.75081650891,11.8383993665459,1.01257661014469,0.994940365200342,"costly activation","XM_022471263.1","LOC111126548","crg:105336561","GO:0003674;GO:0005575;GO:0007165",1327
"21"," adipocyte plasma membrane-associated protein-like","rna-XM_069262077.1",11.4170331186442,11.5549386392679,11.5371946676199,11.5049697077186,1.01207892796583,0.98530543015298,"costly activation","XM_022475614.1","LOC111129320","crg:105326291","GO:0006629;GO:0009058;GO:0016829;GO:0034641",415
"22"," ADP-ribosylation factor-like protein 8A","rna-XM_069285768.1",12.232953466171,12.2699994685231,12.2761951720482,12.2934286671704,1.00302837760762,0.99838034136883,"costly activation","XM_022444018.1","LOC111108255","crg:105336396","GO:0043167",185
"23"," ADP-ribosylation factor-related protein 1-like","rna-XM_069271838.1",11.663551075811,11.697546932749,11.6691773713498,11.7023748171229,1.0029147089696,0.999930377084798,"costly activation","XM_022457952.1","LOC111118459","crg:105348051","GO:0043167",202
"24"," alcohol dehydrogenase-like","rna-XM_069276734.1",11.7227113000357,12.3344894656062,11.9077697571771,12.3828988566548,1.05218742916314,0.988322740058081,"costly activation","XM_022450524.1","LOC111112758","crg:105347952","GO:0016491",347
"25"," alcohol dehydrogenase-like","rna-XM_069276735.1",12.8786542156555,13.3977236085777,13.0048564769796,13.4255695255093,1.04030462998931,0.992353996231233,"costly activation","XM_022450524.1","LOC111112758","crg:105347952","GO:0016491",347
"26"," alpha-(1,3)-fucosyltransferase 9-like","rna-XM_069250655.1",11.2739553733058,11.4543414156925,11.4937348503329,11.4583167070641,1.01600024449394,0.981218742869775,"costly activation","XM_022439479.1","LOC111105280","crg:109619336","GO:0005575;GO:0006464;GO:0009058;GO:0016757",390
"27"," alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C-like","rna-XM_069275788.1",11.243066114113,11.6032249310818,11.418160470412,11.5944360035336,1.03203386098715,0.983919434306868,"costly activation","XM_022489837.1","LOC111138032","crg:105342679","",498
"28"," alpha-1A adrenergic receptor-like","rna-XM_069260840.1",11.1535327028189,11.587239343103,11.4412541787065,11.2447505497454,1.03888513638145,0.946038169044565,"costly activation","XM_022478941.1","LOC111131422","crg:105318459","GO:0003674;GO:0005575;GO:0007165",380
"29"," alpha-crystallin A chain-like","rna-XM_069276414.1",11.5114909500077,11.5962172776378,11.57207924126,11.6168608413275,1.00736015239017,0.996535146677433,"costly activation","XM_022441907.1","LOC111106983","crg:105343274","",206
"30"," amyloid beta A4 protein-like","rna-XM_069265357.1",12.2667992691875,12.3220374367153,12.3186766818248,12.3240299450376,1.00450306280519,0.995949740562912,"costly activation","XM_022487208.1","LOC111136389","crg:105342828","GO:0030234",300
"31"," anamorsin homolog","rna-XM_069257809.1",11.4609439808774,11.6612829593254,11.5732641002262,11.7228185412979,1.01748014638081,0.995520562877004,"costly activation","XM_022485722.1","LOC111135561","crg:105332874","GO:0003674;GO:0005737;GO:0006790;GO:0022607",307
"32"," anaphase-promoting complex subunit 13-like","rna-XM_069259586.1",11.6012148371455,11.6568510361411,11.7020735710737,11.7135368680874,1.00479572180816,0.996202087288168,"costly activation","XM_022464279.1","LOC111122503","crg:109618956","GO:0005634;GO:0032991",101
"33"," angio-associated migratory cell protein-like","rna-XM_069251695.1",11.4567979943329,11.5813575663694,11.4889231026982,11.5160114573201,1.01087211034865,0.991577242927012,"costly activation","XM_022464766.1","LOC111122807","crg:105329826","GO:0003674",405
"34"," angiomotin-like","rna-XM_069248719.1",11.2917434711886,11.5636202563295,11.4777663578843,11.6635705803442,1.02407748509649,0.992296189783974,"costly activation","XM_022485196.1","LOC111135275","crg:105333766","",733
"35"," angiopoietin-related protein 2-like","rna-XM_069267002.1",11.4327865800891,11.5535103903851,11.4835041128486,11.5514407321665,1.01055943880787,0.995405098967233,"costly activation","XM_022440546.1","LOC111106031","crg:105317261","",239
"36"," ankyrin-3-like","rna-XM_069266003.1",11.2755878234824,11.5078594089564,11.2681618795993,11.3305221685783,1.02059951011958,0.985238766500217,"costly activation","XM_022481987.1","LOC111133522","crg:105340761","GO:0003674",526
"37"," ankyrin repeat and protein kinase domain-containing protein 1-like","rna-XM_069245113.1",12.0327175726821,12.3096548432892,12.3123028622743,12.3942266109525,1.02301535533717,0.984006551573265,"costly activation","XM_022441029.1","LOC111106377","crg:105326883","GO:0003674",230
"38"," annexin B9-like","rna-XM_069272050.1",12.4870409457779,12.7012706627362,12.5674656233401,12.7765168570855,1.01715616356898,0.999486957396793,"costly activation","XM_022462159.1","LOC111121056","crg:105338532","GO:0008289;GO:0043167",313
"39"," AP-4 complex accessory subunit Tepsin-like","rna-XM_069266778.1",11.233588015505,11.2982554993873,11.2531358509394,11.2823472274508,1.00575661879295,0.996857315672397,"costly activation","XM_022461527.1","LOC111120652","crg:105347775","",409
"40"," AP-4 complex subunit epsilon-1-like","rna-XM_069245744.1",11.5813102217591,11.6217042301475,11.57898953612,11.6161547832429,1.00348786170259,0.999722819264363,"costly activation","XM_022452756.1","LOC111114456","crg:105329029","GO:0005737;GO:0016192;GO:0032991",963
"41"," AP-4 complex subunit sigma-1-like","rna-XM_069260058.1",11.3661224861642,11.4140862192669,11.3434145450613,11.3894711457186,1.00421988529167,0.999840991780671,"costly activation","XM_022474615.1","LOC111128770","crg:105340100","GO:0005737;GO:0016192;GO:0032991",139
"42"," apoptogenic protein 1, mitochondrial-like","rna-XM_069260666.1",11.4514124485352,11.4626201857353,11.4679639781812,11.4599064233489,1.00097872094386,0.998320308761869,"costly activation","XM_022455409.1","LOC111116418","crg:105322061","GO:0007165;GO:0008219",180
"43"," apoptosis regulatory protein Siva-like","rna-XM_069262232.1",11.572187645291,11.621208864291,11.6032113984293,11.6359096219155,1.0042361237566,0.998587890326975,"costly activation","XM_022473289.1","LOC111127960","crg:105340131","",190
"44"," arginase, hepatic-like","rna-XM_069262421.1",13.0722937447329,13.692742620325,13.5730668437219,13.8234205897427,1.04746289271859,0.972296869546542,"costly activation","XM_022478277.1","LOC111130969","crg:105339545","GO:0006520;GO:0009056;GO:0016810;GO:0043167",381
"45"," arylsulfatase B-like","rna-XM_069263385.1",11.5082378094385,11.5719781849588,11.5975561341508,11.4891424662122,1.00553867382442,0.985195349037989,"costly activation","XM_022464850.1","LOC111122842","crg:105345766","GO:0003674",498
"46"," ATP-dependent zinc metalloprotease FtsH-like","rna-XM_069265622.1",11.9533833622164,11.9569835189728,12.0218550118185,11.9960191650863,1.00030118307489,0.99755048145269,"costly activation","XM_022456373.1","LOC111117309","crg:105335008","GO:0005575;GO:0008233;GO:0043167",710
"47"," ATP synthase mitochondrial F1 complex assembly factor 2-like","rna-XM_069269541.1",11.4851357660406,11.5162550770228,11.488272511653,11.5043701958446,1.00270952922248,0.998695233651514,"costly activation","XM_022463007.1","LOC111121651","crg:105345924","GO:0065003",283
"48"," autophagy protein 5-like","rna-XM_069267657.1",11.6477108749797,11.705155375106,11.6387528398417,11.6196818359036,1.00493182744171,0.993461839672274,"costly activation","XM_022435793.1","LOC111102871","crg:105334768","GO:0005737;GO:0006914",272
"49"," B-box type zinc finger protein ncl-1-like","rna-XM_069274344.1",12.1999765423718,12.3182310379848,12.3057996426273,12.3770772948246,1.00969301008099,0.996136637490718,"costly activation","XM_022470455.1","LOC111126064","crg:105320609","GO:0005622;GO:0043167",766
"50"," baculoviral IAP repeat-containing protein 2-like","rna-XM_069275216.1",11.9246515150717,12.077443364522,11.9578824079308,12.096005723365,1.01281310814468,0.99875367844542,"costly activation","XM_022435775.1","LOC111102858","crg:105348033","",437
"51"," baculoviral IAP repeat-containing protein 2-like","rna-XM_069279461.1",11.9971411214862,12.160235274005,12.0743232130933,12.1684194740639,1.01359441810906,0.994276477650574,"costly activation","XM_022435775.1","LOC111102858","crg:105348033","",437
"52"," baculoviral IAP repeat-containing protein 3-like","rna-XM_069245131.1",12.1428729477691,12.2880461974652,12.2090894845288,12.1836931076552,1.01195542853166,0.986130269576,"costly activation","XM_022436400.1","LOC111103270","crg:105332528","",386
"53"," baculoviral IAP repeat-containing protein 3-like","rna-XM_069253774.1",11.3370081587105,11.4970100322386,11.4962793009351,11.4184521105947,1.0141132361632,0.979407616947634,"costly activation","XM_022434498.1","LOC111101864","crg:105323879","",588
"54"," baculoviral IAP repeat-containing protein 3-like","rna-XM_069272857.1",11.7684853037742,11.9096745503579,11.8321395226369,11.9396415813769,1.01199723183905,0.997122883222488,"costly activation","XM_022432394.1","LOC111100471","crg:105334814","",858
"55"," baculoviral IAP repeat-containing protein 3-like","rna-XM_069275212.1",11.5145953752722,11.579102872474,11.6252621041472,11.6389670914506,1.00560223742993,0.995601302178543,"costly activation","XM_022434498.1","LOC111101864","crg:105323879","",588
"56"," beclin-1-like","rna-XM_069266143.1",11.532967225835,11.5876514283535,11.5778950944801,11.5864397706211,1.00474155535585,0.996015354434361,"costly activation","XM_022472453.1","LOC111127325","crg:105329824","GO:0006914;GO:0007049;GO:0016192;GO:0051301",442
"57"," beta-1,3-galactosyltransferase 1-like","rna-XM_069259009.1",11.8133174302538,11.909098291787,11.9558928325455,11.9708495655989,1.00810787165406,0.993198268478144,"costly activation","XM_022464515.1","LOC111122660","crg:105319742","GO:0005575;GO:0006464;GO:0009058;GO:0016757",404
"58"," beta-1,3-galactosyltransferase 1-like","rna-XM_069273629.1",11.7594036936497,11.8503127191931,11.8361782285864,11.8780034673749,1.00773075131288,0.995835123984938,"costly activation","XM_022468827.1","LOC111125242","crg:105317388","GO:0005575;GO:0006464;GO:0009058;GO:0016757",404
"59"," beta-1,3-galactosyltransferase 1-like","rna-XM_069273630.1",11.8418521930848,11.9203581770304,11.8898027869154,11.882402043613,1.00662953587543,0.992795780178301,"costly activation","XM_022468827.1","LOC111125242","crg:105317388","GO:0005575;GO:0006464;GO:0009058;GO:0016757",404
"60"," biogenesis of lysosome-related organelles complex 1 subunit 1-like","rna-XM_069254769.1",11.4274910045975,11.5079810806052,11.4689697958529,11.5179755576516,1.00704354752722,0.997248731231203,"costly activation","XM_022451379.1","LOC111113266","crg:105332711","GO:0005829;GO:0032991",119
"61"," biotin--protein ligase-like","rna-XM_069283727.1",11.6045502044388,11.6585985231061,11.615324393026,11.640319522009,1.00465751086558,0.997506014577358,"costly activation","XM_022485513.1","LOC111135439","crg:105332906","GO:0006464;GO:0006790;GO:0016874;GO:0034641;GO:0044281;GO:0051186",856
"62"," BMP and activin membrane-bound inhibitor homolog","rna-XM_069254403.1",11.6813173840553,11.7060791817516,11.6761044685185,11.6876383823841,1.00211977783688,0.998870438667611,"costly activation","XM_022450892.1","LOC111112989","crg:105343871","GO:0007165;GO:0007267",281
"63"," bone morphogenetic protein 2-like","rna-XM_069260340.1",11.8502506050864,11.9280610410291,11.8942145941075,11.9649263137559,1.00656614265265,0.999382960528723,"costly activation","XM_022477988.1","LOC111130759","crg:105333366","GO:0003674;GO:0007165;GO:0008283;GO:0040007",423
"64"," branched-chain-amino-acid aminotransferase, cytosolic-like","rna-XM_069277984.1",11.7495961112215,12.0514395686186,12.2276427712281,12.1014196151122,1.02568968792968,0.964889518392524,"costly activation","XM_022447254.1","LOC111110658","crg:105326858","GO:0003674;GO:0006520;GO:0009056;GO:0009058;GO:0034641;GO:0051186",393
"65"," BTB/POZ domain-containing protein 1-like","rna-XM_069245877.1",11.4272422074676,11.8939586036298,11.6105733060906,11.7723369135335,1.04084243491901,0.974145946831966,"costly activation","XM_022432160.1","LOC111100375","crg:105347258","GO:0003674",454
"66"," BTB/POZ domain-containing protein 10-like","rna-XM_069253307.1",11.8445426357727,11.8935516318583,11.8955021285955,11.9349694402582,1.00413768581807,0.999183527351178,"costly activation","XM_022437408.1","LOC111103855","crg:105320714","GO:0003674",444
"67"," BTB/POZ domain-containing protein 17-like","rna-XM_069267545.1",11.1338237773307,11.2663452662269,11.3118694489901,11.3149773865803,1.0119026034134,0.988508920477932,"costly activation","XM_022458418.1","LOC111118791","crg:105332188","GO:0003674",427
"68"," BTB/POZ domain-containing protein 6-like","rna-XM_069246726.1",11.1904130220754,11.4452010989035,11.3134773775065,11.4322092476763,1.02276842475121,0.987999535138456,"costly activation","XM_022443320.1","LOC111107911","crg:105333878","GO:0003674",514
"69"," calcium-binding protein P-like","rna-XM_069257663.1",11.2121160656679,11.7048656051233,11.4161985197841,11.6113787605816,1.04394795206983,0.974279204755835,"costly activation","XM_022488337.1","LOC111137086","crg:105335015","GO:0005575",347
"70"," calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type-like","rna-XR_011209673.1",11.5624578727297,11.7211929045339,11.6901796706034,11.8330608571033,1.01372848520197,0.99851423802233,"costly activation","XM_022487468.1","LOC111136548","crg:105327139","GO:0005737;GO:0005783;GO:0016887;GO:0022857;GO:0043167",1020
"71"," calcium and integrin-binding protein 1-like","rna-XM_069272180.1",12.0210848969937,12.1273285648734,11.9883463043403,11.8357841423375,1.00883810977046,0.978624933295141,"costly activation","XM_022457443.1","LOC111118127","crg:105331416","GO:0043167",184
"72"," calmodulin-like protein 12","rna-XM_069254789.1",11.6727979327611,11.7177978823362,11.6955133263768,11.7160012215627,1.00385511253037,0.997904738853688,"costly activation","XM_022473715.1","LOC111128214","crg:105319970","GO:0043167",471
"73"," calmodulin-like protein 12","rna-XM_069254837.1",11.6834776375166,11.7333826271018,11.6970768964821,11.7364902599557,1.00427141568064,0.999101925742757,"costly activation","XM_022476255.1","LOC111129799","crg:105328000","GO:0043167",484
"74"," calmodulin-like protein 4","rna-XM_069250026.1",11.8986104302446,12.2108334005677,12.0921962206139,12.2356942866797,1.02624028849028,0.985994224898706,"costly activation","XM_022455030.1","LOC111116046","crg:105325248","GO:0043167",150
"75"," caltractin-like","rna-XM_069254826.1",11.8447674642444,11.9692881160844,11.9037073952667,11.923200282232,1.01051271392334,0.991217165064849,"costly activation","XM_022486564.1","LOC111136013","crg:105341222","GO:0043167",273
"76"," cAMP-regulated D2 protein-like","rna-XM_069256577.1",11.2428362674522,11.390678578475,11.4140541427952,11.3303535525252,1.01314991230912,0.979782825135756,"costly activation","XM_022479419.1","LOC111131748","crg:105324424","",533
"77"," caprin-1-like","rna-XM_069276304.1",11.8967436904911,11.9585916013137,11.9889389274241,11.9165908271324,1.00519872600702,0.988824800035929,"costly activation","XM_022479490.1","LOC111131784","crg:105340513","",611
"78"," carbohydrate sulfotransferase 11-like","rna-XM_069285618.1",11.3924066393678,11.4480603409724,11.399691169865,11.3998536806009,1.00488515757613,0.99515277758309,"costly activation","XM_022440295.1","LOC111105847","crg:105327028","GO:0003674;GO:0005575;GO:0005975;GO:0009058",433
"79"," carbohydrate sulfotransferase 8-like","rna-XM_069254590.1",11.5608017093792,11.5854252486484,11.5592151957471,11.5461354094821,1.00212991623663,0.996745469420551,"costly activation","XM_022442786.1","LOC111107540","crg:105323612","GO:0003674;GO:0005575;GO:0005975;GO:0009058",438
"80"," carbohydrate sulfotransferase 9-like","rna-XM_069249919.1",11.4067658133432,11.7010038111581,11.4611754889135,11.5315873820413,1.02579504152445,0.980842637528076,"costly activation","XM_022478616.1","LOC111131197","crg:105324140","GO:0003674;GO:0005575;GO:0005975;GO:0009058",419
"81"," carbonyl reductase [NADPH] 1-like","rna-XM_069272937.1",11.1946064986756,11.4768835906289,11.5622113626754,11.4619045489077,1.02521545460188,0.966942699791366,"costly activation","XM_022486944.1","LOC111136237","crg:105323458","GO:0016491",286
"82"," carnitine O-palmitoyltransferase 1, liver isoform-like","rna-XM_069261463.1",11.2554912333548,11.4039587260788,11.4322611858351,11.4335716241041,1.01319067197032,0.987094190668086,"costly activation","XM_022474408.1","LOC111128659","crg:105319102","GO:0016746",713
"83"," casein kinase I-like","rna-XM_069267083.1",12.2504808874877,12.3315962763775,12.2411302032235,12.2768222787022,1.00662140446852,0.996318720777423,"costly activation","XM_022460053.1","LOC111119650","crg:105329615","GO:0006464;GO:0016301;GO:0043167",426
"84"," caspase-8-like","rna-XM_069282608.1",11.297536926443,11.5881647607889,11.3911987218787,11.579319211765,1.02572488465744,0.991020655232579,"costly activation","XM_022465665.1","LOC111123372","crg:105340890","GO:0008219;GO:0008233",723
"85"," catalase-like","rna-XM_069245508.1",11.8686080000427,11.9406138193448,11.8819293789681,11.9422937781667,1.00606691360115,0.999019388986851,"costly activation","XM_022483137.1","LOC111134248","crg:105339902","GO:0006520;GO:0006950;GO:0009056;GO:0016491;GO:0034641;GO:0051186",511
"86"," catenin alpha-2-like","rna-XM_069284238.1",12.1223225089776,12.3016146635489,12.2559995442071,12.2988659346428,1.01479024786204,0.988871923355855,"costly activation","XM_022432477.1","LOC111100522","crg:105337238","GO:0005575;GO:0007155;GO:0008092;GO:0048856",916
"87"," catenin delta-2-like","rna-XM_069278072.1",12.1947808049799,12.2520062702013,12.2499217607841,12.2530326018983,1.00469261941945,0.995582060126335,"costly activation","XM_022455574.1","LOC111116519","crg:105321198","GO:0003674;GO:0005575;GO:0007010;GO:0007155;GO:0009790",1321
"88"," cathepsin L1-like","rna-XM_069275566.1",12.7395047921323,13.1720472999784,13.1838864092533,13.500205554208,1.03395285098626,0.990367074603857,"costly activation","XM_022450957.1","LOC111113026","crg:105331753","GO:0008233",331
"89"," cation-dependent mannose-6-phosphate receptor-like","rna-XM_069265883.1",11.2674605558576,11.3248204251714,11.3818232265785,11.3504960255767,1.00509075394845,0.992196582684621,"costly activation","XM_022487817.1","LOC111136731","crg:105318065","GO:0003674;GO:0005768;GO:0005794;GO:0006605;GO:0007034",273
"90"," CCR4-NOT transcription complex subunit 11-like","rna-XM_069276313.1",11.6473485800529,11.7449526067694,11.666855487769,11.7034311868844,1.00837993523123,0.994798660839153,"costly activation","XM_022449333.1","LOC111112029","crg:105337787","GO:0005622;GO:0032991",465
"91"," CCR4-NOT transcription complex subunit 4-like","rna-XM_069275983.1",11.6219448239139,11.7946287982757,11.7849202974106,11.7686131553595,1.01485844038826,0.983995630072939,"costly activation","XM_022486704.1","LOC111136085","crg:105322221","GO:0005622;GO:0006464;GO:0032991;GO:0043167",675
"92"," CD82 antigen-like","rna-XM_069269877.1",11.9162822820891,11.9736432462013,11.9704102647194,11.9753796663548,1.00481366274769,0.995622549284727,"costly activation","XM_022462210.1","LOC111121085","crg:105339179","GO:0005575",290
"93"," cdc42 homolog","rna-XM_069261150.1",11.6059814715914,11.7471881352782,11.6463575379346,11.7245639934089,1.01216671455425,0.994613916385201,"costly activation","XM_022477837.1","LOC111130659","crg:105328474","GO:0003924;GO:0005575;GO:0007165;GO:0043167",189
"94"," cell adhesion molecule-related/down-regulated by oncogenes-like","rna-XM_069259314.1",11.6817390468042,11.8162423223821,11.807897064959,11.8126100320225,1.01151397707474,0.989011679069507,"costly activation","XM_022466418.1","LOC111123813","crg:105328272","GO:0003674",1038
"95"," cell death-inducing p53-target protein 1-like","rna-XM_069267776.1",11.8754004425718,12.0094641276328,12.2793666472293,12.1955541383052,1.01128919279054,0.982087549410547,"costly activation","XM_022457411.1","LOC111118102","crg:105340322","",161
"96"," cell death-inducing p53-target protein 1-like","rna-XM_069267777.1",11.8491650992972,12.0470373066604,12.354071428116,12.149441255798,1.01669925312923,0.967283307072969,"costly activation","XM_022457411.1","LOC111118102","crg:105340322","",161
"97"," cell division control protein 42-like","rna-XM_069261102.1",11.8361397599812,11.8961015726666,11.888457851232,11.9017268018325,1.00506599397281,0.996070035625582,"costly activation","XM_022479284.1","LOC111131657","crg:105337849","GO:0003924;GO:0005622;GO:0007165;GO:0043167",202
"98"," cell division cycle protein 123 homolog","rna-XM_069285358.1",11.6153502325839,11.733689845654,11.8035192732728,11.7381460972332,1.01018820876689,0.984431953878765,"costly activation","XM_022441220.1","LOC111106508","crg:105342379","",344
"99"," centromere-associated protein E-like","rna-XM_069267813.1",11.3849880030851,11.6110000024409,11.6866949378705,11.617004963898,1.01985175560084,0.974687551657288,"costly activation","XM_022456865.1","LOC111117697","crg:105331159","",1367
"100"," centrosomal protein of 55 kDa-like","rna-XM_069283843.1",12.2630237164051,12.3322059016115,12.372784277795,12.3406303434454,1.00564152747367,0.991805936531293,"costly activation","XM_022485072.1","LOC111135213","crg:105319637","GO:0000278;GO:0003674;GO:0007165;GO:0051301",609
"101"," centrosomal protein of 70 kDa-like","rna-XM_069264606.1",11.5268803084674,11.6065511118007,11.6822599697887,11.723403016337,1.00691174031493,0.99663336863267,"costly activation","XM_022486166.1","LOC111135793","crg:105341395","GO:0005815;GO:0007010;GO:0008092;GO:0022607;GO:0032991",642
"102"," centrosomal protein of 83 kDa-like","rna-XM_069285113.1",11.3930221596184,11.449533560439,11.6180753201147,11.6506278414065,1.00496017650355,0.997852362048329,"costly activation","XM_022446077.1","LOC111109832","crg:105327437","GO:0005737;GO:0005815;GO:0016192;GO:0022607",765
"103"," ceramide glucosyltransferase-like","rna-XM_069279762.1",12.4768071405941,12.5253684403595,12.517662201643,12.5253989375016,1.00389212554288,0.99673863366116,"costly activation","XM_022484998.1","LOC111135173","crg:105332650","GO:0016757",413
"104"," chaperone protein DnaJ-like","rna-XM_069279796.1",11.184975948391,11.3324616974572,11.3887738085601,11.2591747596809,1.01318605866895,0.97575410545108,"costly activation","XM_022487374.1","LOC111136491","crg:105323738;crg:105343774","",151
"105"," choline transporter-like protein 1","rna-XM_069272062.1",11.4892483825545,11.6272613075227,11.6898203533615,11.2143807196687,1.0120123545399,0.947941735425925,"costly activation","XM_022461867.1","LOC111120861","crg:105319804","",647
"106"," chondroitin sulfate N-acetylgalactosaminyltransferase 1-like","rna-XM_069268805.1",11.3345558673904,11.5447759953329,11.2379313299436,11.4015823137265,1.01854683415936,0.996088095488986,"costly activation","XM_022462936.1","LOC111121591","crg:105325571","GO:0005794;GO:0016757",507
"107"," cilia- and flagella-associated protein 70-like","rna-XM_069260968.1",11.435522437513,11.6344191298176,11.6805472420392,11.6619141596917,1.01739288199481,0.981336506539241,"costly activation","XM_022475932.1","LOC111129512","crg:105339980","GO:0003674",1194
