"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"30"," calmodulin-like protein 12","evm.model.Contig53.176",10.5345851880758,10.5448049982689,10.5450340691107,10.5990156660428,1.00097011984911,1.00414500764793,"threshold likely","XM_022476255.1","LOC111129799","crg:105328000","GO:0043167",484
"31"," calmodulin-like","evm.model.Contig284.105",10.5007340069545,10.5347705806274,10.4621547539112,10.576906605133,1.00324135185696,1.00770196417745,"threshold likely","XM_022475081.1","LOC111129027","crg:105328005","GO:0043167",289
"32"," calsyntenin-1-like","evm.model.Contig0.191",11.8491450163746,11.8851817213246,11.8249557827249,11.9711864181145,1.00304129157845,1.00929670775806,"threshold likely","XM_022481094.1","LOC111133043","crg:105343475","GO:0005575;GO:0007155;GO:0043167",979
"33"," carbohydrate sulfotransferase 15-like","evm.model.Contig216.43",10.9943804147572,11.1156820308563,10.9727508269368,11.1416609205691,1.01103305611804,1.004312954845,"threshold likely","XM_022460706.1","LOC111120059","crg:105335131","GO:0003674",437
"34"," carbohydrate sulfotransferase 8-like","evm.model.Contig2476.1",10.2450982719817,10.4352614709607,10.1648799013812,10.5492932430876,1.01856138359347,1.01890549893267,"threshold likely","XM_022431634.1","LOC111100046","crg:105322816","GO:0003674;GO:0005575;GO:0005975;GO:0009058",432
"35"," catalase-like","evm.model.Contig1487.9",11.8913352887837,11.9120595271731,11.8100479064075,11.9694241099894,1.00174280161866,1.01173171905282,"threshold likely","XM_022483137.1","LOC111134248","crg:105339902","GO:0006520;GO:0006950;GO:0009056;GO:0016491;GO:0034641;GO:0051186",511
"36"," cathepsin L-like","evm.model.Contig1378.4",11.0286983818102,11.0364965060996,10.9125667744856,11.050592844844,1.00070707566926,1.0119328466551,"threshold likely","XM_022489860.1","LOC111138065","crg:105344064","GO:0008233",405
"37"," CD109 antigen-like","evm.model.Contig504.48.1",11.1437313044566,11.3041116090445,11.0707263833621,11.3112713352477,1.01439197520167,1.00723196146934,"threshold likely","XM_022465988.1","LOC111123575","crg:105340378;crg:105344266;crg:105348738;crg:105327092","GO:0005615;GO:0030234",1445
"38"," cdc42 homolog","evm.model.Contig1404.6",12.4918083039751,12.5745345681194,12.5270042399517,12.6508649869283,1.00662244105347,1.00324357794837,"threshold likely","XM_022482980.1","LOC111134146","crg:105318103;crg:105325966","GO:0003924;GO:0005622;GO:0007165;GO:0043167",191
"39"," cell growth-regulating nucleolar protein-like","evm.model.Contig220.75",10.2386653698532,10.2694912858592,10.1402638167667,10.1991469176824,1.00301073576413,1.00278773195657,"threshold likely","XM_022481637.1","LOC111133335","crg:105322020","GO:0003677",334
"40"," cleavage stimulation factor subunit 3-like","evm.model.Contig322.72",10.8685674122575,11.1407758671594,10.9605810276923,11.3206485135668,1.02504547697749,1.00761493459945,"threshold likely","XM_022436708.1","LOC111103429","crg:105347665;crg:105347664","GO:0003674;GO:0005634;GO:0006397",1250
"41"," cysteine and histidine-rich protein 1-like","evm.model.Contig177.112",10.8185558625496,11.0741002365997,10.8095089732409,11.0748537547123,1.02362093215553,1.00090503827399,"threshold likely","XM_022485085.1","LOC111135221","crg:105336022","GO:0003674",345
"42"," cytochrome P450 2C8-like","evm.model.Contig1514.10",10.8841800016843,11.0352676617432,10.9514078190952,11.118595257651,1.01388140034762,1.00136593503367,"threshold likely","XM_022474248.1","LOC111128571","crg:105344043","GO:0016491;GO:0043167",488
"43"," cytochrome P450 3A11-like","evm.model.Contig210.46",10.5292221691263,10.5495196264188,10.4370554499337,10.6360382449081,1.00192772618589,1.01710433323149,"threshold likely","XM_022449063.1","LOC111111880","crg:105322665","GO:0016491;GO:0043167",512
"44"," cytochrome P450 3A24-like","evm.model.Contig650.11",10.2474497826958,10.307564285771,10.2275286937691,10.3762941845425,1.00586628911095,1.00862868756623,"threshold likely","XM_022472824.1","LOC111127589","crg:105320786","GO:0016491;GO:0043167",514
"45"," deleted in malignant brain tumors 1 protein-like","evm.model.Contig1026.11",9.83563982767041,9.87144052258553,9.82018935817623,9.91507367275741,1.00363989486626,1.00600043170548,"threshold likely","XM_022477392.1","LOC111130374","crg:105325824;crg:105323205;crg:105327632","GO:0003674;GO:0005575;GO:0007165",2107
"46"," di-N-acetylchitobiase-like","evm.model.Contig1428.12",10.3509264716286,10.4492767550432,10.3884702897861,10.5041479995858,1.00950159231487,1.00161823337651,"threshold likely","XM_022473481.1","LOC111128070","crg:105348542","GO:0005975;GO:0016798",377
"47"," DNA repair protein XRCC4-like","evm.model.Contig1318.8",10.2452838463079,10.2707652757256,10.3065602138906,10.3359585014919,1.0024871374771,1.00036434230877,"threshold likely","XM_022480043.1","LOC111132242","crg:105343724","GO:0003677;GO:0005634;GO:0006259;GO:0006950",376
"48"," E3 ubiquitin-protein ligase MARCH8-like","evm.model.Contig419.76",11.1738858607069,11.2922987786521,11.2263825068441,11.4024636548936,1.01059729081014,1.00503394774813,"threshold likely","XM_022459396.1","LOC111119328","crg:105327978","GO:0043167",260
"49"," E3 ubiquitin-protein ligase MYLIP-like","evm.model.Contig972.22",10.9401157618966,11.1298785437936,10.8975708992836,11.2213485482329,1.01734559176768,1.01215457263264,"threshold likely","XM_022485452.1","LOC111135411","crg:105345681","GO:0005856",444
"50"," E3 ubiquitin-protein ligase SIAH1-like","evm.model.Contig82.120",10.6506760440587,10.7277847202871,10.6607607035675,10.7822831293099,1.00723979171927,1.00412935151508,"threshold likely","XM_022480830.1","LOC111132898","crg:105333460","GO:0005634;GO:0009056;GO:0043167;GO:0048856",270
"51"," estradiol 17-beta-dehydrogenase 11-like","evm.model.Contig353.54",10.0790194421372,10.1749815689462,10.1111316866283,10.2383321321191,1.00952097844041,1.00303040735618,"threshold likely","XM_022431293.1","LOC111099826","crg:105342888","",306
"52"," eukaryotic translation initiation factor 4E-binding protein 1-like","evm.model.Contig81.95",11.6907731071851,11.7636718819043,11.6953175267875,11.9223355009699,1.00623558203131,1.01309378476518,"threshold likely","XM_022462212.1","LOC111121086","crg:105341698","GO:0003674;GO:0006412",116
"53"," extracellular tyrosine-protein kinase PKDCC-like","evm.model.Contig327.55",10.6887850754343,10.7786173556403,10.6299284598055,10.7838299824214,1.0084043490043,1.00602316365841,"threshold likely","XM_022474808.1","LOC111128878","crg:105344409","GO:0006464;GO:0016301;GO:0043167",463
"54"," F-box/LRR-repeat protein 13-like","evm.model.Contig1234.11.2",10.6098191588854,10.6365125884254,10.5224907193896,10.6074909828135,1.00251591748551,1.00554808439985,"threshold likely","XM_022443634.1","LOC111108089","crg:105330069","GO:0003674",819
"55"," failed axon connections homolog","evm.model.Contig53.287",9.92283440663993,10.1971180843043,9.95513362398511,10.2908401270652,1.02764166632478,1.00591673376477,"threshold likely","XM_022470362.1","LOC111126009","crg:105343749","",286
"56"," ferric-chelate reductase 1-like","evm.model.Contig437.14",10.7741974928756,10.8422784765011,10.8215405772889,10.927223764007,1.00631889137642,1.00342546546068,"threshold likely","XM_022463976.1","LOC111122305","crg:105336453","",432
"57"," fibroblast growth factor 18-like","evm.model.Contig1014.7",10.3012147334614,10.3366428357528,10.3555084961894,10.4470419704109,1.00343921597676,1.00538138584223,"threshold likely","XM_022432511.1","LOC111100539","crg:105346677","GO:0003674;GO:0007165;GO:0008283;GO:0040007",244
"58"," filamin-A-like","evm.model.Contig81.61.1",10.6572695267006,10.7123374270691,10.6824787381933,10.912318990663,1.00516716784075,1.01626442046268,"threshold likely","XM_022459458.1","LOC111119371","crg:105327831","GO:0003674",873
"59"," fos-related antigen 2-like","evm.model.Contig79.114.1",11.4548033387381,11.6010271315883,11.5182750167289,11.6665837796917,1.01276528182337,1.00010927582377,"threshold likely","XM_022478768.1","LOC111131303","crg:105349020","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641",337
"60"," four-jointed box protein 1-like","evm.model.Contig468.25",11.6080955840892,11.7483439650996,11.5790074710498,11.7454623548828,1.01208194574161,1.00226624801215,"threshold likely","XM_022438094.1","LOC111104249","crg:105348692","",431
"61"," G-protein coupled receptor 157-like","evm.model.Contig440.32",10.3398667252624,10.359558756181,10.2568010581127,10.4318204622819,1.0019044762802,1.01513044986085,"threshold likely","XM_022488072.1","LOC111136904","crg:105326494","GO:0003674;GO:0005575;GO:0007165",355
"62"," G1/S-specific cyclin-D2-like","evm.model.Contig368.61",12.3906617764707,12.4249307351881,12.4745098045853,12.6509923071254,1.00276570850981,1.01135034963584,"threshold likely","XM_022437001.1","LOC111103611","crg:105330764","GO:0005634",291
"63"," galactoside 2-alpha-L-fucosyltransferase 1-like","evm.model.Contig1070.20",10.2572517945516,10.3619728026478,10.3603404200453,10.4747168812324,1.01020946060346,1.00082198358496,"threshold likely","XM_022453261.1","LOC111114790","crg:105332175","GO:0005575;GO:0005975;GO:0006629;GO:0009058;GO:0016757",357
"64"," glycoprotein 3-alpha-L-fucosyltransferase A-like","evm.model.Contig222.78",9.97931656046434,10.0590316086975,9.86013537847148,10.076182411624,1.00798802681027,1.01381279914663,"threshold likely","XM_022436215.1","LOC111103157","crg:109619018","GO:0005575;GO:0006464;GO:0009058;GO:0016757",391
"65"," growth arrest and DNA damage-inducible protein GADD45 beta-like","evm.model.Contig421.22",9.91287360480145,10.1897369052229,9.79305976444002,10.1068984274163,1.02792967119922,1.00400550503991,"threshold likely","XM_022457933.1","LOC111118444","crg:105343617","GO:0005634;GO:0007049",145
"66"," headcase protein-like","evm.model.Contig429.58",12.665618673116,13.1075770454563,12.7796096317523,13.3993387032445,1.03489433747744,1.01314071002151,"threshold likely","XM_022437305.1","LOC111103810","crg:105334214","",504
"67"," high-affinity choline transporter 1-like","evm.model.Contig486.24",10.5528221217376,10.7368473599565,10.2627608652003,10.7234646456794,1.01743848575253,1.0269818151498,"threshold likely","XM_022473253.1","LOC111127923","crg:105338740","GO:0005575;GO:0022857",537
"68"," histone acetyltransferase type B catalytic subunit-like","evm.model.Contig463.52",10.6074939973668,10.6321757824879,10.53594062932,10.6339744260574,1.00232682527346,1.00696167895994,"threshold likely","XM_022488172.1","LOC111136968","crg:105328806","GO:0005654;GO:0006464;GO:0009058;GO:0016746;GO:0032991;GO:0034641;GO:0042393;GO:0051276",405
"69"," histone deacetylase complex subunit SAP30 homolog","evm.model.Contig104.243",10.8978885123688,10.9245891026741,10.906093206049,10.9867370606952,1.00245007005486,1.00493223087556,"threshold likely","XM_022470711.1","LOC111126225","crg:105329086","GO:0003674",242
"70"," importin subunit alpha-4-like","evm.model.Contig902.27",11.2062656251039,11.2572990638279,11.2380470788943,11.301841352471,1.00455400937577,1.00111753477622,"threshold likely","XM_022485955.1","LOC111135682","crg:105331784","GO:0005634;GO:0005737;GO:0006913;GO:0008565",515
"71"," insulin-like growth factor-binding protein-related protein 1","evm.model.Contig105.160",11.1310241380057,11.1741519547464,11.0337227126567,11.2656974579823,1.00387455962776,1.0170834091067,"threshold likely","XM_022489878.1","LOC111138076","crg:105339347","GO:0003674;GO:0005615;GO:0032991;GO:0040007",256
"72"," iroquois-class homeodomain protein IRX-6-like","evm.model.Contig275.18",9.99055639928018,10.1079615025234,9.75370191132464,10.0234816669994,1.01175160807377,1.01572284006246,"threshold likely","XM_022479685.1","LOC111132047","crg:105335613","GO:0003677;GO:0009058;GO:0034641",421
"73"," Krueppel-like factor 3","evm.model.Contig421.37",11.3013936018491,11.4207594241197,11.3473153963047,11.4820995981703,1.01056204451202,1.0013022704334,"threshold likely","XM_022461642.1","LOC111120717","crg:105326700","GO:0003674",413
"74"," lactadherin-like","evm.model.Contig82.19.1",11.7330869699829,11.9151905632883,11.8445504952964,12.0598975748281,1.01552051849367,1.00261992919101,"threshold likely","XM_022473193.1","LOC111127890","crg:105339781","",552
"75"," leucine-rich repeat-containing protein 57-like","evm.model.Contig79.256",9.96302798392911,9.97032396655843,9.9593752135914,9.96860565879484,1.00073230574491,1.00019436158779,"threshold likely","XM_022478752.1","LOC111131300","crg:105321381","GO:0003674",239
"76"," lipoma HMGIC fusion partner homolog","evm.model.Contig441.40",10.5159278600387,10.6424152882965,10.5187281488929,10.7023380637937,1.01202817572936,1.00536284335715,"threshold likely","XM_022481402.1","LOC111133228","crg:105339355","",247
"77"," low-density lipoprotein receptor-related protein 4-like","evm.model.Contig1006.44",11.5119284302868,11.618123747561,11.3870086029073,11.8513478713583,1.0092248069398,1.03126476683699,"threshold likely","XM_022471171.1","LOC111126486","crg:105329031","GO:0003674;GO:0005575;GO:0007165",891
"78"," low-density lipoprotein receptor-related protein 4-like","evm.model.Contig626.45",11.5865029472147,11.9834658296814,11.4969066751349,11.9577461332161,1.03426080192403,1.00563008512548,"threshold likely","XM_022471326.1","LOC111126581","crg:105329031","GO:0003674;GO:0005575;GO:0007165",891
"79"," lys-63-specific deubiquitinase BRCC36-like","evm.model.Contig57.99",10.1543049879159,10.1956451018818,10.1412412351072,10.2353516431146,1.00407119089047,1.00518765852861,"threshold likely","XM_022430907.1","LOC111099585","crg:105335265","GO:0005634;GO:0006259;GO:0006464;GO:0006950;GO:0008233;GO:0032991",263
"80"," lysoplasmalogenase-like protein TMEM86A","evm.model.Contig82.143",11.085183208785,11.1113828656139,11.0201921880016,11.229398998604,1.00236348433179,1.01658127907984,"threshold likely","XM_022489577.1","LOC111137878","crg:105332397","GO:0005575",258
"81"," MAP kinase-interacting serine/threonine-protein kinase 1-like","evm.model.Contig464.39",11.9431355475124,12.0935675135453,11.9995344399741,12.1873909014948,1.01259568439413,1.00302156937238,"threshold likely","XM_022457270.1","LOC111118004","crg:105348083","GO:0006464;GO:0016301;GO:0043167",491
"82"," max dimerization protein 1-like","evm.model.Contig279.18",12.7542620591692,12.783861351575,12.848424011346,12.8954972829153,1.00232073735576,1.00133989206235,"threshold likely","XM_022484235.1","LOC111134814","crg:105330195","GO:0003674;GO:0009058;GO:0034641",204
"83"," meteorin-like protein","evm.model.Contig104.193",10.5783546960768,10.6546676943381,10.5755570575916,10.7118727068754,1.00721407066164,1.00563496801937,"threshold likely","XM_022461349.1","LOC111120550","crg:105320330","",298
"84"," myeloid leukemia factor 1-like","evm.model.Contig1408.4",11.5650279117206,11.6562314212506,11.5907513759018,11.8267361258327,1.00788614694458,1.01237599975494,"threshold likely","XM_022489808.1","LOC111138034","crg:105330519;crg:105327806","",244
"85"," neo-calmodulin-like","evm.model.Contig284.108",10.7026898405923,10.7377996879489,10.8437361943649,11.0382593748905,1.00328046947819,1.01461036162402,"threshold likely","XM_022475826.1","LOC111129441","crg:105340108","GO:0043167",150
"86"," netrin-1-like","evm.model.Contig81.74.1",11.1773237433453,11.2445839373964,11.2209183415556,11.504011596856,1.00601755801259,1.01909659010791,"threshold likely","XM_022458287.1","LOC111118705","crg:105325053","GO:0003674",624
"87"," neurocalcin homolog","evm.model.Contig481.26",10.3098981804364,10.3552594487847,10.2616428694812,10.4172923852292,1.00439977849969,1.01072114019124,"threshold likely","XM_022446607.1","LOC111110211","crg:105327434","GO:0043167",184
"88"," nuclear hormone receptor HR96-like","evm.model.Contig943.3.2",11.8160008737353,11.9773162298033,11.924010419037,12.0927051492312,1.0136522803097,1.0004885327271,"threshold likely","XM_022484063.1","LOC111134737","crg:105328926","GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167",476
"89"," nucleolar protein 9-like","evm.model.Contig225.157",10.2192609129591,10.3165282590662,10.2007736004238,10.3121937886111,1.00951804117104,1.00139143454541,"threshold likely","XM_022487417.1","LOC111136517","crg:105334439","GO:0003723",585
"90"," peptide methionine sulfoxide reductase MsrB-like","evm.model.Contig499.26.1",10.0894596354698,10.0946260049656,10.0254027790351,10.139113314822,1.00051205611425,1.0108246421957,"threshold likely","XM_022431166.1","LOC111099737","crg:105333480","GO:0006950;GO:0016491",183
"91"," peptidyl-prolyl cis-trans isomerase-like 3","evm.model.Contig140.27",9.91357995784013,10.042026005418,9.96308600484521,10.12366229906,1.01295657553821,1.00312012252443,"threshold likely","XM_022462090.1","LOC111121008","crg:105323133","GO:0006457;GO:0006464;GO:0016853",161
"92"," phosphatidate cytidylyltransferase, mitochondrial-like","evm.model.Contig328.60",10.3580622325508,10.3634206176685,10.3192908283532,10.4119623449268,1.00051731540103,1.00845872400618,"threshold likely","XM_022473284.1","LOC111127953","crg:105345942","GO:0006629;GO:0009058;GO:0016779",310
"93"," phosphatidylinositol N-acetylglucosaminyltransferase subunit Q-like","evm.model.Contig436.22",10.1657628783801,10.2183799755235,10.1630458500141,10.2785858282176,1.0051759123022,1.00616083666098,"threshold likely","XM_022463862.1","LOC111122222","crg:105347359","GO:0005575;GO:0006464;GO:0006629;GO:0009058;GO:0016757",246
"94"," phosphatidylserine synthase 2-like","evm.model.Contig219.107",10.5833085475793,10.6267960312847,10.5217210853756,10.6740885066333,1.00410906320173,1.01032971736636,"threshold likely","XM_022452649.1","LOC111114331","crg:105343224","GO:0006629;GO:0009058",458
"95"," phosphoenolpyruvate carboxykinase, cytosolic [GTP]-like","evm.model.Contig644.54.2",11.2447421578305,11.7373870210048,11.4964839980511,12.0670561669877,1.04381113023844,1.0055747775538,"threshold likely","XM_022484022.1","LOC111134713","crg:105326051","GO:0005975;GO:0006091;GO:0009058;GO:0016829;GO:0043167;GO:0044281",661
"96"," phospholipid phosphatase 3-like","evm.model.Contig1005.9",10.4641118328519,10.5816211618443,10.4220975421878,10.5575687256828,1.01122974705062,1.00174906804516,"threshold likely","XM_022463407.1","LOC111121919","crg:105342753","",338
"97"," programmed cell death protein 4-like","evm.model.Contig220.95",11.7629536742914,12.0079095211101,11.7783897825413,12.0464031127179,1.02082434850985,1.00189094028601,"threshold likely","XM_022485822.1","LOC111135600","crg:105325647","GO:0009058;GO:0034641",447
"98"," prostamide/prostaglandin F synthase-like","evm.model.Contig0.364",10.2406712696932,10.2997479352541,10.3469556050579,10.458430961308,1.0057688274533,1.00497620055975,"threshold likely","XM_022480129.1","LOC111132326","crg:105330608","GO:0008150",159
"99"," protein AAR2 homolog","evm.model.Contig280.46",9.77491239305692,9.83218597434572,9.83179014074676,9.91345024122536,1.00585924241423,1.00243222703271,"threshold likely","XM_022470095.1","LOC111125881","crg:105327918","",419
"100"," protein archease-like","evm.model.Contig346.77",9.97845340587163,9.99446605965064,9.9522764795375,10.0161999880142,1.00160472300944,1.00481056105499,"threshold likely","XR_002637175.1","LOC111117041","crg:105342661","",153
"101"," protein atonal homolog 8-like","evm.model.Contig823.55",10.6097289660031,10.8114207117077,10.6751581471029,10.8926890946656,1.01901007521972,1.00134172297074,"threshold likely","XM_022460449.1","LOC111119882","crg:105341455","GO:0003700;GO:0005622;GO:0009058;GO:0030154;GO:0032991;GO:0034641",334
"102"," protein BANP-like","evm.model.Contig291.28",10.4586012490802,10.477477457784,10.4009645595818,10.5978521978237,1.00180485021412,1.01709404561055,"threshold likely","XM_022484743.1","LOC111135050","crg:105322850","",460
"103"," protein deadpan-like","evm.model.Contig483.50",10.6198910949353,10.71959634641,10.6359798839971,10.8066230930617,1.00938853803522,1.00659351597375,"threshold likely","XM_022480291.1","LOC111132480","crg:105321711","GO:0003677;GO:0009058;GO:0034641",417
"104"," protein enhancer of sevenless 2B-like","evm.model.Contig104.225",10.9192797801175,10.9794047880127,10.9616423635784,11.0505435078104,1.00550631626865,1.00258962737384,"threshold likely","XM_022460480.1","LOC111119905","crg:105329475","GO:0003674;GO:0007165",218
"105"," protein KTI12 homolog","evm.model.Contig980.25",10.0355559275458,10.1170726203223,9.97155004884552,10.1146688012507,1.00812278795166,1.00617972408644,"threshold likely","XM_022440464.1","LOC111105954","crg:105328772","",276
"106"," protein max-like","evm.model.Contig625.53",11.1778392229918,11.1984437484708,11.2165986852494,11.2454643799247,1.00184333707687,1.00072879970385,"threshold likely","XM_022478103.1","LOC111130850","crg:105331135","GO:0003674;GO:0005654;GO:0032991",168
