"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"19"," calcium and integrin-binding protein 1-like","rna-XM_069280534.1",11.6113692984761,11.6188020754959,11.5614405543124,11.6852414492647,1.00064012924133,1.01006151567421,"activated","XM_022457443.1","LOC111118127","crg:105331416","GO:0043167",184
"20"," caltractin-like","rna-XM_069250346.1",11.54809883387,11.6099690244927,11.5010297918082,11.5853059797155,1.00535760833994,1.00195960087682,"activated","XM_022463696.1","LOC111122110","crg:105347389","GO:0043167",158
"21"," carnitine O-palmitoyltransferase 1, liver isoform-like","rna-XM_069282195.1",11.288472365697,11.4979014739698,11.251258384215,11.4836450055738,1.01855247561302,1.00206351924898,"activated","XM_022437611.1","LOC111103956","crg:105328226","GO:0016746",766
"22"," cell wall protein PRY3-like","rna-XM_069265525.1",11.2812637871346,11.3845391800962,11.2857021162173,11.4309162386937,1.00915459428219,1.00367881567109,"activated","XM_022470940.1","LOC111126370","crg:105330989","GO:0005576",482
"23"," chromodomain-helicase-DNA-binding protein Mi-2 homolog","rna-XM_069255729.1",12.0732098140475,12.1941819916303,12.084151043473,12.2681887210912,1.01001988530357,1.00515810480149,"activated","XM_022486681.1","LOC111136084","crg:105345699","GO:0043167",2122
"24"," clathrin light chain B-like","rna-XM_069250307.1",12.2188095719168,12.2352880648009,12.0669822621086,12.2621077649064,1.00134861688343,1.01480162025988,"activated","XM_022485867.1","LOC111135567","crg:105342463","GO:0005198;GO:0005794;GO:0005886;GO:0016192;GO:0031410;GO:0032991",215
"25"," coiled-coil domain-containing protein 124-like","rna-XM_069281419.1",11.5803838380535,11.6081615272271,11.5106170041604,11.5690774381748,1.00239868466901,1.00267372903602,"activated","XM_022473962.1","LOC111128374","crg:105347539","",213
"26"," coiled-coil domain-containing protein 87-like","rna-XM_069281966.1",11.3471717127401,11.3773771309941,11.3970863130842,11.5964352685469,1.00266193365348,1.0147899175676,"activated","XM_022476950.1","LOC111130187","crg:105338754","",1105
"27"," collagen alpha-1(I) chain-like","rna-XM_069251479.1",11.7329187008149,11.8284219813763,11.6864777643235,11.8055007350055,1.008139771782,1.00202839195071,"activated","XM_022469967.1","LOC111125811","crg:105339436","GO:0005198;GO:0007155;GO:0031012",1284
"28"," core histone macro-H2A.1-like","rna-XM_069267108.1",11.8367296207533,11.8761914111838,11.5819093545256,11.7442711609505,1.00333384234454,1.0106492247676,"activated","XM_022461858.1","LOC111120856","crg:105347164","GO:0003677;GO:0005634;GO:0005694;GO:0032991",374
"29"," cullin-3-B-like","rna-XM_069249116.1",12.2048904554451,12.2533726063726,12.2155359094285,12.2719215094807,1.00397235445124,1.00064099175845,"activated","XM_022486265.1","LOC111135851","crg:105342092","GO:0005622;GO:0009056;GO:0019899;GO:0032991",762
"30"," cytoplasmic aconitate hydratase-like","rna-XM_069247279.1",11.9314657748968,11.9910134192893,11.845281124442,12.0071364811124,1.00499080712428,1.00863024217944,"activated","XM_022456182.1","LOC111117101","crg:105317044","GO:0006091;GO:0016829;GO:0042592;GO:0044281",942
"31"," cytoplasmic FMR1-interacting protein 1-like","rna-XM_069273613.1",11.4986714784923,11.5177835009084,11.260605853606,11.5117662078592,1.0016621070053,1.02060797790484,"activated","XM_022469400.1","LOC111125498","crg:105325321;crg:105329452","",1296
"32"," degenerin mec-10-like","rna-XM_069271551.1",11.4293835755397,11.4637358065931,11.329184100505,11.4601667278621,1.00300560663017,1.00853027813369,"activated","XM_022457014.1","LOC111117766","crg:105327596","GO:0005575;GO:0022857",651
"33"," dentin sialophosphoprotein-like","rna-XM_069279109.1",11.7502937122023,11.8267831471026,11.7980582862859,11.8789250410855,1.00650957642198,1.00034243715015,"activated","XM_022484562.1","LOC111134953","crg:105318652","",676
"34"," digestive cysteine proteinase 1-like","rna-XM_069270016.1",12.2770730135103,12.3663066211456,12.2434265030574,12.3566428742878,1.0072683128574,1.00196452323934,"activated","XM_022462249.1","LOC111121120","crg:105324647","GO:0008233",464
"35"," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like","rna-XM_069250505.1",12.204652227953,12.3121581677541,12.2235056076605,12.338413603469,1.00880860329268,1.00058680397673,"activated","XM_022472455.1","LOC111127323","crg:105317497","GO:0005737;GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016746;GO:0032991;GO:0044281",509
"36"," DNA replication licensing factor mcm2-like","rna-XM_069285342.1",11.8485608546358,11.8582360906135,11.8139907956384,11.8839668232528,1.00081657478038,1.00510240770924,"activated","XM_022440102.1","LOC111105728","crg:105328785","GO:0003677;GO:0005634;GO:0006259;GO:0009058;GO:0032991;GO:0043167;GO:0051276",888
"37"," DNA replication licensing factor mcm4-A-like","rna-XM_069257281.1",11.7566675992141,11.7888114853234,11.7748192786032,11.8308841887078,1.00273409840314,1.00202179805644,"activated","XM_022485698.1","LOC111135545","crg:105346597","GO:0003677;GO:0004386;GO:0005694;GO:0006259;GO:0009058;GO:0032991;GO:0043167",899
"38"," dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like","rna-XM_069250625.1",11.9501876950429,11.9912789819727,11.8649274772405,12.0089309295859,1.0034385474085,1.00866854656707,"activated","XM_022488875.1","LOC111137420","crg:105333050","GO:0005737;GO:0005783;GO:0006464;GO:0009058;GO:0016757;GO:0032991",710
"39"," dynein assembly factor 4, axonemal-like","rna-XM_069280978.1",11.6745813727022,11.6988409372527,11.6415965550872,11.6865233991036,1.0020779815375,1.00177749004682,"activated","XM_022475760.1","LOC111129396","crg:105323203","GO:0003674;GO:0008150",398
"40"," E3 ubiquitin-protein ligase RBBP6-like","rna-XM_069273751.1",12.187819831374,12.2248063530295,12.1461234324033,12.2420332877269,1.0030347118818,1.00484691378145,"activated","XM_022437995.1","LOC111104183","crg:105340483","",962
"41"," E3 ubiquitin-protein ligase RING2-A-like","rna-XM_069269050.1",11.743873495249,11.7680727157852,11.75139066028,11.790956491235,1.00206058252807,1.00130363749437,"activated","XM_022487250.1","LOC111136415","crg:105346607","GO:0005634;GO:0032991",334
"42"," E3 ubiquitin-protein ligase TRIM33-like","rna-XM_069247319.1",11.2470464474294,11.3528685133367,11.2920263021395,11.5106487590208,1.00940887604598,1.00985914226803,"activated","XM_022433531.1","LOC111101170","crg:105340780","GO:0005622;GO:0043167",798
"43"," E3 ubiquitin-protein ligase TRIM71-like","rna-XM_069270836.1",11.3164079977622,11.3422092122109,11.3787571644304,11.4571995997391,1.0022799826989,1.00460328315353,"activated","XM_022435071.1","LOC111102374","crg:105334056","GO:0003674",391
"44"," emerin homolog 1-like","rna-XM_069285014.1",11.953950130826,11.9647671484871,11.9460116235653,12.0100507035644,1.00090489064641,1.00445178896474,"activated","XM_022446857.1","LOC111110377","crg:105342547","",163
"45"," eukaryotic translation initiation factor 3 subunit A-like","rna-XM_069283861.1",12.103378277406,12.1562585994473,12.0135355546035,12.2059215682044,1.00436905472417,1.01159439322195,"activated","XM_022483067.1","LOC111134216","crg:105339951","GO:0005737;GO:0032991",1276
"46"," eukaryotic translation initiation factor 5B-like","rna-XM_069272703.1",11.9982821145456,12.0551101054339,11.911176172466,12.0267655334084,1.00473634394873,1.00494451479757,"activated","XM_022467766.1","LOC111124673","crg:105325241","GO:0003924;GO:0043167",1238
"47"," eukaryotic translation initiation factor 5B-like","rna-XM_069272717.1",11.4143723405912,11.4816158651315,11.4069950072019,11.4777492746907,1.00589112765327,1.00030975626082,"activated","XM_022467766.1","LOC111124673","crg:105325241","GO:0003924;GO:0043167",1238
"48"," exosome complex exonuclease RRP44-like","rna-XM_069256306.1",11.5066190775015,11.5426802689574,11.4145068103707,11.5056660277618,1.00313395196391,1.00483714849017,"activated","XM_022487625.1","LOC111136635","crg:105341733","GO:0003723;GO:0004518",932
"49"," far upstream element-binding protein 1-like","rna-XM_069265323.1",12.0575301852362,12.3835548495716,11.7641994100337,12.1316238784337,1.02703909169844,1.00408293385317,"activated","XM_022471623.1","LOC111126771","crg:105324686","GO:0003723;GO:0009058;GO:0034641",698
"50"," FAS-associated factor 2-like","rna-XM_069250871.1",11.3400920253479,11.3851210068453,11.2618772425098,11.392734650847,1.00397077743256,1.00761847358807,"activated","XM_022484864.1","LOC111135116","crg:105324082","GO:0003674",455
"51"," forkhead-associated domain-containing protein 1-like","rna-XM_069256379.1",12.0839096122938,12.1000848581317,12.0630730089784,12.092961852987,1.00133857719537,1.00113761394852,"activated","XM_022484966.1","LOC111135168","crg:105333118","GO:0003674",1393
"52"," fucose mutarotase-like","rna-XM_069284585.1",11.5546703600727,11.6089268196364,11.6206573519848,11.6910982577239,1.00469563024066,1.00135968235986,"activated","XM_022430655.1","LOC111099221","crg:105343072","GO:0005975;GO:0016853;GO:0044281",149
"53"," gelsolin-like protein 2","rna-XM_069284981.1",11.5878148714504,11.844556690875,11.5000121769242,11.984598868047,1.02215618926197,1.01954861641573,"activated","XM_022446860.1","LOC111110381","crg:105341587","GO:0008092",369
"54"," gelsolin-like protein 2","rna-XM_069284982.1",13.0987490286759,13.1698002045476,12.904790080147,13.2681748384979,1.00542427186872,1.02261197964026,"activated","XM_022443746.1","LOC111108138","crg:105328030","GO:0008092",362
"55"," general transcription factor 3C polypeptide 1-like","rna-XM_069245355.1",11.3991043590017,11.4417252911759,11.3750430810166,11.5467153310448,1.00373897201323,1.01131074620122,"activated","XM_022442495.1","LOC111107332","crg:105331947","",2267
"56"," glucosidase 2 subunit beta-like","rna-XM_069269862.1",11.7290609971088,11.7982363487246,11.6502568056829,11.7547028482422,1.00589777405308,1.00304936937496,"activated","XM_022463955.1","LOC111122293","crg:105331521","GO:0008150;GO:0043167",548
"57"," glutamate-rich WD repeat-containing protein 1-like","rna-XM_069266586.1",11.4426418909077,11.5480415821238,11.3613023030684,11.4908477448848,1.00921113255321,1.00217120904271,"activated","XM_022461738.1","LOC111120775","crg:105345093","GO:0003674",455
"58"," glutathione S-transferase U21-like","rna-XM_069276501.1",11.5713323805221,11.6067338330193,11.4792508913061,11.6486232877445,1.00305941021597,1.01165957422411,"activated","XM_022482540.1","LOC111133846","crg:105332907","GO:0005737;GO:0006790;GO:0016765;GO:0034641;GO:0051186",227
"59"," glutathionyl-hydroquinone reductase YqjG-like","rna-XM_069283131.1",11.5815682551377,11.7012345795222,11.5739471242618,11.7315847779715,1.01033248017438,1.003253941214,"activated","XM_022478982.1","LOC111131445","crg:105321344","GO:0006790;GO:0016765;GO:0034641;GO:0051186",329
"60"," glycoprotein 3-alpha-L-fucosyltransferase A-like","rna-XM_069245345.1",11.5124944632015,11.5753255739569,11.4530003560602,11.5717567288658,1.00545764525284,1.00488471423008,"activated","XM_022462200.1","LOC111121072","crg:105320772","GO:0005575;GO:0006464;GO:0009058;GO:0016757",411
"61"," GMP synthase [glutamine-hydrolyzing]-like","rna-XM_069267607.1",11.5928308805879,11.6240739857782,11.5828608186119,11.6177185576402,1.00269503674402,1.00031354222159,"activated","XM_022483472.1","LOC111134455","crg:105329768","GO:0006520;GO:0009058;GO:0016874;GO:0034641;GO:0043167",685
"62"," golgin subfamily A member 7-like","rna-XM_069283337.1",12.3152632047195,12.3380137349692,12.3683150851119,12.4054233647586,1.00184734421599,1.00115079945269,"activated","XM_022434156.1","LOC111101611","crg:105328995","",146
"63"," heat shock protein 70 B2-like","rna-XM_069264474.1",12.9766080703709,12.9841825393122,12.912694820564,12.9996880339567,1.00058370175783,1.00614973870676,"activated","XM_022459720.1","LOC111119512","crg:105348304;crg:105334510;crg:105348305;crg:105334234","",634
"64"," heat shock protein 70 B2-like","rna-XM_069264477.1",15.1638595347609,15.2346447959653,15.0898368976453,15.2152921445509,1.00466802406354,1.00362892620851,"activated","XM_022444014.1","LOC111108251","crg:105334234;crg:105348304;crg:105334510;crg:105348305","",631
"65"," hepatoma-derived growth factor-related protein 2-like","rna-XM_069245737.1",11.7049861264262,11.745998726104,11.5978829053368,11.7805202918132,1.00350385717974,1.01220086904305,"activated","XM_022449714.1","LOC111112299","crg:105342917","",1013
"66"," heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog","rna-XM_069285017.1",12.4313164944434,12.4737875211229,12.4369918065451,12.4843389553479,1.00341645445987,1.00038917741869,"activated","XM_022490015.1","LOC111138166","crg:105333434","GO:0003674",447
"67"," heterogeneous nuclear ribonucleoprotein L-like","rna-XM_069252562.1",12.5039684310469,12.5180509849408,12.514098814288,12.5956777530862,1.0011262467569,1.00538664887998,"activated","XM_022469116.1","LOC111125369","crg:105338910","GO:0003674",558
"68"," HMG box-containing protein 4-like","rna-XM_069272322.1",11.6310640210278,11.6566343810295,11.612472610516,11.6441868830553,1.0021984540671,1.00053143012412,"activated","XM_022478676.1","LOC111131239","crg:105325112","",778
"69"," interferon-induced protein 44-like","rna-XM_069261053.1",11.4836223204529,11.5394680514635,11.2463115189191,11.6168568005194,1.00486307625349,1.02794916573508,"activated","XM_022483701.1","LOC111134566","crg:105326421","GO:0043167",469
"70"," intraflagellar transport protein 27 homolog","rna-XM_069267129.1",11.541462352696,11.5991800879875,11.5399985289209,11.619079512545,1.00500090313755,1.00184265434468,"activated","XM_022462822.1","LOC111121517","crg:105321012","GO:0003924;GO:0043167",187
"71"," intraflagellar transport protein 46 homolog","rna-XM_069259718.1",12.0314526477498,12.1207654564528,11.9809223593934,12.078488237224,1.00742327724821,1.00071485248537,"activated","XM_022470828.1","LOC111126300","crg:105339468","GO:0030705",414
"72"," inversin-B-like","rna-XM_069261282.1",11.6994417797812,11.8273857401458,11.4791553847492,11.6565737770209,1.01093590299203,1.00447090453495,"activated","XM_022476128.1","LOC111129666","crg:105347271","GO:0003674",1139
"73"," leucine-rich repeat-containing protein 74B-like","rna-XM_069262041.1",12.1302264793644,12.2412080067899,12.1571560971377,12.3313791183757,1.00914917191482,1.00513475206413,"activated","XM_022476399.1","LOC111129884","crg:105341776","GO:0043167",592
"74"," luc7-like protein 3","rna-XM_069268439.1",11.7572180691627,11.8148262305744,11.7001533624081,11.7735546672618,1.0048998122747,1.00136702313518,"activated","XM_022461505.1","LOC111120641","crg:105339846","GO:0003729;GO:0005634;GO:0006397;GO:0022618;GO:0032991",459
"75"," MAM and LDL-receptor class A domain-containing protein 1-like","rna-XM_069270018.1",11.8401430946237,11.8696874805121,11.8076642817981,11.9094394895257,1.00249527270509,1.0061089030743,"activated","XM_022482114.1","LOC111133601","crg:105319382","GO:0005575",370
"76"," maternal embryonic leucine zipper kinase-like","rna-XM_069266958.1",11.370703261804,11.4067807919904,11.5169543007839,11.5653907748033,1.00317284950242,1.00102955083356,"activated","XM_022462597.1","LOC111121357","crg:105341835","GO:0006464;GO:0006520;GO:0016301;GO:0043167",678
"77"," methyltransferase-like protein 14 homolog","rna-XM_069269210.1",11.5266751106119,11.5275255854293,11.5007586657616,11.511116272356,1.00007378318632,1.00082675784227,"activated","XM_022461339.1","LOC111120541","crg:105326041","",468
"78"," MICOS complex subunit MIC60-like","rna-XM_069284453.1",12.0299665673392,12.1013096400857,12.0112931189811,12.1858701098629,1.00593044646858,1.00855323338239,"activated","XM_022481146.1","LOC111133070","crg:105323085","",692
"79"," mitochondria-eating protein-like","rna-XM_069273013.1",11.4716978241984,11.8737091211461,11.4442014213265,11.8701294491009,1.03504374880758,1.00210044614219,"activated","XM_022468413.1","LOC111125013","crg:105320964","GO:0005739;GO:0007005;GO:0009056",560
"80"," mitotic-spindle organizing protein 2-like","rna-XM_069279104.1",11.4779980672985,11.5044409685938,11.4874570998017,11.5407990799749,1.00230379035962,1.00233432949554,"activated","XM_022484148.1","LOC111134786","crg:105338974","",108
"81"," mitotic spindle assembly checkpoint protein MAD1-like","rna-XM_069268318.1",11.5928200143849,11.6038510391768,11.5649670582388,11.6239489158236,1.00095153938198,1.00414456235027,"activated","XM_022458625.1","LOC111118913","crg:105329118","GO:0007059;GO:0051276;GO:0140014",732
"82"," mucin-16-like","rna-XM_069255383.1",13.8312296359743,13.9021769015905,13.6887436868516,13.7616262637146,1.00512949806224,1.00019377864556,"activated","XM_022452309.1","LOC111114019","crg:105326801","GO:0003674",14626
"83"," multiple epidermal growth factor-like domains protein 11","rna-XM_069270370.1",11.3313388605255,11.4934597502612,11.315668620972,11.5400702517688,1.01430730222891,1.00544583613475,"activated","XM_022447633.1","LOC111110953","crg:105340720;crg:105341903","",416
"84"," NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like","rna-XM_069255647.1",12.5151739805986,12.5743278187891,12.5241281299789,12.5905499433244,1.00472656938547,1.00057422447199,"activated","XM_022449330.1","LOC111112035","crg:105342980","GO:0005575;GO:0006091;GO:0009058;GO:0016491;GO:0044281;GO:0051186;GO:0055085",729
"85"," NEDD4 family-interacting protein 1-like","rna-XM_069274686.1",12.5405748510075,12.5486426076828,12.5633683528769,12.6571264130507,1.00064333228509,1.00681509566776,"activated","XM_022467984.1","LOC111124793","crg:105347111","GO:0007034",202
"86"," nuclear export mediator factor NEMF-like","rna-XM_069261997.1",12.0249478775406,12.0302216652216,12.0326497858002,12.0692227731995,1.00043857052311,1.00259976838328,"activated","XM_022476627.1","LOC111130023","crg:105349054","",1095
"87"," nuclear factor NF-kappa-B p100 subunit-like","rna-XM_069259386.1",12.8261100508289,12.875860876958,12.8103337923606,12.9041146337905,1.0038788709852,1.00342854813843,"activated","XM_022470859.1","LOC111126322","crg:105334369","GO:0003674",627
"88"," nuclear pore complex protein Nup54-like","rna-XM_069273812.1",11.6421823508137,11.6621064296378,11.6504011932377,11.7223006366734,1.00171136976073,1.00445242401531,"activated","XM_022469476.1","LOC111125546","crg:105343646","GO:0005635;GO:0032991",547
"89"," nuclear pore glycoprotein p62-like","rna-XM_069276052.1",11.6112318936481,11.7891656838991,11.1820645130571,11.5706694073173,1.0153242818575,1.01913500556553,"activated","XM_022472605.1","LOC111127431","crg:105325291","GO:0005198;GO:0005635;GO:0006810;GO:0032991",466
"90"," nuclear receptor subfamily 2 group F member 1-A-like","rna-XM_069282487.1",11.9241834611053,12.0457240894282,11.8583639375021,12.1157757748662,1.01019278416164,1.01139823271402,"activated","XM_022473240.1","LOC111127914","crg:105348353","GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0032991;GO:0034641;GO:0043167",441
"91"," PDZ domain-containing protein GIPC1-like","rna-XM_069271712.1",12.5978886662576,12.667161580193,12.5440392283849,12.6324104028205,1.00549877172045,1.00153764699975,"activated","XM_022459626.1","LOC111119439","crg:105328731","GO:0003674",348
"92"," peripheral-type benzodiazepine receptor-associated protein 1-like","rna-XM_069273952.1",11.487518923753,11.5738234743908,11.4864307262736,11.5818465500152,1.00751289736371,1.00078801206837,"activated","XM_022489428.1","LOC111137781","crg:105327511","GO:0003674;GO:0007165",2073
"93"," phosphorylase b kinase regulatory subunit beta-like","rna-XM_069256486.1",11.5677484374185,11.6380551346721,11.4755545170887,11.6163575455272,1.00607782038431,1.00615459657871,"activated","XM_022484938.1","LOC111135153","crg:105338503","GO:0003674;GO:0005975;GO:0006091",1107
"94"," plectin-like","rna-XM_069248564.1",11.755643126792,12.0036579344514,11.6943349119626,12.089774067327,1.02109751078562,1.01245432523552,"activated","XM_022432858.1","LOC111100765","crg:105322228","GO:0003674;GO:0005856",881
"95"," polyubiquitin-C-like","rna-XM_069274529.1",14.3805756164355,14.4629946231012,14.4059116944355,14.4980614384875,1.00573127313287,1.00066159680724,"activated","XM_022473571.1","LOC111128115","crg:105334565","GO:0003674",609
"96"," pre-mRNA-processing factor 40 homolog A-like","rna-XM_069254349.1",11.3827317766588,11.4065236308385,11.3060221689029,11.5467919010118,1.00209017085235,1.01916547673178,"activated","XM_022453791.1","LOC111115153","crg:105340762;crg:105326953","GO:0003674;GO:0006397",848
"97"," pre-mRNA-splicing factor CWC22 homolog","rna-XM_069252077.1",11.9338604380404,11.9542603239856,11.9139663419363,12.0042811302934,1.00170941214296,1.00586114985975,"activated","XM_022468470.1","LOC111125036","crg:105321235","GO:0003723",1560
"98"," pre-mRNA-splicing factor SYF1-like","rna-XM_069265855.1",11.5892826427763,11.5993746075057,11.5873642658341,11.6315074092061,1.00087080150174,1.00293623475667,"activated","XM_022470198.1","LOC111125937","crg:105337236","GO:0003674;GO:0034641",856
"99"," pre-mRNA 3'-end-processing factor FIP1-like","rna-XM_069273661.1",11.7529273218019,11.8543987567759,11.8145010794618,11.9221897221725,1.00863371585612,1.00047711957713,"activated","XM_022464900.1","LOC111122880","crg:105318324","GO:0005654;GO:0006397;GO:0032991",479
"100"," probable ATP-dependent RNA helicase DDX23","rna-XM_069254709.1",11.7792316929329,11.7975994808183,11.7626920919482,11.8242961827896,1.00155933666679,1.00367218135822,"activated","XM_022453635.1","LOC111115058","crg:105336187","GO:0043167",776
"101"," probable gamma-butyrobetaine dioxygenase","rna-XM_069261063.1",11.3929344382957,11.461821747729,11.1351157557252,11.6135223010946,1.00604649397453,1.03669539691102,"activated","XM_022477965.1","LOC111130742","crg:105341351","GO:0016491",452
"102"," programmed cell death 6-interacting protein-like","rna-XM_069266085.1",12.3325010347135,12.3763349804352,12.329439065603,12.4057411902413,1.00355434356732,1.00262493931437,"activated","XM_022484826.1","LOC111135084","crg:105327720","GO:0003674",921
"103"," proteasomal ubiquitin receptor ADRM1-B-like","rna-XM_069251099.1",12.0825653777579,12.1106871775916,12.0693814480844,12.110869564074,1.00232746928773,1.00110742151122,"activated","XM_022487818.1","LOC111136729","crg:105326861","GO:0005634;GO:0005737",392
"104"," protein PIH1D3-like","rna-XM_069273454.1",11.3415141858547,11.3619860883297,11.3126399096511,11.3499827025861,1.00180504138509,1.00149324279427,"activated","XM_022462992.1","LOC111121635","crg:105326245","",191
"105"," protein PRRC2C-like","rna-XM_069265710.1",11.6980014336747,11.731131230924,11.2523110192279,11.5360543232755,1.00283209037348,1.02232114110246,"activated","XM_022469142.1","LOC111125384","crg:105343430;crg:105346363","",2576
"106"," protein Red-like","rna-XM_069272699.1",12.0088386179991,12.0406889046391,12.0256717235011,12.121994832183,1.00265223704416,1.00534338133858,"activated","XM_022471276.1","LOC111126553","crg:105331327","GO:0005634;GO:0007059;GO:0051276;GO:0140014",600
"107"," protein shisa-4-like","rna-XM_069284170.1",11.7564239734938,11.8567303009047,11.7827897546013,11.8972823094346,1.0085320440669,1.00117486293383,"activated","XM_022431335.1","LOC111099863","crg:105325067","",156
"108"," protein STPG4-like","rna-XM_069259946.1",11.5235851899197,11.5352039089031,11.372935186383,11.5937684389441,1.00100825557255,1.01839063896977,"activated","XM_022476879.1","LOC111130146","crg:105342399","GO:0006259",279
