"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"17"," arginine/serine-rich coiled-coil protein 2-like","rna-XM_069279733.1",11.6584799757062,11.7264605395784,11.4522398297372,11.6957562098148,1.00583099718092,1.01534318332192,"threshold likely","XM_022484926.1","LOC111135149","crg:105333124","",510
"18"," ATP-dependent RNA helicase dbp2-like","rna-XM_069268630.1",12.9210235156636,13.0996913189402,12.8311706686919,13.0705194087644,1.01382768192164,1.00476019036261,"threshold likely","XM_022460008.1","LOC111119633","crg:105333818","GO:0043167",674
"19"," baculoviral IAP repeat-containing protein 2-like","rna-XM_069248313.1",11.9932260083052,12.1562246236506,11.655539528107,12.0857843445678,1.01359088999344,1.02300972081386,"threshold likely","XM_022435637.1","LOC111102770","crg:105325768","",861
"20"," beta-1,3-galactosyltransferase 1-like","rna-XM_069273723.1",11.9659699273,12.0478354247779,11.9924597622544,12.0966733808376,1.00684152625949,1.00183584233617,"threshold likely","XM_022469711.1","LOC111125669","crg:105336262","GO:0005575;GO:0006464;GO:0009058;GO:0016757",404
"21"," beta-1,3-galactosyltransferase brn-like","rna-XM_069247132.1",11.7789473505278,11.849548818119,11.78366022731,11.9637714906545,1.00599386901819,1.00923560566776,"threshold likely","XM_022479533.1","LOC111131816","crg:109620855","GO:0005575;GO:0006464;GO:0009058;GO:0016757",387
"22"," bone morphogenetic protein 2-like","rna-XM_069250752.1",12.0294132961759,12.0887371770667,11.9893285231216,12.0655500694602,1.00493156893276,1.00141888289096,"threshold likely","XM_022477988.1","LOC111130759","crg:105333366","GO:0003674;GO:0007165;GO:0008283;GO:0040007",423
"23"," calmodulin-A-like","rna-XM_069258859.1",11.6013672111797,11.6084691626686,11.5430078594919,11.6263101043419,1.00061216504569,1.0066004787807,"threshold likely","XM_022451062.1","LOC111113021","crg:105332960","GO:0043167",159
"24"," calmodulin-like","rna-XM_069258835.1",11.9828567124149,12.0343551832799,11.9673877046644,12.0974394460171,1.00429767893425,1.00654138703413,"threshold likely","XM_022433852.1","LOC111101379","crg:105325151","GO:0043167",154
"25"," cAMP-dependent protein kinase catalytic subunit","rna-XM_069269738.1",11.1730838981075,11.6316110430147,11.2055009831245,11.8258323513446,1.04103854845168,1.01375644593344,"threshold likely","XM_022458002.1","LOC111118497","crg:105336635","GO:0006464;GO:0006520;GO:0016301;GO:0043167",408
"26"," carbohydrate sulfotransferase 3-like","rna-XM_069285207.1",11.5567985203631,11.5599372466375,11.4757100256722,11.6348627962291,1.00027159132945,1.01359338117895,"threshold likely","XM_022487507.1","LOC111136564","crg:105335540","",327
"27"," carbohydrate sulfotransferase 8-like","rna-XM_069277689.1",11.5026785396473,11.5565975286179,11.4385551482132,11.6781314042734,1.0046875159368,1.01618125984386,"threshold likely","XM_022431634.1","LOC111100046","crg:105322816","GO:0003674;GO:0005575;GO:0005975;GO:0009058",432
"28"," cation-dependent mannose-6-phosphate receptor-like","rna-XM_069265882.1",12.0003969789467,12.0798775155459,12.2090615401871,12.3526703785924,1.00662315894537,1.0051055061662,"threshold likely","XM_022487817.1","LOC111136731","crg:105318065","GO:0003674;GO:0005768;GO:0005794;GO:0006605;GO:0007034",273
"29"," CCR4-NOT transcription complex subunit 3-like","rna-XM_069269059.1",11.9850019686135,12.0359874728377,11.9463382406231,12.090653922674,1.00425410895699,1.00779306629778,"threshold likely","XM_022463992.1","LOC111122313","crg:105332581","GO:0005634;GO:0009058;GO:0032991;GO:0034641",757
"30"," CD109 antigen-like","rna-XM_069258397.1",11.85424478772,11.9178906129432,11.8066048653367,11.9399157111183,1.00536903247426,1.0058905501963,"threshold likely","XM_022465988.1","LOC111123575","crg:105340378;crg:105344266;crg:105348738;crg:105327092","GO:0005615;GO:0030234",1445
"31"," cell wall protein PRY3-like","rna-XM_069263943.1",11.2179469733058,11.4034652443165,11.3357643469711,11.6059112921368,1.01653763130207,1.00717509295732,"threshold likely","XM_022470939.1","LOC111126370","crg:105330989","GO:0005576",482
"32"," choline transporter-like protein 1","rna-XM_069272059.1",11.7259673449159,11.8320926822335,11.556575229679,11.963374860658,1.00905045478944,1.02591570437241,"threshold likely","XM_022461867.1","LOC111120861","crg:105319804","",647
"33"," chondroadherin-like protein","rna-XM_069257233.1",11.8509377783344,11.8907683244373,11.8547666222257,11.914870663703,1.00336096154144,1.00170334518865,"threshold likely","XM_022486688.1","LOC111136087","crg:105331924;crg:105318729;crg:105331922","GO:0002376;GO:0003674;GO:0006810;GO:0006950;GO:0007165;GO:0032991",881
"34"," chondroitin sulfate N-acetylgalactosaminyltransferase 1-like","rna-XM_069268806.1",11.240325551873,11.39067853131,11.2166973959089,11.4007921632149,1.01337621216957,1.00299627334793,"threshold likely","XM_022462936.1","LOC111121591","crg:105325571","GO:0005794;GO:0016757",507
"35"," chromatin modification-related protein MEAF6-like","rna-XM_069272940.1",11.9284878548579,11.9949106068562,11.9204219015753,12.0127205147892,1.00556841343233,1.00216244338294,"threshold likely","XM_022439941.1","LOC111105580","crg:105330655","GO:0005654;GO:0006464;GO:0032991;GO:0051276",183
"36"," cleavage stimulation factor subunit 3-like","rna-XM_069246652.1",11.616030176149,11.7137786695031,11.6499505796227,11.7957173449551,1.00841496551506,1.00406306570322,"threshold likely","XM_022436708.1","LOC111103429","crg:105347665;crg:105347664","GO:0003674;GO:0005634;GO:0006397",1250
"37"," cleavage stimulation factor subunit 3-like","rna-XM_069254098.1",11.8474795988309,12.0286565622805,11.9108693078885,12.1468249753396,1.01529244781037,1.00444961965803,"threshold likely","XM_022436708.1","LOC111103429","crg:105347665;crg:105347664","GO:0003674;GO:0005634;GO:0006397",1250
"38"," coiled-coil domain-containing protein 33-like","rna-XM_069268399.1",11.7812169619388,11.828137306707,11.8747365786208,11.9520826349627,1.00398263990212,1.00252081719168,"threshold likely","XM_022460116.1","LOC111119692","crg:105343353","",1090
"39"," copine-9-like","rna-XM_069278669.1",11.5829630962264,11.6149455029445,11.5938364889724,11.6337695194172,1.00276115933828,1.00068129223182,"threshold likely","XM_022438215.1","LOC111104328","crg:105328206","",608
"40"," corepressor interacting with RBPJ 1-like","rna-XM_069254740.1",11.7502070713272,11.7679066784146,11.8080763106322,11.8320517487913,1.00150632299329,1.00052331582567,"threshold likely","XM_022448296.1","LOC111111360","crg:105339523","GO:0003674;GO:0005622;GO:0009058;GO:0032991;GO:0034641",442
"41"," corticotropin-releasing factor receptor 2-like","rna-XM_069254669.1",11.6663868573492,11.7517107987657,11.6458016129312,11.822131807966,1.00731365610105,1.00777060789997,"threshold likely","XM_022453509.1","LOC111114967","crg:105320567","GO:0003674;GO:0005575;GO:0007165",662
"42"," cyclin-L1-like","rna-XM_069262017.1",12.1397415224509,12.2549970333247,12.0639054529752,12.2250355448693,1.00949406629957,1.00382598838407,"threshold likely","XM_022483505.1","LOC111134471","crg:105343487","GO:0005634;GO:0006464;GO:0007049;GO:0009058;GO:0034641",464
"43"," cystatin-B-like","rna-XM_069277844.1",11.7710395557546,11.8090814006602,11.7688891426749,11.83044448298,1.00323181692877,1.00199208913901,"threshold likely","XM_022438133.1","LOC111104275","crg:105332262","GO:0005622;GO:0030234",97
"44"," cytochrome P450 2J5-like","rna-XM_069272951.1",12.1433959130985,12.2233979139333,12.1516340609842,12.2839759372513,1.00658810775893,1.00427460148121,"threshold likely","XM_022487937.1","LOC111136814","crg:105329932","GO:0016491;GO:0043167",500
"45"," cytochrome P450 3A24-like","rna-XM_069251130.1",11.6370084605974,11.6656742835588,11.6096454729648,11.6951217455088,1.00246333265619,1.00488715086679,"threshold likely","XM_022472824.1","LOC111127589","crg:105320786","GO:0016491;GO:0043167",514
"46"," cytosolic purine 5'-nucleotidase-like","rna-XM_069283442.1",11.3978101809675,11.5637978106431,11.3992485178248,11.5893718848053,1.01456311581261,1.00208510631821,"threshold likely","XM_022485081.1","LOC111135218","crg:105338653","",556
"47"," dehydrogenase/reductase SDR family member 9-like","rna-XM_069249994.1",11.2358834069299,11.4743430253896,11.1702137385103,11.4327517730662,1.02122304137765,1.00223297113552,"threshold likely","XM_022430486.1","LOC111099118","crg:105340290","",324
"48"," dehydrogenase/reductase SDR family protein 7-like","rna-XM_069268575.1",11.4083083610758,11.4403609449803,11.3992501669664,11.446243138667,1.00280958253319,1.00130920081332,"threshold likely","XM_022459509.1","LOC111119393","crg:105334762","GO:0016491",309
"49"," disks large homolog 5-like","rna-XM_069267697.1",11.7014170861007,11.7338181874605,11.869573002431,11.91836867365,1.00276898952677,1.00133829267402,"threshold likely","XM_022463783.1","LOC111122172","crg:105332558","GO:0003674;GO:0008219",1963
"50"," disks large homolog 5-like","rna-XM_069267697.1",11.7014170861007,11.7338181874605,11.869573002431,11.91836867365,1.00276898952677,1.00133829267402,"threshold likely","XM_022463783.1","LOC111122172","crg:105332558","GO:0003674;GO:0008219",1963
"51"," E3 ubiquitin-protein ligase arih1-like","rna-XM_069249961.1",11.5309605538941,11.5980179700097,11.5438072641608,11.6421990728689,1.00581542325135,1.00269226136549,"threshold likely","XM_022439861.1","LOC111105516","crg:105334106","GO:0003674;GO:0006464",311
"52"," E3 ubiquitin-protein ligase MARCH8-like","rna-XM_069271603.1",11.9817443026914,12.0770964003935,11.9993778889788,12.0975431872172,1.00795811488654,1.00022099207026,"threshold likely","XM_022459396.1","LOC111119328","crg:105327978","GO:0043167",260
"53"," E3 ubiquitin-protein ligase MIB2-like","rna-XM_069250021.1",12.0220236848169,12.3194911333932,12.2333143760644,12.6418968806861,1.02474354205041,1.00844662510211,"threshold likely","XM_022481463.1","LOC111133257","crg:105329662","GO:0006464;GO:0043167",860
"54"," E3 ubiquitin-protein ligase MYLIP-like","rna-XM_069257169.1",11.9519028300356,12.0479490250167,11.9146606905862,12.1228372785009,1.00803605888928,1.00936102059579,"threshold likely","XM_022485452.1","LOC111135411","crg:105345681","GO:0005856",444
"55"," E3 ubiquitin-protein ligase SMURF2-like","rna-XM_069268861.1",12.0482460814865,12.1367442141652,12.0830238640702,12.1999607243371,1.00734531251107,1.00231546082907,"threshold likely","XM_022458617.1","LOC111118909","crg:105340300","GO:0003674;GO:0009056",772
"56"," E3 ubiquitin-protein ligase synoviolin-like","rna-XM_069262754.1",11.6210021253653,11.6232803041572,11.6296667210183,11.6791937002798,1.0001960397879,1.0040618396469,"threshold likely","XM_022474888.1","LOC111128926","crg:105343343","GO:0003674;GO:0005737;GO:0005783;GO:0006464;GO:0006950;GO:0009056;GO:0032991",608
"57"," ecotropic viral integration site 5 ortholog-like","rna-XM_069264150.1",11.9742826834572,12.0443650169396,11.9302407174235,12.0255515057314,1.00585273751548,1.00212384018649,"threshold likely","XM_022468196.1","LOC111124906","crg:105339814","GO:0030234",910
"58"," EF-hand calcium-binding domain-containing protein 14-like","rna-XM_069271430.1",11.8163067099628,11.8259978828204,11.85029793788,11.9185034848467,1.00082015244657,1.00493140070339,"threshold likely","XM_022460605.1","LOC111120002","crg:105334507","",369
"59"," endothelial differentiation-related factor 1 homolog","rna-XM_069264658.1",11.8513613076985,11.9115275001392,11.837939309306,11.9285130473804,1.00507673261143,1.00256140442359,"threshold likely","XM_022464504.1","LOC111122652","crg:105343420","GO:0003677",146
"60"," engulfment and cell motility protein 2-like","rna-XM_069257752.1",11.9266838259718,11.9703096529356,11.9592624413779,12.0192159210956,1.00365783377848,1.00135036870393,"threshold likely","XM_022480609.1","LOC111132787","crg:105325386","GO:0048870",774
"61"," eukaryotic translation initiation factor 4E-binding protein 1-like","rna-XM_069269160.1",12.5353090017351,12.5756302730023,12.5201678779567,12.6802440922572,1.00321661566233,1.00953817238526,"threshold likely","XM_022462212.1","LOC111121086","crg:105341698","GO:0003674;GO:0006412",116
"62"," exocyst complex component 4-like","rna-XM_069283735.1",11.5869187933397,11.6067205867304,11.5730989061228,11.6068419312831,1.00170897835256,1.00120460603174,"threshold likely","XM_022485787.1","LOC111135588","crg:105327305","GO:0005737;GO:0016192;GO:0032991",986
"63"," F-box only protein 32-like","rna-XM_069270506.1",11.3050931253531,11.4959383546614,11.3488770412094,11.5624347693058,1.01688134959988,1.00190402848137,"threshold likely","XM_022462989.1","LOC111121632","crg:105331534","GO:0003674",332
"64"," F-box/LRR-repeat protein 15-like","rna-XM_069268661.1",11.7015089941343,11.7640594776868,11.6841364582504,11.7819077139918,1.00534550574493,1.00300628735005,"threshold likely","XM_022462122.1","LOC111121028","crg:105340420","",289
"65"," farnesyl pyrophosphate synthase-like","rna-XM_069276363.1",11.2661024612349,11.3754124441155,11.2653490157066,11.5180490813223,1.00970255536524,1.01260675025595,"threshold likely","XM_022461845.1","LOC111120824","crg:105346203","GO:0006629;GO:0009058;GO:0016765",352
"66"," ferric-chelate reductase 1-like","rna-XM_069270313.1",11.8706200248306,11.8882292418254,11.9093194572033,12.0036626420929,1.00148342857896,1.00642882950675,"threshold likely","XM_022463976.1","LOC111122305","crg:105336453","",432
"67"," fibroblast growth factor receptor 2-like","rna-XM_069259675.1",12.208528482784,12.3287298126725,12.1464870442679,12.477581620682,1.00984568533857,1.01724300913854,"threshold likely","XM_022468547.1","LOC111125084","crg:105321229","GO:0006464;GO:0016301;GO:0043167",968
"68"," filamin-A-like","rna-XM_069269091.1",11.7710404071986,11.7809580265959,11.7467666429226,11.9066998138084,1.00084254399393,1.0127617839227,"threshold likely","XM_022459458.1","LOC111119371","crg:105327831","GO:0003674",873
"69"," flotillin-1-like","rna-XM_069265568.1",12.6980950847567,12.784967076254,12.5123425098015,12.8273091915347,1.00684134044654,1.01820658134506,"threshold likely","XM_022464802.1","LOC111122815","crg:105333709","",447
"70"," folliculin-like","rna-XM_069267077.1",11.6734343359762,11.7110108360636,11.6919842851988,11.7490553480619,1.00321897558216,1.00165690364381,"threshold likely","XM_022460418.1","LOC111119865","crg:105334967","GO:0008150;GO:0019899",545
"71"," forkhead box protein K1-like","rna-XM_069268484.1",11.9931928005556,12.0223774823074,12.1083146377065,12.1613367060993,1.00243343722036,1.00194081997888,"threshold likely","XM_022460388.1","LOC111119855","crg:105320036","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641",638
"72"," fructose-1,6-bisphosphatase isozyme 2-like","rna-XM_069281608.1",12.1362464834812,12.296474302732,12.2961481572352,12.5057418093032,1.01320241966649,1.00379297611071,"threshold likely","XM_022478286.1","LOC111130977","crg:105322747","GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016791;GO:0044281",337
"73"," FYN-binding protein-like","rna-XR_011208863.1",11.4374699354745,11.5619262875468,11.4824846002648,11.656920128037,1.0108814582923,1.00426359212912,"threshold likely","XM_022461933.1","LOC111120905","crg:105331421","",692
"74"," G1/S-specific cyclin-D2-like","rna-XM_069245254.1",12.921946923943,12.9423382160268,12.9769984136587,13.103486345978,1.00157803558581,1.00815618065412,"threshold likely","XM_022437001.1","LOC111103611","crg:105330764","GO:0005634",291
"75"," galactokinase-like","rna-XM_069269269.1",11.9099923417164,11.9536317705353,11.9167715472022,12.0377649575379,1.00366410217293,1.00646541171297,"threshold likely","XM_022457973.1","LOC111118471","crg:105322218","GO:0005737;GO:0005975;GO:0016301;GO:0043167;GO:0044281",397
"76"," gamma-aminobutyric acid receptor-associated protein","rna-XM_069255649.1",13.4382295539351,13.463025343349,13.5625297194256,13.7919688457249,1.00184516787084,1.01504420657484,"threshold likely","XM_022485550.1","LOC111135459","crg:105335545;crg:105335546","",117
"77"," glucose-induced degradation protein 8 homolog","rna-XM_069277890.1",12.215820941905,12.2173730246052,12.0562862875509,12.2989624589097,1.00012705512856,1.01999900449183,"threshold likely","XM_022486810.1","LOC111136152","crg:105336160","GO:0003674",232
"78"," glutamate receptor ionotropic, kainate 2-like","rna-XM_069247954.1",11.4824425581435,11.61310188413,11.4169232092166,11.6663736102631,1.01137905330898,1.01035232621352,"threshold likely","XM_022487918.1","LOC111136802","crg:105336425","GO:0005575;GO:0007165;GO:0007267;GO:0022857",478
"79"," glutamic acid-rich protein-like","rna-XM_069273414.1",11.5603270245705,11.5714679065828,11.5305678689846,11.6027908997827,1.00096371685581,1.00529479484847,"threshold likely","XM_022469412.1","LOC111125504","crg:105325275","",467
"80"," glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like","rna-XM_069267296.1",11.6075615441934,11.6423889991684,11.5063035933529,11.8002261097623,1.00300041096853,1.02247662768592,"threshold likely","XM_022461805.1","LOC111120821","crg:105343374","GO:0005575;GO:0006464;GO:0009058;GO:0016757",346
"81"," glyoxylate reductase/hydroxypyruvate reductase-like","rna-XM_069255356.1",12.7598809408189,13.0323812513054,12.8797475518923,13.2303072755671,1.02135602297156,1.00573931148224,"threshold likely","XM_022488884.1","LOC111137432","crg:105341870","GO:0016491",321
"82"," glypican-5-like","rna-XM_069248669.1",12.5533361032121,12.5865321569205,12.5430237775576,12.629139491338,1.00264440093338,1.00421009218309,"threshold likely","XM_022484110.1","LOC111134769","crg:105317070","GO:0005886;GO:0007165;GO:0031012",586
"83"," Golgi pH regulator-like","rna-XM_069259159.1",11.5270431035716,11.5414372482295,11.5167421803077,11.5796243982523,1.00124872827563,1.0042060894154,"threshold likely","XM_022467641.1","LOC111124614","crg:105341203","GO:0005575",457
"84"," GPN-loop GTPase 1-like","rna-XM_069280147.1",11.5065881319613,11.5668211322013,11.5150732086218,11.5768281453726,1.00523465336112,1.00012764365621,"threshold likely","XM_022433310.1","LOC111101051","crg:105328931","GO:0003924",391
"85"," growth arrest and DNA damage-inducible protein GADD45 beta-like","rna-XM_069271306.1",11.3504427985842,11.4526378993126,11.3366184116444,11.4399362154752,1.00900362237332,1.00010903108366,"threshold likely","XM_022457933.1","LOC111118444","crg:105343617","GO:0005634;GO:0007049",145
"86"," growth arrest and DNA damage-inducible protein GADD45 beta-like","rna-XM_069271308.1",11.3754184646802,11.4887540256444,11.3256962526156,11.4537647650857,1.00996319927184,1.0013313192573,"threshold likely","XM_022457933.1","LOC111118444","crg:105343617","GO:0005634;GO:0007049",145
"87"," headcase protein-like","rna-XM_069285607.1",13.1410731966064,13.4653603526412,13.200279652973,13.6863597110085,1.02467737232591,1.01185357917257,"threshold likely","XM_022437305.1","LOC111103810","crg:105334214","",504
"88"," hemicentin-2-like","rna-XM_069259067.1",11.4973944883162,11.7682179884871,11.2273084865948,11.6257098406992,1.02355520639447,1.01165527893477,"threshold likely","XM_022460687.1","LOC111120042","crg:105348786","",656
"89"," heterogeneous nuclear ribonucleoprotein D-like","rna-XM_069267114.1",11.5902925696639,11.6105231696347,11.5890228549742,11.631984525556,1.00174547793762,1.00195820440117,"threshold likely","XM_022459107.1","LOC111119195","crg:105347167","GO:0003674",426
"90"," hexokinase-2-like","rna-XM_069284651.1",12.1471083655416,12.1520434786468,12.1903756665632,12.3773826254994,1.00040627884075,1.01492819724848,"threshold likely","XM_022485988.1","LOC111135700","crg:105330845","GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016301;GO:0042592;GO:0043167;GO:0044281",461
"91"," high mobility group protein B1-like","rna-XM_069254353.1",11.7869802991041,11.8349698712052,11.8342102295308,11.8854756220337,1.00407140513374,1.00025950399518,"threshold likely","XM_022448605.1","LOC111111557","crg:105344152","",256
"92"," histone acetyltransferase type B catalytic subunit-like","rna-XM_069264264.1",11.5442259410151,11.5705661017181,11.5227996839611,11.5522147255247,1.00228167404532,1.00027047744337,"threshold likely","XM_022488172.1","LOC111136968","crg:105328806","GO:0005654;GO:0006464;GO:0009058;GO:0016746;GO:0032991;GO:0034641;GO:0042393;GO:0051276",405
"93"," histone PARylation factor 1-like","rna-XM_069273692.1",11.5134701485922,11.5295991218463,11.4842302019301,11.5510386739418,1.00140087854018,1.00441035277715,"threshold likely","XM_022464978.1","LOC111122941","crg:105318548","",415
"94"," homeobox protein Meis1-like","rna-XM_069259974.1",11.7302610785712,11.7363601902058,11.7474665273614,11.8001976029933,1.00051994679349,1.0039667096799,"threshold likely","XM_022477696.1","LOC111130545","crg:105337870","GO:0003677;GO:0009058;GO:0034641",490
"95"," importin subunit alpha-7-like","rna-XM_069271063.1",12.0154242939331,12.0503675067478,12.0021064723921,12.0837932348437,1.00290819632831,1.00388653633813,"threshold likely","XM_022437309.1","LOC111103812","crg:105332258","GO:0005634;GO:0005737;GO:0006913;GO:0008565",539
"96"," insulin-like peptide receptor","rna-XM_069282192.1",12.3089875110805,12.5197191319458,12.2858404440604,12.5136211366439,1.01712014255239,1.00139605532981,"threshold likely","XM_022476869.1","LOC111130138","crg:105348544","GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167",1560
"97"," inversin-B-like","rna-XM_069261291.1",11.5964527093358,11.707425621268,11.7897218378796,11.910709458071,1.00956955671822,1.00068600529437,"threshold likely","XM_022476128.1","LOC111129666","crg:105347271","GO:0003674",1139
"98"," Krueppel-like factor 3","rna-XM_069271297.1",12.1619981970666,12.2369188406034,12.1906166066774,12.2758420374929,1.00616022485145,1.00082575639831,"threshold likely","XM_022461642.1","LOC111120717","crg:105326700","GO:0003674",413
"99"," L-seryl-tRNA(Sec) kinase-like","rna-XM_069284740.1",11.4597461511047,11.4676760593202,11.4418958686341,11.4715018177821,1.00069197939561,1.00189421365707,"threshold likely","XM_022432123.1","LOC111100356","crg:105325005","",341
"100"," L-xylulose reductase-like","rna-XM_069246280.1",11.6039936244007,11.6205877264192,11.4394962589515,11.6628868569973,1.00143003370698,1.01807213259597,"threshold likely","XM_022461530.1","LOC111120655","crg:105347776","GO:0016491",244
"101"," lipoma HMGIC fusion partner homolog","rna-XM_069249335.1",11.6767734088532,11.7582896938909,11.6748521400996,11.7868610294647,1.00698106250618,1.00259485331906,"threshold likely","XM_022481402.1","LOC111133228","crg:105339355","",247
"102"," lissencephaly-1 homolog","rna-XM_069279249.1",12.2579129166404,12.3138361156063,12.174591831272,12.3331624469465,1.00456221212748,1.00842407266986,"threshold likely","XM_022483446.1","LOC111134439","crg:105347003","GO:0003674",408
"103"," low-density lipoprotein receptor-related protein 4-like","rna-XM_069275164.1",12.6537477827542,12.7849445760907,12.5737523504271,12.9217353884817,1.0103682162462,1.01712953429427,"threshold likely","XM_022471326.1","LOC111126581","crg:105329031","GO:0003674;GO:0005575;GO:0007165",891
"104"," low-density lipoprotein receptor-related protein 4-like","rna-XR_011209039.1",11.4840660661261,12.0788668596206,11.2632455334558,11.9972578501466,1.05179357120288,1.01271660135727,"threshold likely","XM_022471171.1","LOC111126486","crg:105329031","GO:0003674;GO:0005575;GO:0007165",891
"105"," low-density lipoprotein receptor-related protein 4-like","rna-XR_011209040.1",11.4245056228369,11.7039008170063,11.2664756769043,11.5614669367035,1.02445577982919,1.00168608567543,"threshold likely","XM_022471171.1","LOC111126486","crg:105329031","GO:0003674;GO:0005575;GO:0007165",891
"106"," lysoplasmalogenase-like protein TMEM86A","rna-XM_069276991.1",12.0253785841044,12.038248235522,11.9799715618767,12.1093697770025,1.00107020758869,1.00972060156111,"threshold likely","XM_022489577.1","LOC111137878","crg:105332397","GO:0005575",258
"107"," lysosomal-associated transmembrane protein 4A-like","rna-XM_069269909.1",13.6217657118635,13.662370179909,13.7063543806163,13.7672122296029,1.00298085203522,1.00145493035955,"threshold likely","XM_022459047.1","LOC111119169","crg:105321634","GO:0005575",247
