"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"36"," cell division control protein 42-like","evm.model.Contig625.50",10.0078807881413,10.2437929393972,10.0664002462542,10.1801326980394,1.02357263802896,0.988008263522726,"frontloaded","XM_022477188.1","LOC111130298","crg:105337859","GO:0003924;GO:0005622;GO:0007165;GO:0043167",226
"37"," centrosomal protein of 83 kDa-like","evm.model.Contig347.35",9.96424261150051,10.0302873044895,10.0011371855972,10.0137886379124,1.00662816990353,0.994672145399374,"frontloaded","XM_022446077.1","LOC111109832","crg:105327437","GO:0005737;GO:0005815;GO:0016192;GO:0022607",765
"38"," chromodomain-helicase-DNA-binding protein Mi-2 homolog","evm.model.Contig1378.9",11.0843437406022,11.4068752269972,11.1094469409404,11.2768950387224,1.02909793253827,0.986371222997278,"frontloaded","XM_022486681.1","LOC111136084","crg:105345699","GO:0043167",2122
"39"," cilia- and flagella-associated protein 221-like","evm.model.Contig57.133",11.4968717947643,11.6339902952686,11.6010521525122,11.6815201498831,1.01192659211585,0.995068491164752,"frontloaded","XM_022447309.1","LOC111110718","crg:105328686","GO:0005929;GO:0022607",899
"40"," cilia- and flagella-associated protein 44-like","evm.model.Contig284.49",11.0551851818457,11.269481105712,11.1608840385243,11.3640493863186,1.01938420029528,0.99884159279431,"frontloaded","XM_022468386.1","LOC111125001","crg:105339469","GO:0003674",2082
"41"," cilia- and flagella-associated protein 57-like","evm.model.Contig121.104",11.4838541608683,11.6526589374226,11.5894028051025,11.7387362075754,1.01469931385314,0.998212304640181,"frontloaded","XM_022461444.1","LOC111120600","crg:105329449","GO:0003674",1268
"42"," cilia- and flagella-associated protein 58-like","evm.model.Contig1049.19",11.4079836582216,11.631133020907,11.5062719890137,11.6612369981595,1.01956080665706,0.994023962397725,"frontloaded","XM_022432642.1","LOC111100589","crg:105320688","",874
"43"," cilia- and flagella-associated protein 61-like","evm.model.Contig6.25",11.0810230273514,11.1667491302374,11.1790628605353,11.249534924572,1.00773629859576,0.998578630610336,"frontloaded","XM_022476342.1","LOC111129855","crg:105320109","",1263
"44"," cilia- and flagella-associated protein 91-like","evm.model.Contig355.14",11.7547704950151,12.0007846518169,11.8708202201258,11.9907159114664,1.02092887793139,0.989393145918555,"frontloaded","XM_022468978.1","LOC111125323","crg:105328340","",748
"45"," cleavage and polyadenylation specificity factor subunit 1-like","evm.model.Contig1092.4",9.98081522962606,10.2719696477549,10.0369892191107,10.1848766155579,1.02917140648637,0.98597204746501,"frontloaded","XM_022487700.1","LOC111136672","crg:105342117","GO:0003674;GO:0005634",1434
"46"," coiled-coil and C2 domain-containing protein 2A-like","evm.model.Contig330.3",10.2034532354979,10.3180144579599,10.182991317535,10.2354350817008,1.0112276912353,0.993989921516321,"frontloaded","XM_022460855.1","LOC111120134","crg:105327578","",1744
"47"," coiled-coil domain-containing protein 113-like","evm.model.Contig121.57",10.6534154746804,10.8507490325173,10.7781339513232,10.9378643260678,1.01852303219618,0.996364168719978,"frontloaded","XM_022430453.1","LOC111099093","crg:105332857","",387
"48"," coiled-coil domain-containing protein 39-like","evm.model.Contig144.107",11.0930678405886,11.2565920612772,11.2331901732572,11.2945259988736,1.01474111787996,0.990853937410982,"frontloaded","XM_022433528.1","LOC111101168","crg:105329019","GO:0005737;GO:0005856;GO:0005929;GO:0007010;GO:0065003",943
"49"," coiled-coil domain-containing protein 40-like","evm.model.Contig104.18",11.1572210530201,11.3252034590213,11.2464420662535,11.3517957269187,1.01505593599006,0.994396167437568,"frontloaded","XM_022459291.1","LOC111119280","crg:105347343","GO:0007010;GO:0022607",1114
"50"," coiled-coil domain-containing protein 43-like","evm.model.Contig274.6",9.83219039315123,9.96469796250763,9.93311503923873,9.93549187907925,1.01347691247402,0.986938401976385,"frontloaded","XM_022462324.1","LOC111121170","crg:105341389","",208
"51"," coiled-coil domain-containing protein 65-like","evm.model.Contig363.17",11.2849585685069,11.492392704254,11.3221040755306,11.5091109754324,1.0183814707416,0.998169156957596,"frontloaded","XM_022490330.1","LOC111138395","crg:105338139","GO:0005737;GO:0005856;GO:0005929;GO:0007010;GO:0032991;GO:0065003",503
"52"," COMM domain-containing protein 10-like","evm.model.Contig765.20",9.75565283203474,10.0283785505712,9.92757111917255,10.0113114765746,1.02795566050085,0.981010338475735,"frontloaded","XM_022473386.1","LOC111128020","crg:105345500;crg:105326020","",198
"53"," COP9 signalosome complex subunit 7b-like","evm.model.Contig483.7",10.5386324117047,10.6519076629631,10.5520917380124,10.5578639651814,1.01074857218975,0.989906935917976,"frontloaded","XM_022487366.1","LOC111136485","crg:105319599","GO:0005634;GO:0032991;GO:0065003",263
"54"," cytochrome P450 2C8-like","evm.model.Contig2523.1",9.84158555393028,10.4115646526584,10.5800170031371,10.5839796484981,1.05791537304682,0.945609229277393,"frontloaded","XM_022474248.1","LOC111128571","crg:105344043","GO:0016491;GO:0043167",488
"55"," cytochrome P450 4A25-like","evm.model.Contig708.20",9.76955270021591,10.1773027130544,9.82993373705581,9.92246748198922,1.0417368149137,0.968971674358808,"frontloaded","XM_022489263.1","LOC111137681","crg:105332013","GO:0016491;GO:0043167",499
"56"," cytosolic 10-formyltetrahydrofolate dehydrogenase-like","evm.model.Contig853.10",10.4791188744739,10.6659132119707,10.5698223049088,10.6798347969174,1.01782538586826,0.992712681930291,"frontloaded","XM_022444604.1","LOC111108616","crg:105347685","GO:0005737;GO:0009056;GO:0009058;GO:0016491;GO:0034641;GO:0044281;GO:0051186",924
"57"," cytospin-A-like","evm.model.Contig1426.24",10.4035008749329,10.5351576523847,10.4801118872175,10.4633249308379,1.01265504555,0.985921328959602,"frontloaded","XM_022479716.1","LOC111132067","crg:105332653","GO:0003674",1100
"58"," dentin sialophosphoprotein-like","evm.model.Contig289.88",10.5332895364144,10.7218168573681,10.6095842098613,10.6833005632572,1.01789823780139,0.989242395071349,"frontloaded","XM_022484562.1","LOC111134953","crg:105318652","",676
"59"," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like","evm.model.Contig144.187",11.34779978189,11.5223619985247,11.4226405309538,11.5146328662346,1.01538291298664,0.992781635224554,"frontloaded","XM_022472455.1","LOC111127323","crg:105317497","GO:0005737;GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016746;GO:0032991;GO:0044281",509
"60"," DNA damage-regulated autophagy modulator protein 1-like","evm.model.Contig367.42",9.75306836565653,9.9300162220508,9.81611323740159,9.86945912157601,1.01814278848053,0.987518188470584,"frontloaded","XM_022469416.1","LOC111125505","crg:105343208","",276
"61"," DNA repair protein RAD50-like","evm.model.Contig229.59",10.0502939862656,10.3112928741553,9.98666534384771,10.1929773445781,1.02596927893316,0.994823888746655,"frontloaded","XM_022472357.1","LOC111127260","crg:105348735","GO:0005634;GO:0006259;GO:0006950;GO:0016887;GO:0032991;GO:0042592;GO:0051276",1312
"62"," dnaJ homolog subfamily C member 27-like","evm.model.Contig107.60",9.82846569793244,9.89167632870553,9.955139656337,10.0025550392271,1.00643138336296,0.998342183534103,"frontloaded","XM_022434096.1","LOC111101291","crg:105344096","GO:0003924;GO:0043167",268
"63"," dynein heavy chain 5, axonemal-like","evm.model.Contig1596.1",9.84298254235961,10.4187293268472,10.3184735226393,10.6635234767303,1.05849312258859,0.976331349991528,"frontloaded","XM_022436648.1","LOC111103394","crg:105330782;crg:105343243;crg:105329886;crg:105343293;crg:105328728;crg:105326508;crg:105339827;crg:105319445;crg:105340285;crg:105327769;crg:105317365;crg:105324491;crg:105327226;crg:105345667;crg:105343324;crg:105330477;crg:105336490","GO:0005856;GO:0008150;GO:0032991;GO:0043167",4593
"64"," dynein regulatory complex subunit 7-like","evm.model.Contig53.113.1",11.3874019520713,11.5943566914566,11.4838807644681,11.6414056047537,1.01817400845745,0.995622585704204,"frontloaded","XM_022475718.1","LOC111129371","crg:105341312","",883
"65"," E3 ubiquitin-protein ligase arih1-like","evm.model.Contig980.16",9.86754954995027,9.98738118270094,10.0148964322563,9.95808944001447,1.01214401125062,0.982397504062088,"frontloaded","XM_022439862.1","LOC111105516","crg:105334106","GO:0003674;GO:0006464",311
"66"," E3 ubiquitin-protein ligase RBBP6-like","evm.model.Contig328.70",11.4584007187143,11.5583856891264,11.4232972872255,11.5113081167428,1.00872590973789,0.998987428979069,"frontloaded","XM_022437995.1","LOC111104183","crg:105340483","",962
"67"," E3 ubiquitin-protein ligase TRIM71-like","evm.model.Contig440.88",10.5881635491555,10.6214107569117,10.6927760606063,10.6958598886564,1.00314003534247,0.997157293795251,"frontloaded","XM_022435071.1","LOC111102374","crg:105334056","GO:0003674",391
"68"," EF-hand domain-containing family member C2-like","evm.model.Contig648.14",12.1588917428832,12.3254457383406,12.2870573761803,12.4127568367854,1.01369812306741,0.996578971661825,"frontloaded","XM_022484771.1","LOC111135064","crg:105343087","GO:0043167",744
"69"," EF-hand domain-containing family member C2-like","evm.model.Contig948.57",12.352088935178,12.4911165659733,12.5696305755163,12.630605573509,1.01125539425153,0.993666865404914,"frontloaded","XM_022484771.1","LOC111135064","crg:105343087","GO:0043167",744
"70"," F-box/LRR-repeat protein 17-like","evm.model.Contig513.15",9.90022598858635,9.90410157413059,10.0819912436284,10.0786407636122,1.00039146435129,0.999276495632851,"frontloaded","XM_022453577.1","LOC111115006","crg:105338268","GO:0003674",299
"71"," fucose mutarotase-like","evm.model.Contig178.59",10.3303064179752,10.5324111822059,10.4170069021158,10.4002510845637,1.0195642564754,0.979233518350667,"frontloaded","XM_022430655.1","LOC111099221","crg:105343072","GO:0005975;GO:0016853;GO:0044281",149
"72"," glutamic acid-rich protein-like","evm.model.Contig626.33",9.77377338996773,10.0588406483015,10.0371411179571,10.2939253039489,1.02916655082533,0.996518394590985,"frontloaded","XM_022469414.1","LOC111125504","crg:105325275","",467
"73"," glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial-like","evm.model.Contig710.31",9.94285637153375,10.1291901298207,10.1653363495573,10.079707300232,1.01874046564933,0.973335605832315,"frontloaded","XM_022472271.1","LOC111127195","crg:105327412","GO:0016874",540
"74"," glycoprotein 3-alpha-L-fucosyltransferase A-like","evm.model.Contig483.44",9.84120124147401,10.0748375520985,10.035744696694,10.0813488811548,1.02374062930853,0.981248713463038,"frontloaded","XM_022462200.1","LOC111121072","crg:105320772","GO:0005575;GO:0006464;GO:0009058;GO:0016757",411
"75"," golgin subfamily A member 6-like protein 22","evm.model.Contig223.128",10.2129356616175,10.5553787492023,10.2533770202437,10.4142768095323,1.03353032849035,0.982740750152042,"frontloaded","XM_022437529.1","LOC111103907","crg:105322785","",1475
"76"," GPI transamidase component PIG-T-like","evm.model.Contig225.121",9.79217307144836,10.0072376172145,10.0861132722578,9.86541310258827,1.02196290284055,0.957097767271369,"frontloaded","XM_022430483.1","LOC111099115","crg:105343587","GO:0005737;GO:0005783;GO:0006464;GO:0006629;GO:0009058;GO:0032991",613
"77"," GTP-binding protein YPTC1-like","evm.model.Contig740.18",9.91198993563444,10.1253150154093,9.91618337782537,10.0028149407605,1.02152192255643,0.987483831154055,"frontloaded","XM_022478020.1","LOC111130783","crg:105341616","GO:0003924;GO:0043167",310
"78"," GTPase IMAP family member 4-like","evm.model.Contig117.69",10.3704614037618,10.4969702605841,10.5244662829693,10.5283627299228,1.01219896125127,0.98831382544995,"frontloaded","XM_022445424.1","LOC111109344","crg:105332988;crg:105334629","GO:0043167",367
"79"," heat shock 70 kDa protein 12A-like","evm.model.Contig362.79",9.74462591329085,10.0201871895821,10.3645553526366,10.2634523631195,1.0282782816645,0.963012961596116,"frontloaded","XM_022470396.1","LOC111126027","crg:105321553","",578
"80"," histone H1-delta-like","evm.model.Contig728.4",11.1415841147867,11.297849783876,11.2521966812765,11.1738905905046,1.01402544445021,0.979305620866676,"frontloaded","XM_022479259.1","LOC111131637","crg:105323921","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003",192
"81"," huntingtin-interacting protein K-like","evm.model.Contig709.18",10.5347852282082,10.7087208263427,10.6593272118499,10.695678933938,1.01651059745089,0.987112503317246,"frontloaded","XM_022460068.1","LOC111119662","crg:105332158","",117
"82"," inversin-like","evm.model.Contig108.132.1",10.7477435326532,10.8156473969848,10.7683070001715,10.8315529482305,1.00631796470815,0.999558168607828,"frontloaded","XM_022469228.1","LOC111125433","crg:105319221","GO:0003674",977
"83"," IQ and ubiquitin-like domain-containing protein","evm.model.Contig1596.2",11.40706506003,11.5843331800569,11.5783757394906,11.6480087880307,1.01554020417119,0.990619628895828,"frontloaded","XM_022446148.1","LOC111109886","crg:105340283","GO:0003674",858
"84"," IQ domain-containing protein D-like","evm.model.Contig1683.24",10.7230529367256,10.9135587498362,10.8329506156612,10.9488975466632,1.01776600509526,0.993060454653039,"frontloaded","XM_022486658.1","LOC111136070","crg:105341432","GO:0003674",491
"85"," IQ domain-containing protein G-like","evm.model.Contig370.8",11.3560053967788,11.5946632743375,11.4576104338818,11.6825537691667,1.02101600600035,0.998645125025062,"frontloaded","XM_022434413.1","LOC111101808","crg:105333470","GO:0003674",394
"86"," IQ domain-containing protein K-like","evm.model.Contig350.39",10.6763131995174,10.6927392758594,10.7167845066084,10.6894605379682,1.00153855324728,0.995918084553083,"frontloaded","XM_022463397.1","LOC111121910","crg:105329482","GO:0003674",275
"87"," KH domain-containing, RNA-binding, signal transduction-associated protein 2-like","evm.model.Contig329.45",12.2732406145846,12.3250125420987,12.327680428428,12.3349794176144,1.00421827691152,0.996389036443415,"frontloaded","XR_002637678.1","LOC111120648","crg:105325820","GO:0003723",336
"88"," laccase-2-like","evm.model.Contig344.23",10.081232682628,10.8388258820776,10.5010997165698,10.3981455166096,1.07514886555044,0.920984894893874,"frontloaded","XM_022444387.1","LOC111108474","crg:105322367;crg:105322366","GO:0016491;GO:0043167",708
"89"," leucine-rich repeat-containing protein 43-like","evm.model.Contig155.26.1",10.5662545229961,10.6343574376524,10.6635429649883,10.6887009363583,1.00644532218187,0.99594009592344,"frontloaded","XM_022485527.1","LOC111135443","crg:105333965","GO:0003674",733
"90"," leucine-rich repeat-containing protein 74B-like","evm.model.Contig625.14.1",10.5333150045584,10.6875204538073,10.6556275940774,10.7658123608417,1.01463978331439,0.995762772209164,"frontloaded","XM_022476129.1","LOC111129667","crg:105347274","GO:0043167",590
"91"," lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial-like","evm.model.Contig685.26",10.2523660911191,10.3742982998864,10.3818805948138,10.3746033558598,1.01189307986894,0.987553985816468,"frontloaded","XM_022462247.1","LOC111121118","crg:105318507","GO:0016746",487
"92"," LRP2-binding protein-like","evm.model.Contig133.101_evm.model.Contig133.102",10.3800191611762,10.5452097277788,10.5248153065019,10.630894816481,1.01591428339752,0.994256116557942,"frontloaded","XM_022489027.1","LOC111137543","crg:105339318","GO:0003674",345
"93"," lysine-specific demethylase 8-like","evm.model.Contig1004.5",9.77571486593417,9.89440645776048,10.0523629526743,9.99426225578121,1.01214147440408,0.982293701244908,"frontloaded","XM_022448977.1","LOC111111819","crg:105324926","",437
"94"," MICOS complex subunit MIC60-like","evm.model.Contig1525.27",11.1197483629435,11.4161463564716,11.1114577539032,11.2575211732838,1.02665509900528,0.986840954299885,"frontloaded","XM_022481146.1","LOC111133070","crg:105323085","",692
"95"," microtubule-associated protein 9-like","evm.model.Contig291.12",10.0346911132718,10.2628136561631,10.2267481754033,10.3031741951627,1.02273338962966,0.985078965726858,"frontloaded","XM_022489744.1","LOC111137999","crg:105320155","GO:0003674",810
"96"," microtubule-associated protein 9-like","evm.model.Contig423.4",10.8700408912479,11.0005098350834,10.9469981898397,11.0222248444098,1.01200261757437,0.994930132075246,"frontloaded","XM_022432564.1","LOC111100563","crg:105330482","GO:0000278;GO:0007010;GO:0022607;GO:0051301",920
"97"," MRG/MORF4L-binding protein-like","evm.model.Contig811.24",9.83249326832623,9.86882930583607,9.87309703920026,9.86608329014366,1.00369550596357,0.995610326137724,"frontloaded","XM_022457858.1","LOC111118406","crg:105331287","GO:0005654;GO:0009058;GO:0032991;GO:0034641",176
"98"," multidrug resistance-associated protein 7-like","evm.model.Contig1067.42",9.92387067761205,10.2045737992591,10.7124823443093,10.9915426368622,1.02828564889306,0.997825859968979,"frontloaded","XM_022468653.1","LOC111125149","crg:105332123","GO:0005575;GO:0016887;GO:0022857;GO:0043167",1518
"99"," N-alpha-acetyltransferase 40-like","evm.model.Contig710.3",10.0376123541727,10.1092899811978,10.0675860697624,10.1148500545697,1.00714090408117,0.997571109450958,"frontloaded","XM_022474677.1","LOC111128805","crg:105346166","GO:0016746",263
"100"," NIF3-like protein 1","evm.model.Contig363.64",10.1789814725838,10.2260826394029,10.2583873019117,10.2201767485505,1.00462729664515,0.991686362072798,"frontloaded","XM_022480933.1","LOC111132964","crg:105335581","",496
"101"," nucleoporin NUP53-like","evm.model.Contig1318.23",9.65053463934007,10.0647567279374,9.95245864048886,9.94964147838873,1.04292219074669,0.958572889660497,"frontloaded","XM_022487495.1","LOC111136554","crg:105344637","GO:0003674;GO:0005635;GO:0006913",327
"102"," oral-facial-digital syndrome 1 protein-like","evm.model.Contig283.27_evm.model.Contig283.28",11.0815845998319,11.3983424885354,11.2334904574281,11.3572114016298,1.02858416915469,0.982917694218193,"frontloaded","XM_022471639.1","LOC111126780","crg:105331328","GO:0003674",1007
"103"," outer dense fiber protein 2-like","evm.model.Contig19457.1",9.90854057996546,10.0269404559608,10.006338548141,9.99257183796533,1.01194927497545,0.986832270879844,"frontloaded","XM_022468797.1","LOC111125224","crg:105336382","",869
"104"," outer dense fiber protein 2-like","evm.model.Contig628.19.1",11.3582336862986,11.5252570993288,11.4644446693453,11.6024845811474,1.0147050516518,0.997374257658684,"frontloaded","XM_022468797.1","LOC111125224","crg:105336382","",869
"105"," peripheral-type benzodiazepine receptor-associated protein 1-like","evm.model.Contig511.6",10.2360184092924,10.4306961306905,10.258926646235,10.4412907860147,1.01901889129287,0.998780445567727,"frontloaded","XM_022489428.1","LOC111137781","crg:105327511","GO:0003674;GO:0007165",2073
