"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"25"," autophagy-related protein 16-1-like","evm.model.Contig1219.41",10.3003093015008,10.392190118506,10.3051401166317,10.3610295884108,1.0089201998033,0.996534171861029,"frontloaded","XM_022479702.1","LOC111132058","crg:105320687","GO:0003674",549
"26"," axonemal dynein light chain domain-containing protein 1-like","evm.model.Contig679.60",10.59741127136,10.8191451416305,10.6652581306411,10.7363346780423,1.02092339955417,0.986033140960231,"frontloaded","XM_022469808.1","LOC111125735","crg:105327469","",1102
"27"," B-cell receptor CD22-like","evm.model.Contig517.1",9.88546977820016,10.4373047313673,9.97988203626934,9.87391696598901,1.05582283548972,0.937072109758542,"frontloaded","XM_022431688.1","LOC111100080","crg:105340711","GO:0003674",910
"28"," BAG family molecular chaperone regulator 1-like","evm.model.Contig1017.14",9.89142747349189,10.056854074029,10.0037421691226,10.034282584568,1.01672423934568,0.986553541541985,"frontloaded","XM_022472550.1","LOC111127391","crg:105334567","GO:0003674",206
"29"," basal body-orientation factor 1-like","evm.model.Contig6.257",11.5043945005656,11.7437364037624,11.6165769119017,11.6225005224561,1.02080438941702,0.98011914696501,"frontloaded","XM_022476430.1","LOC111129900","crg:105320847","GO:0005815;GO:0005929",532
"30"," beta-mannosidase-like","evm.model.Contig857.21",9.88125414351696,9.92243530656621,10.0108976913481,9.77514609647706,1.00416760488609,0.972397933647249,"frontloaded","XM_022466536.1","LOC111123884","crg:105318173;crg:105318172","GO:0005975;GO:0016798",915
"31"," biotin--protein ligase-like","evm.model.Contig413.32",9.87542132236785,10.4010965600022,10.2081386787783,10.2120235696071,1.05323066434074,0.949820966917229,"frontloaded","XM_022447645.1","LOC111110954","crg:105337108","",331
"32"," bromodomain-containing protein 8-like","evm.model.Contig928.28",10.205867840708,10.3275491312809,10.2983611104095,10.3376664237999,1.01192267943032,0.991989484510937,"frontloaded","XM_022489612.1","LOC111137908","crg:105338645","GO:0000228;GO:0003674;GO:0005654;GO:0032991",674
"33"," BTB/POZ domain-containing protein KCTD6-like","evm.model.Contig1411.24",9.8887205435637,9.94314712145956,9.98872003758897,9.92635651426368,1.00550390494464,0.98831700230568,"frontloaded","XM_022469781.1","LOC111125718","crg:109620773","GO:0003674;GO:0065003",231
"34"," calcium/calmodulin-dependent protein kinase type IV-like","evm.model.Contig975.25.1",9.84368409110095,10.0651565206717,9.85932585595357,9.84026583451835,1.02249893713787,0.976105467222934,"frontloaded","XM_022473008.1","LOC111127768","crg:105319871","GO:0006464;GO:0016301;GO:0043167",344
"35"," calcyphosin-like protein","evm.model.Contig349.30",10.6904625811839,10.7571812412349,10.6957565710408,10.7477487772232,1.00624095164679,0.998628619552975,"frontloaded","XM_022459392.1","LOC111119327","crg:105348488","GO:0043167",208
"36"," caltractin-like","evm.model.Contig141.46",10.2370525146751,10.3730201063127,10.1787936074981,10.2847684890388,1.01328190819015,0.997167058725204,"frontloaded","XM_022463696.1","LOC111122110","crg:105347389","GO:0043167",158
"37"," carbohydrate sulfotransferase 1-like","evm.model.Contig1494.4",9.84530213429378,10.0270344281875,9.71375261232616,9.83114212113932,1.01845878281995,0.993741616657133,"frontloaded","XM_022436258.1","LOC111103184","crg:105327266","GO:0003674",410
"38"," carbohydrate sulfotransferase 11-like","evm.model.Contig227.90",10.2140583653922,10.4354644255314,10.4215594465786,10.2968701399311,1.0216766002522,0.96707260022496,"frontloaded","XM_022435351.1","LOC111102559","crg:105324635","GO:0003674;GO:0005575;GO:0005975;GO:0009058",447
"39"," carbonyl reductase [NADPH] 1-like","evm.model.Contig1579.4",10.0868310835263,10.2756024277165,10.222343787063,10.1789603158443,1.0187146332309,0.977463150877071,"frontloaded","XM_022481927.1","LOC111133483","crg:105340670","GO:0016491",281
"40"," cathepsin B-like","evm.model.Contig74.106",11.1756808634567,11.179407220273,11.0998902766569,11.0382399040855,1.00033343443337,0.994114385511494,"frontloaded","XM_022448615.1","LOC111111564","crg:105328916","GO:0008233",341
"41"," centromere-associated protein E-like","evm.model.Contig1015.32",10.7437049037568,10.9128556144962,10.7630067876374,10.8449500849814,1.01574416946991,0.991995278794007,"frontloaded","XM_022456865.1","LOC111117697","crg:105331159","",1367
"42"," centrosomal protein of 128 kDa-like","evm.model.Contig1527.13",10.29093383854,10.446532603792,10.3299206601633,10.3889434252677,1.0151199849978,0.990733886021913,"frontloaded","XM_022476337.1","LOC111129851","crg:105336789","",1039
"43"," centrosomal protein of 128 kDa-like","evm.model.Contig256.38",10.2736536917076,10.4671099355979,10.3078910752112,10.4105802330364,1.01883032557798,0.991295766844256,"frontloaded","XM_022476337.1","LOC111129851","crg:105336789","",1039
"44"," centrosomal protein of 70 kDa-like","evm.model.Contig313.93",10.3986493029738,10.4518156898437,10.3963692623317,10.410029335157,1.00511281660924,0.99622043485942,"frontloaded","XM_022486166.1","LOC111135793","crg:105341395","GO:0005815;GO:0007010;GO:0008092;GO:0022607;GO:0032991",642
"45"," centrosomal protein of 83 kDa-like","evm.model.Contig347.35",9.96424261150051,10.0137886379124,10.0011371855972,10.0302873044895,1.00497238258276,0.997952478911408,"frontloaded","XM_022446077.1","LOC111109832","crg:105327437","GO:0005737;GO:0005815;GO:0016192;GO:0022607",765
"46"," cilia- and flagella-associated protein 100-like","evm.model.Contig1352.1",10.9739636805894,11.1361847103109,10.9818742091064,11.0269561724541,1.01478235525861,0.989478304901722,"frontloaded","XM_022446310.1","LOC111110008","crg:105323595","",622
"47"," cilia- and flagella-associated protein 221-like","evm.model.Contig57.133",11.4968717947643,11.6815201498831,11.6010521525122,11.6339902952686,1.01606074751594,0.986987480807764,"frontloaded","XM_022447309.1","LOC111110718","crg:105328686","GO:0005929;GO:0022607",899
"48"," cilia- and flagella-associated protein 251-like","evm.model.Contig130.24",11.0552657116542,11.2505107276086,11.1126436702076,11.0979946654188,1.01766081621616,0.981350323682474,"frontloaded","XM_022488490.1","LOC111137169","crg:105334009","GO:0003674",1081
"49"," cilia- and flagella-associated protein 44-like","evm.model.Contig284.49",11.0551851818457,11.3640493863186,11.1608840385243,11.269481105712,1.02793840169951,0.982286630751884,"frontloaded","XM_022468386.1","LOC111125001","crg:105339469","GO:0003674",2082
"50"," cilia- and flagella-associated protein 45-like","evm.model.Contig284.17",12.014511070089,12.3563706848247,12.1126885136521,12.1793928802233,1.02845389319144,0.977687954118265,"frontloaded","XM_022468214.1","LOC111124913","crg:105323088","",563
"51"," cilia- and flagella-associated protein 53-like","evm.model.Contig463.8",11.3983919653622,11.6817667549315,11.3223000126152,11.4652388538323,1.02486094445869,0.988060425678953,"frontloaded","XM_022476694.1","LOC111130047","crg:105317177","GO:0022607",510
"52"," cilia- and flagella-associated protein 57-like","evm.model.Contig121.104",11.4838541608683,11.7387362075754,11.5894028051025,11.6526589374226,1.02219481744862,0.983626686368912,"frontloaded","XM_022461444.1","LOC111120600","crg:105329449","GO:0003674",1268
"53"," cilia- and flagella-associated protein 58-like","evm.model.Contig1049.19",11.4079836582216,11.6612369981595,11.5062719890137,11.631133020907,1.02219965837305,0.988898357005443,"frontloaded","XM_022432642.1","LOC111100589","crg:105320688","",874
"54"," cilia- and flagella-associated protein 61-like","evm.model.Contig6.25",11.0810230273514,11.249534924572,11.1790628605353,11.1667491302374,1.0152072508833,0.983935545965302,"frontloaded","XM_022476342.1","LOC111129855","crg:105320109","",1263
"55"," cilia- and flagella-associated protein 91-like","evm.model.Contig355.14",11.7547704950151,11.9907159114664,11.8708202201258,12.0007846518169,1.02007231162458,0.991055452880466,"frontloaded","XM_022468978.1","LOC111125323","crg:105328340","",748
"56"," cilia- and flagella-associated protein 99-like","evm.model.Contig967.19",10.6240791672309,10.7257741111284,10.6196734129763,10.692262822493,1.0095721184205,0.997289200843322,"frontloaded","XM_022487595.1","LOC111136616","crg:105339626","",690
"57"," cleavage and polyadenylation specificity factor subunit 2-like","evm.model.Contig14390.1",9.96843897217984,10.0286996352181,9.96344777690585,10.00635690597,1.00604514540405,0.998271955562545,"frontloaded","XM_022474736.1","LOC111128842","crg:105319344","GO:0005654;GO:0006397;GO:0032991",764
"58"," cleft lip and palate transmembrane protein 1-like protein","evm.model.Contig644.70",9.89102410771433,10.3193240005163,10.0372503011739,10.00652427808,1.04330187533038,0.955561208431942,"frontloaded","XM_022484656.1","LOC111135000","crg:105348581","GO:0005575",531
"59"," clusterin-associated protein 1 homolog","evm.model.Contig348.66",10.6878229538789,10.8022960804259,10.7372029101993,10.7236506920043,1.01071061216498,0.988154090788387,"frontloaded","XM_022457910.1","LOC111118432","crg:105333862","",400
"60"," coiled-coil domain-containing protein 112-like","evm.model.Contig74.288",10.156007007463,10.24429065273,10.1860682649636,10.2044713077248,1.0086927515117,0.993173279031583,"frontloaded","XM_022477702.1","LOC111130553","crg:105344125","",489
"61"," coiled-coil domain-containing protein 113-like","evm.model.Contig121.57",10.6534154746804,10.9378643260678,10.7781339513232,10.8507490325173,1.02670024951748,0.980556164846557,"frontloaded","XM_022430453.1","LOC111099093","crg:105332857","",387
"62"," coiled-coil domain-containing protein 146-like","evm.model.Contig74.242",11.0563435188529,11.3564711339064,11.0926702322317,11.2489056861912,1.02714528673441,0.987284447306793,"frontloaded","XM_022445721.1","LOC111109553","crg:105317755","",963
"63"," coiled-coil domain-containing protein 148-like","evm.model.Contig228.43",10.3048895275121,10.4047542760841,10.2825761607057,10.300379529531,1.00969100622626,0.992116801228143,"frontloaded","XM_022455129.1","LOC111116130","crg:105333606","",621
"64"," coiled-coil domain-containing protein 151-like","evm.model.Contig53.244",11.6194141419243,11.8851059094975,11.7139239873107,11.7813586621125,1.02286619310818,0.983273084125816,"frontloaded","XM_022464489.1","LOC111122642","crg:105330024","",547
"65"," coiled-coil domain-containing protein 170-like","evm.model.Contig278.23",11.6787180186689,11.9811732594016,11.7246927603839,11.881528508066,1.02589798300201,0.987794644767602,"frontloaded","XM_022475727.1","LOC111129374","crg:105331719","",843
"66"," coiled-coil domain-containing protein 173-like","evm.model.Contig42.242",11.6182483386455,12.0540537184645,11.7685074083257,11.8922971693135,1.03751042042795,0.973984174879654,"frontloaded","XM_022450116.1","LOC111112580","crg:105343541","",563
"67"," coiled-coil domain-containing protein 177-like","evm.model.Contig1074.23",10.6823504444239,10.7855003908404,10.651454651411,10.703828993203,1.00965610957562,0.995306320071282,"frontloaded","XM_022454125.1","LOC111115405","crg:105345790","",637
"68"," coiled-coil domain-containing protein 178-like","evm.model.Contig156.17",11.0222449979347,11.3037565803618,11.0586734733079,11.1615277710842,1.02554031256607,0.984164901584522,"frontloaded","XM_022462842.1","LOC111121529","crg:105340739","",930
"69"," coiled-coil domain-containing protein 39-like","evm.model.Contig144.107",11.0930678405886,11.2945259988736,11.2331901732572,11.2565920612772,1.01816072534487,0.984209325435105,"frontloaded","XM_022433528.1","LOC111101168","crg:105329019","GO:0005737;GO:0005856;GO:0005929;GO:0007010;GO:0065003",943
"70"," coiled-coil domain-containing protein 40-like","evm.model.Contig104.18",11.1572210530201,11.3517957269187,11.2464420662535,11.3252034590213,1.01743934918686,0.989742757975166,"frontloaded","XM_022459291.1","LOC111119280","crg:105347343","GO:0007010;GO:0022607",1114
"71"," coiled-coil domain-containing protein 43-like","evm.model.Contig274.6",9.83219039315123,9.93549187907925,9.93311503923873,9.96469796250763,1.01050645703525,0.992749281124495,"frontloaded","XM_022462324.1","LOC111121170","crg:105341389","",208
"72"," coiled-coil domain-containing protein 63-like","evm.model.Contig53.217",11.1567119999206,11.5211082030938,11.2689425357106,11.3257394807597,1.03266161241554,0.973252146470737,"frontloaded","XM_022483244.1","LOC111134321","crg:105341719","",560
"73"," coiled-coil domain-containing protein 65-like","evm.model.Contig363.17",11.2849585685069,11.5091109754324,11.3221040755306,11.492392704254,1.01986293574449,0.995271358450805,"frontloaded","XM_022490330.1","LOC111138395","crg:105338139","GO:0005737;GO:0005856;GO:0005929;GO:0007010;GO:0032991;GO:0065003",503
"74"," coiled-coil domain-containing protein 83-like","evm.model.Contig1478.9",10.5032716385399,10.6631083915061,10.5586096860715,10.5586854426891,1.01521780626712,0.985017371339955,"frontloaded","XM_022435537.1","LOC111102688","crg:105318754","",432
"75"," coiled-coil domain-containing protein 96-like","evm.model.Contig1651.13",10.7151729252706,10.9281633181973,10.7343781814344,10.8468069698705,1.01987745735996,0.990779534320297,"frontloaded","XM_022462275.1","LOC111121136","crg:105340333","",598
"76"," COMM domain-containing protein 10-like","evm.model.Contig765.20",9.75565283203474,10.0113114765746,9.92757111917255,10.0283785505712,1.02620620566779,0.984358001289905,"frontloaded","XM_022473386.1","LOC111128020","crg:105345500;crg:105326020","",198
"77"," cyclin-dependent kinase 11B-like","evm.model.Contig223.60",10.932527218445,11.0392597374803,10.8402619121617,10.8544131161799,1.0097628404579,0.991624359666371,"frontloaded","XM_022488260.1","LOC111137032","crg:105335549","GO:0006464;GO:0016301;GO:0043167",788
"78"," cytochrome b5 domain-containing protein 1-like","evm.model.Contig852.15",10.796307802028,10.8986876332119,10.8325282383059,10.808109950483,1.00948285590419,0.988373235705754,"frontloaded","XM_022487990.1","LOC111136856","crg:105343134","",215
"79"," cytochrome P450 2C8-like","evm.model.Contig2523.1",9.84158555393028,10.5839796484981,10.5800170031371,10.4115646526584,1.07543439931499,0.915051865513806,"frontloaded","XM_022474248.1","LOC111128571","crg:105344043","GO:0016491;GO:0043167",488
"80"," cytosolic 10-formyltetrahydrofolate dehydrogenase-like","evm.model.Contig853.10",10.4791188744739,10.6798347969174,10.5698223049088,10.6659132119707,1.01915389307516,0.990126288667176,"frontloaded","XM_022444604.1","LOC111108616","crg:105347685","GO:0005737;GO:0009056;GO:0009058;GO:0016491;GO:0034641;GO:0044281;GO:0051186",924
"81"," cytosolic carboxypeptidase 2-like","evm.model.Contig631.9.2",9.90420566407697,10.1636530879849,10.0553191755328,10.0090441447227,1.02619568218872,0.969988445994222,"frontloaded","XM_022476544.1","LOC111129975","crg:105338947","GO:0008233;GO:0043167",1326
"82"," cytosolic endo-beta-N-acetylglucosaminidase-like","evm.model.Contig971.18",9.93607435285886,10.1340802567133,9.99528551146265,10.0139752740793,1.0199279812955,0.982294707251209,"frontloaded","XM_022460722.1","LOC111120068","crg:105335769","GO:0005737;GO:0016798",632
"83"," cytospin-A-like","evm.model.Contig1426.24",10.4035008749329,10.4633249308379,10.4801118872175,10.5351576523847,1.00575037736088,0.99950487224287,"frontloaded","XM_022479716.1","LOC111132067","crg:105332653","GO:0003674",1100
"84"," dentin sialophosphoprotein-like","evm.model.Contig289.88",10.5332895364144,10.6833005632572,10.6095842098613,10.7218168573681,1.01424161239698,0.996388245722676,"frontloaded","XM_022484562.1","LOC111134953","crg:105318652","",676
"85"," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like","evm.model.Contig144.187",11.34779978189,11.5146328662346,11.4226405309538,11.5223619985247,1.01470180013317,0.994114880674277,"frontloaded","XM_022472455.1","LOC111127323","crg:105317497","GO:0005737;GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016746;GO:0032991;GO:0044281",509
"86"," DNA-directed RNA polymerases I and III subunit RPAC2-like","evm.model.Contig234.71",9.81116501117004,9.90326833252301,9.8649962029755,9.76428265644191,1.00938760292464,0.980585470476029,"frontloaded","XM_022446252.1","LOC111109968","crg:105336339","GO:0003677;GO:0005730;GO:0009058;GO:0016779;GO:0034641;GO:0044281",121
"87"," DNA damage-regulated autophagy modulator protein 1-like","evm.model.Contig367.42",9.75306836565653,9.86945912157601,9.81611323740159,9.9300162220508,1.01193375782429,0.999673809535789,"frontloaded","XM_022469416.1","LOC111125505","crg:105343208","",276
"88"," DNA excision repair protein ERCC-1-like","evm.model.Contig106.113",10.5882739882277,10.6645510749884,10.6867754698165,10.575492944932,1.00720392075663,0.982508977267517,"frontloaded","XM_022442627.1","LOC111107427","crg:105328421","GO:0003677;GO:0004518;GO:0005634;GO:0006259;GO:0006950",326
"89"," DNA excision repair protein ERCC-1-like","evm.model.Contig106.113",10.5882739882277,10.6645510749884,10.6867754698165,10.575492944932,1.00720392075663,0.982508977267517,"frontloaded","XM_022442627.1","LOC111107427","crg:105328421","GO:0003677;GO:0004518;GO:0005634;GO:0006259;GO:0006950",326
"90"," DNA excision repair protein ERCC-1-like","evm.model.Contig106.113",10.5882739882277,10.6645510749884,10.6867754698165,10.575492944932,1.00720392075663,0.982508977267517,"frontloaded","XM_022442627.1","LOC111107427","crg:105328421","GO:0003677;GO:0004518;GO:0005634;GO:0006259;GO:0006950",326
"91"," DNA excision repair protein ERCC-1-like","evm.model.Contig106.113",10.5882739882277,10.6645510749884,10.6867754698165,10.575492944932,1.00720392075663,0.982508977267517,"frontloaded","XM_022442627.1","LOC111107427","crg:105328421","GO:0003677;GO:0004518;GO:0005634;GO:0006259;GO:0006950",326
"92"," DNA fragmentation factor subunit beta-like","evm.model.Contig53.166",10.5061692071037,10.7111543960132,10.5578351773833,10.5381512031374,1.01951093541982,0.979033740988123,"frontloaded","XM_022489699.1","LOC111137968","crg:105341521","GO:0004518;GO:0005634;GO:0005737;GO:0006259;GO:0008219;GO:0034655",341
"93"," DNA ligase-like","evm.model.Contig644.37",10.3408855849679,10.5735780970358,10.4290795684478,10.3918021839855,1.02250218418489,0.974497312436126,"frontloaded","XM_022480788.1","LOC111132874","crg:105332296","GO:0006259;GO:0006950;GO:0009058;GO:0016874;GO:0043167",492
"94"," DNA ligase 1-like","evm.model.Contig127.71",10.2761571155209,10.4374797496432,10.3234718337143,10.3701573033514,1.0156987317641,0.988996277175333,"frontloaded","XM_022437322.1","LOC111103814","crg:105338222","",624
"95"," DNA repair endonuclease XPF-like","evm.model.Contig282.1",9.87237037557189,10.0430268686332,9.91246848802634,9.85593661593259,1.01728627336385,0.977401267139566,"frontloaded","XM_022462161.1","LOC111121059","crg:105328848","GO:0003677;GO:0004518",865
"96"," dnaJ homolog subfamily C member 27-like","evm.model.Contig107.60",9.82846569793244,10.0025550392271,9.955139656337,9.89167632870553,1.01771276887412,0.976331534266676,"frontloaded","XM_022434096.1","LOC111101291","crg:105344096","GO:0003924;GO:0043167",268
"97"," double-stranded RNA-specific editase 1-like","evm.model.Contig82.253",9.94305966273947,10.185473346929,9.93602915526173,9.90268677019301,1.02438019004331,0.972924217444234,"frontloaded","XM_022474964.1","LOC111128971","crg:105326427","GO:0003723;GO:0016810;GO:0034641;GO:0044281",786
"98"," DPY30 domain-containing protein 1-like","evm.model.Contig348.106",10.8778670545451,11.0330090828541,10.9079640274321,10.9368489514032,1.0142621735981,0.988549197963485,"frontloaded","XM_022462792.1","LOC111121488","crg:105335788","",165
"99"," dual specificity tyrosine-phosphorylation-regulated kinase 2-like","evm.model.Contig818.27",11.3355717679465,11.4481434203544,11.4004180236827,11.296861316734,1.00993083143156,0.981172552200439,"frontloaded","XM_022442109.1","LOC111107113","crg:105319402","GO:0006464;GO:0016301;GO:0043167",572
"100"," dynein assembly factor 5, axonemal-like","evm.model.Contig350.29",10.3886515240579,10.45402194234,10.4016934894854,10.4001750296862,1.00629248349806,0.993601795121689,"frontloaded","XM_022464186.1","LOC111122403","crg:105339120","",842
"101"," dynein heavy chain 5, axonemal-like","evm.model.Contig1596.1",9.84298254235961,10.6635234767303,10.3184735226393,10.4187293268472,1.08336303867648,0.932020117745907,"frontloaded","XM_022436648.1","LOC111103394","crg:105330782;crg:105343243;crg:105329886;crg:105343293;crg:105328728;crg:105326508;crg:105339827;crg:105319445;crg:105340285;crg:105327769;crg:105317365;crg:105324491;crg:105327226;crg:105345667;crg:105343324;crg:105330477;crg:105336490","GO:0005856;GO:0008150;GO:0032991;GO:0043167",4593
"102"," dynein intermediate chain 2, ciliary-like","evm.model.Contig424.60.4",11.5849586360657,11.8676391440767,11.6891940487429,11.7312084792473,1.02440064888372,0.979689243364211,"frontloaded","XM_022475730.1","LOC111129376","crg:105341425","GO:0003674",743
"103"," dynein intermediate chain 3, ciliary-like","evm.model.Contig104.108",11.7253499658689,11.9807432846635,11.8519482285485,11.8422367334093,1.02178129604132,0.977881081922269,"frontloaded","XM_022463303.1","LOC111121849","crg:105335975","GO:0003674",607
"104"," dynein regulatory complex protein 1-like","evm.model.Contig141.52",11.064960837343,11.3499207271559,11.106547243482,11.283085159481,1.02575335728719,0.990389096988528,"frontloaded","XM_022475753.1","LOC111129389","crg:105327777","GO:0005737;GO:0005856;GO:0005929;GO:0007010;GO:0032991;GO:0065003",732
"105"," dynein regulatory complex subunit 7-like","evm.model.Contig53.113.1",11.3874019520713,11.6414056047537,11.4838807644681,11.5943566914566,1.02230567198308,0.987591201172368,"frontloaded","XM_022475718.1","LOC111129371","crg:105341312","",883
"106"," E3 ubiquitin-protein ligase arih1-like","evm.model.Contig980.16",9.86754954995027,9.95808944001447,10.0148964322563,9.98738118270094,1.00917551917078,0.988185453168486,"frontloaded","XM_022439862.1","LOC111105516","crg:105334106","GO:0003674;GO:0006464",311
